Time,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,secondaryFault,tertiaryFault,correctLabels
813,0.84413,3632.9,4480.9,8.7366,26.82,42.092,2700.8,74.962,120.41,0.31567,80.784,48.559,2628.9,21.478,49.826,3101.7,22.13,67.223,247.26,337.09,94.655,77.232,31.909,8.9106,26.285,7.0351,19.099,1.7027,32.22,13.888,23.953,1.3584,19.316,2.388,4.9159,2.2417,-0.0056523,0.9077,0.1113,54.715,43.984,63.144,53.606,83.551,57.187,21.278,38.24,33.859,46.132,53.67,41.07,20.056,0,0,1
814,0.79896,3619.9,4497.2,8.6609,27.404,42.581,2693.2,76.008,120.39,0.31809,80.106,52.338,2619.6,26.111,49.134,3095.8,23.627,67.247,248.32,337.21,94.921,76.321,31.635,8.9279,26.331,6.8271,19.06,1.695,32.558,13.909,23.495,1.2553,19.376,2.3201,4.9531,2.3411,-0.0056523,0.9077,0.1113,54.715,43.984,62.104,53.243,78.998,58.522,21.09,37.905,44.981,44.529,54.208,40.362,16.602,0,0,1
815,0.79962,3647.8,4508.8,8.8045,26.853,41.893,2691.6,75.372,120.37,0.31618,80.022,49.781,2619.4,24.817,49.153,3092.4,23.249,67.136,255.74,337.45,94.891,77.242,31.635,8.9279,26.331,6.8271,19.06,1.695,32.558,13.909,23.495,1.2553,19.376,2.3201,4.9531,2.3411,0.028288,0.90061,0.1051,53.334,43.698,61.623,53.104,78.933,57.839,20.858,38.138,37.454,44.574,54.477,39.717,17.472,0,0,1
816,0.83048,3693.6,4506.8,8.726,26.773,42.469,2694.2,75.381,120.4,0.31729,80.125,50.909,2621.5,24.969,48.788,3094.2,24.325,67.136,256.89,337.91,94.839,77.006,31.557,8.9649,25.943,6.9392,19.099,1.6893,32.234,13.858,23.697,1.2892,19.201,2.3649,4.9573,2.3315,0.028288,0.90061,0.1051,53.334,43.698,62.615,53.174,81.96,57.326,21.285,38.685,40.775,43.729,55.139,41.736,14.946,0,0,1
817,0.83058,3657.8,4454.6,8.7007,27.295,42.367,2694.5,75.623,120.39,0.31882,80.351,51.551,2622.6,25.457,50.01,3095.9,23.075,67.209,257.76,337.53,94.64,77.329,31.557,8.9649,25.943,6.9392,19.099,1.6893,32.234,13.858,23.697,1.2892,19.201,2.3649,4.9573,2.3315,0.028288,0.90061,0.1051,53.334,43.698,63.23,53.799,81.951,57.711,21.275,38.498,42.665,46.557,55.82,40.966,17.885,0,0,1
818,0.84628,3659.5,4477.3,8.8176,26.637,42.195,2696.1,75.324,120.41,0.31169,80.5,48.657,2624.3,25.068,52.568,3095.8,23.648,67.371,258.95,338.16,94.67,77.443,31.957,8.9036,26.349,6.8032,19.237,1.6702,32.781,14.099,23.817,1.3287,19.02,2.375,4.8502,2.3072,0.028288,0.90061,0.1051,53.334,43.698,62.218,53.379,83.106,57.936,21.269,38.104,34.148,52.477,56.465,41.088,16.506,0,0,1
819,0.84575,3663.9,4452.4,8.6267,27.05,42.424,2695.9,74.841,120.4,0.31436,80.5,49.541,2624.0,24.671,49.626,3096.9,22.866,67.514,261.99,338.25,94.639,77.31,31.957,8.9036,26.349,6.8032,19.237,1.6702,32.781,14.099,23.817,1.3287,19.02,2.375,4.8502,2.3072,0.028288,0.90061,0.1051,53.334,43.698,62.142,53.676,83.158,57.958,21.323,37.778,36.749,45.669,56.939,40.365,18.363,0,0,1
820,0.8109,3682.8,4446.6,8.7274,27.178,42.324,2694.1,75.32,120.44,0.34289,80.4,49.003,2621.6,24.177,50.177,3094.2,23.037,67.588,263.9,338.55,94.757,77.267,32.007,8.9162,25.846,6.8806,19.415,1.7035,32.677,13.74,23.138,1.2547,18.852,2.3598,4.9003,2.3767,0.0026911,0.90213,0.099288,53.546,43.528,63.018,53.342,79.856,57.396,21.568,40.977,35.166,46.944,57.454,41.366,17.959,0,0,1
821,0.81418,3702.8,4460.0,8.7751,27.106,42.416,2690.8,76.011,120.38,0.34448,80.209,48.716,2618.4,25.958,50.914,3090.6,22.878,67.66,264.41,338.58,94.555,76.853,32.007,8.9162,25.846,6.8806,19.415,1.7035,32.677,13.74,23.138,1.2547,18.852,2.3598,4.9003,2.3767,0.0026911,0.90213,0.099288,53.546,43.528,62.673,53.182,79.533,59.479,21.424,40.783,34.323,48.649,58.124,40.099,18.376,0,0,1
822,0.81003,3641.2,4417.5,8.7359,26.587,42.274,2690.5,75.702,120.43,0.30256,80.223,49.794,2618.8,26.374,49.288,3088.4,23.971,67.685,265.56,339.42,94.81,76.949,32.024,8.9005,26.262,6.8916,19.095,1.7176,32.279,13.825,23.342,1.4224,19.368,2.3624,4.8741,2.2616,0.0026911,0.90213,0.099288,53.546,43.528,63.093,53.161,79.411,56.048,21.409,36.432,37.495,44.887,58.738,41.762,15.786,0,0,1
823,0.81102,3654.1,4431.6,8.8523,26.827,42.225,2692.3,74.572,120.41,0.30399,80.439,49.063,2622.0,27.414,49.582,3089.7,23.668,67.744,267.15,339.42,94.574,77.59,32.024,8.9005,26.262,6.8916,19.095,1.7176,32.279,13.825,23.342,1.4224,19.368,2.3624,4.8741,2.2616,0.0026911,0.90213,0.099288,53.546,43.528,62.872,52.992,79.314,57.374,21.626,36.258,35.341,45.568,59.311,40.83,16.45,0,0,1
824,0.81038,3638.8,4452.5,8.7447,26.531,41.907,2692.6,74.87,120.41,0.31148,80.54,50.631,2620.2,24.684,49.633,3091.0,22.883,67.878,269.68,339.23,94.708,77.379,32.432,9.0209,25.558,6.8898,18.898,1.7233,32.508,13.978,23.578,1.1443,19.127,2.3549,4.8679,2.322,0.0026911,0.90213,0.099288,53.546,43.528,63.034,53.446,79.401,58.144,21.329,37.548,39.958,45.685,59.787,41.108,18.309,0,0,1
825,0.8083,3703.6,4455.4,8.8012,26.86,42.391,2692.6,74.914,120.39,0.31381,80.515,48.917,2620.8,27.479,51.382,3091.0,22.481,67.983,269.6,339.43,94.527,77.604,32.432,9.0209,25.558,6.8898,18.898,1.7233,32.508,13.978,23.578,1.1443,19.127,2.3549,4.8679,2.322,0.025174,0.88553,0.094774,53.351,44.004,61.919,53.412,79.605,55.67,21.746,37.264,34.914,49.733,60.653,41.05,19.246,0,0,1
826,0.76724,3697.1,4462.0,8.7644,26.46,42.444,2690.9,75.414,120.41,0.32909,80.517,49.8,2619.5,26.878,51.032,3089.9,23.671,68.09,272.67,339.86,94.758,77.23,32.362,9.0069,25.735,7.1087,19.247,1.6589,32.914,13.866,23.376,1.2875,19.351,2.4048,4.9135,2.3189,0.025174,0.88553,0.094774,53.351,44.004,62.039,53.78,75.809,56.875,21.365,39.619,37.511,48.923,61.143,40.725,16.435,0,0,1
827,0.76841,3635.9,4462.7,8.7276,27.009,42.1,2689.4,74.792,120.38,0.32921,80.385,50.799,2618.2,26.724,48.749,3087.2,22.033,68.17,275.51,339.44,94.628,77.079,32.362,9.0069,25.735,7.1087,19.247,1.6589,32.914,13.866,23.376,1.2875,19.351,2.4048,4.9135,2.3189,0.025174,0.88553,0.094774,53.351,44.004,63.091,53.772,75.695,59.635,21.736,39.606,40.452,43.638,61.652,41.674,20.341,0,0,1
828,0.77375,3605.3,4436.6,8.8303,26.695,42.165,2688.6,75.238,120.37,0.31572,80.327,49.579,2616.3,27.349,49.431,3086.3,22.163,68.213,276.91,339.69,94.883,77.168,31.97,8.7938,25.768,6.9634,19.387,1.7325,33.01,13.934,22.642,1.2753,18.635,2.3607,4.9928,2.3253,0.025174,0.88553,0.094774,53.351,44.004,61.588,53.179,76.064,56.911,21.219,38.38,36.862,45.217,62.289,40.147,20.033,0,0,1
829,0.77222,3589.1,4451.1,8.7689,26.772,42.007,2690.3,74.609,120.36,0.32175,80.378,48.674,2618.1,25.291,51.127,3087.2,22.243,68.255,279.1,339.98,94.872,77.489,31.97,8.7938,25.768,6.9634,19.387,1.7325,33.01,13.934,22.642,1.2753,18.635,2.3607,4.9928,2.3253,0.025174,0.88553,0.094774,53.351,44.004,61.866,53.005,76.213,57.953,21.606,37.645,34.197,49.143,62.856,40.054,19.821,0,0,1
830,0.81138,3612.0,4424.9,8.7511,27.105,42.36,2694.6,75.107,120.39,0.32646,80.663,48.587,2623.5,26.213,49.098,3091.4,23.201,68.345,281.67,340.03,94.746,77.693,32.412,8.9501,26.165,6.9326,18.858,1.7242,33.16,13.851,23.657,1.3576,18.674,2.357,4.9894,2.3908,0.029687,0.85977,0.10363,54.953,43.124,62.602,52.883,79.876,58.326,22.145,39.016,33.941,44.445,63.061,40.854,17.505,0,0,1
831,0.81229,3658.2,4434.2,8.8761,27.034,41.957,2695.3,75.318,120.38,0.32721,80.613,51.561,2624.5,23.727,50.2,3091.7,22.853,68.459,283.51,340.81,94.693,77.707,32.412,8.9501,26.165,6.9326,18.858,1.7242,33.16,13.851,23.657,1.3576,18.674,2.357,4.9894,2.3908,0.029687,0.85977,0.10363,54.953,43.124,61.806,52.771,79.786,57.193,22.134,38.925,42.693,46.996,63.507,40.438,18.321,0,0,1
832,0.76934,3614.7,4452.4,8.7624,26.798,42.492,2696.3,74.57,120.42,0.31726,80.651,49.808,2624.7,25.435,48.281,3093.6,24.089,68.562,283.81,340.91,94.672,77.8,32.256,8.9674,26.106,6.8359,19.082,1.7212,33.118,14.052,22.971,1.1526,19.055,2.3405,4.9317,2.3639,0.029687,0.85977,0.10363,54.953,43.124,62.763,53.794,75.595,58.502,21.956,38.017,37.534,42.556,64.086,41.027,15.354,0,0,1
833,0.76743,3631.8,4482.5,8.9273,26.654,42.074,2695.3,74.348,120.41,0.31896,80.44,50.429,2623.9,26.706,49.835,3093.2,22.777,68.62,285.65,341.22,94.726,77.309,32.256,8.9674,26.106,6.8359,19.082,1.7212,33.118,14.052,22.971,1.1526,19.055,2.3405,4.9317,2.3639,0.029687,0.85977,0.10363,54.953,43.124,62.468,53.433,75.783,56.312,21.882,37.809,39.362,46.151,64.528,40.919,18.507,0,0,1
834,0.78191,3662.2,4426.4,8.8208,26.674,42.07,2694.1,74.038,120.42,0.34011,80.244,49.381,2622.8,24.419,47.878,3091.0,22.92,68.615,285.22,341.66,94.625,76.909,32.074,8.8865,25.622,6.9295,18.925,1.7223,32.832,13.868,23.069,1.3983,18.887,2.3953,4.9665,2.3319,0.029687,0.85977,0.10363,54.953,43.124,62.792,53.521,77.03,57.609,21.973,40.799,36.28,41.622,65.172,41.563,18.207,0,0,1
835,0.78251,3651.7,4439.2,8.8112,26.973,42.052,2692.5,74.517,120.36,0.34097,80.108,51.056,2621.1,26.486,52.003,3089.6,23.377,68.567,288.56,341.52,94.743,77.293,32.074,8.8865,25.622,6.9295,18.925,1.7223,32.832,13.868,23.069,1.3983,18.887,2.3953,4.9665,2.3319,0.030056,0.8702,0.10259,54.278,43.959,62.972,53.368,76.971,57.132,22.062,40.693,41.208,51.168,64.893,40.444,17.114,0,0,1
836,0.80117,3652.4,4449.2,8.8234,26.931,42.191,2696.2,74.461,120.43,0.32078,80.411,50.301,2625.0,23.775,51.627,3093.2,22.828,68.601,288.5,341.62,94.561,77.854,32.215,8.9597,26.084,6.6531,18.745,1.7705,33.215,13.855,22.881,1.0949,18.813,2.3276,4.9325,2.3121,0.030056,0.8702,0.10259,54.278,43.959,62.139,53.596,78.639,58.211,22.251,38.437,38.987,50.3,65.248,41.404,18.364,0,0,1
837,0.80012,3634.3,4468.8,8.928,26.789,42.493,2698.0,73.785,120.39,0.3176,80.351,48.672,2627.0,25.002,50.158,3095.1,23.693,68.672,291.12,342.13,94.659,77.446,32.215,8.9597,26.084,6.6531,18.745,1.7705,33.215,13.855,22.881,1.0949,18.813,2.3276,4.9325,2.3121,0.030056,0.8702,0.10259,54.278,43.959,62.45,53.361,78.742,57.03,22.191,38.824,34.191,46.899,65.358,40.473,16.329,0,0,1
838,0.78793,3702.3,4496.5,8.8439,27.037,42.931,2701.8,74.38,120.44,0.31876,80.556,50.505,2631.1,26.124,50.779,3098.4,22.61,68.714,292.28,342.49,94.408,77.639,32.665,9.0603,25.871,6.9511,18.77,1.7049,33.227,13.976,23.227,1.2845,19.0,2.3581,4.8414,2.2036,0.030056,0.8702,0.10259,54.278,43.959,63.789,53.462,77.357,58.604,22.421,38.392,39.586,48.338,65.598,41.834,18.863,0,0,1
839,0.78662,3709.4,4454.9,8.8209,27.307,42.159,2701.8,74.867,120.43,0.32017,80.544,49.739,2631.2,24.547,48.304,3099.5,23.515,68.787,291.21,342.65,94.342,77.584,32.665,9.0603,25.871,6.9511,18.77,1.7049,33.227,13.976,23.227,1.2845,19.0,2.3581,4.8414,2.2036,0.030056,0.8702,0.10259,54.278,43.959,63.668,53.959,77.486,56.936,22.435,38.22,37.331,42.61,66.031,40.917,16.697,0,0,1
840,0.74064,3640.7,4458.6,8.9401,26.931,42.677,2700.2,75.033,120.4,0.3328,80.506,50.65,2629.5,26.573,48.022,3095.6,23.741,68.883,292.21,342.7,94.444,77.366,31.947,8.9057,26.098,6.7141,19.013,1.7193,32.905,13.8,23.627,1.2847,18.53,2.3574,4.7754,2.2782,0.017443,0.82831,0.091347,53.294,43.554,62.311,53.857,72.93,57.726,22.835,40.059,40.012,41.956,66.598,41.681,16.161,0,0,1
841,0.73974,3623.9,4515.1,8.8443,26.285,41.92,2698.6,75.119,120.38,0.33503,80.302,49.232,2628.0,26.161,49.23,3093.7,23.206,68.906,293.76,342.94,94.624,77.181,31.947,8.9057,26.098,6.7141,19.013,1.7193,32.905,13.8,23.627,1.2847,18.53,2.3574,4.7754,2.2782,0.017443,0.82831,0.091347,53.294,43.554,62.6,53.181,73.019,58.773,22.486,39.788,35.84,44.753,66.937,41.391,17.449,0,0,1
842,0.8075,3719.5,4483.1,8.7988,26.604,42.415,2699.6,74.746,120.41,0.31238,80.12,48.852,2628.6,25.161,49.796,3095.8,21.792,68.866,294.56,343.21,94.579,77.229,32.159,8.9204,25.987,6.946,18.829,1.6877,32.874,14.027,23.6,1.2103,18.615,2.3455,4.8569,2.3276,0.017443,0.82831,0.091347,53.294,43.554,63.081,52.948,79.76,59.314,22.359,37.918,34.721,46.062,67.343,41.661,20.815,0,0,1
843,0.81014,3700.4,4419.4,8.8297,27.216,42.405,2701.6,74.677,120.41,0.31732,80.184,50.192,2630.7,23.74,50.767,3096.7,22.971,68.84,297.37,343.61,94.459,77.367,32.159,8.9204,25.987,6.946,18.829,1.6877,32.874,14.027,23.6,1.2103,18.615,2.3455,4.8569,2.3276,0.017443,0.82831,0.091347,53.294,43.554,63.409,53.71,79.5,59.473,22.843,37.316,38.665,48.309,67.572,41.667,18.004,0,0,1
844,0.79073,3637.2,4443.8,8.7549,27.057,42.316,2700.6,75.208,120.41,0.34202,80.113,50.102,2630.5,24.75,48.234,3095.3,23.346,68.88,298.77,343.6,94.526,77.461,32.18,9.0529,25.518,6.7328,19.239,1.6791,33.215,13.802,23.263,1.2088,18.725,2.3348,4.8429,2.3823,0.017443,0.82831,0.091347,53.294,43.554,62.512,53.846,77.663,58.583,22.816,40.523,38.4,42.447,67.923,41.425,17.116,0,0,1
845,0.78834,3622.3,4484.0,9.0162,26.841,42.498,2701.9,75.134,120.41,0.34163,80.167,48.009,2631.9,25.498,48.297,3097.3,22.904,68.913,296.56,343.76,94.528,77.659,32.18,9.0529,25.518,6.7328,19.239,1.6791,33.215,13.802,23.263,1.2088,18.725,2.3348,4.8429,2.3823,0.032794,0.82662,0.10002,54.173,44.886,62.769,53.366,77.898,56.592,22.775,40.57,32.24,42.594,67.547,41.133,18.145,0,0,1
846,0.78646,3713.5,4442.0,8.7691,26.957,42.369,2705.1,74.334,120.4,0.31745,80.298,46.839,2634.6,24.128,47.19,3099.3,23.501,68.917,296.84,344.53,94.534,77.616,32.667,8.8985,26.492,6.7895,18.506,1.724,33.744,13.909,23.784,1.3784,18.118,2.3887,4.901,2.3291,0.032794,0.82662,0.10002,54.173,44.886,63.109,52.817,77.718,57.196,22.761,37.631,28.797,40.032,67.54,41.7,16.717,0,0,1
847,0.7872,3710.0,4408.9,8.8424,26.749,42.375,2705.4,74.183,120.43,0.31607,80.226,51.576,2634.7,27.056,49.522,3099.4,23.094,68.953,296.36,344.53,94.351,77.543,32.667,8.8985,26.492,6.7895,18.506,1.724,33.744,13.909,23.784,1.3784,18.118,2.3887,4.901,2.3291,0.032794,0.82662,0.10002,54.173,44.886,63.17,53.214,77.645,59.805,22.721,37.799,42.739,45.428,67.6,41.998,17.684,0,0,1
848,0.73728,3683.2,4470.1,8.9327,26.811,42.318,2705.3,74.662,120.39,0.32746,80.33,50.163,2635.3,25.374,48.664,3099.6,21.887,68.984,296.16,344.81,94.408,77.587,32.722,8.8247,25.853,6.7175,18.797,1.7474,33.186,13.894,23.751,1.3541,18.622,2.3764,4.781,2.2563,0.032794,0.82662,0.10002,54.173,44.886,63.247,54.265,72.809,58.284,22.657,39.321,38.579,43.442,67.633,41.845,20.528,0,0,1
849,0.73832,3663.6,4499.2,8.8739,26.868,42.41,2703.7,73.986,120.4,0.32879,80.137,50.616,2633.3,24.401,51.01,3097.6,23.511,68.985,296.03,344.61,94.472,77.156,32.722,8.8247,25.853,6.7175,18.797,1.7474,33.186,13.894,23.751,1.3541,18.622,2.3764,4.781,2.2563,0.032794,0.82662,0.10002,54.173,44.886,63.585,53.916,72.707,57.603,23.089,39.159,39.914,48.872,67.661,41.065,16.703,0,0,1
850,0.7291,3675.9,4477.5,8.9501,27.048,42.443,2703.0,73.694,120.41,0.32946,80.043,50.624,2632.5,26.978,50.202,3097.3,24.485,68.953,298.45,344.67,94.412,77.25,32.762,8.8011,26.052,6.9732,18.276,1.7042,33.891,13.86,23.757,1.1536,18.711,2.3471,4.9102,2.3176,0.018872,0.81088,0.11681,53.911,43.247,64.126,53.483,71.523,55.79,22.711,38.799,39.937,47.002,67.405,41.646,14.394,0,0,1
851,0.72835,3710.9,4469.4,8.8236,26.733,42.289,2702.0,74.565,120.4,0.3318,80.051,51.98,2631.6,24.97,50.621,3095.7,23.609,68.912,297.52,344.58,94.465,77.293,32.762,8.8011,26.052,6.9732,18.276,1.7042,33.891,13.86,23.757,1.1536,18.711,2.3471,4.9102,2.3176,0.018872,0.81088,0.11681,53.911,43.247,63.523,53.579,71.596,58.694,22.803,38.514,43.926,47.972,67.483,41.817,16.474,0,0,1
852,0.7212,3623.1,4576.2,8.8863,26.95,42.053,2704.8,75.048,120.39,0.32534,80.356,51.054,2634.4,23.135,50.347,3097.8,21.422,68.931,295.39,344.4,94.448,78.097,32.711,9.0248,25.671,6.999,18.466,1.7328,33.497,13.936,23.819,1.2814,18.33,2.3875,4.8348,2.3139,0.018872,0.81088,0.11681,53.911,43.247,62.827,53.619,70.416,58.288,23.026,38.467,41.203,47.336,67.664,41.069,21.586,0,0,1
853,0.71814,3619.0,4539.7,8.9077,26.603,42.173,2707.1,74.687,120.4,0.32429,80.513,48.354,2637.1,22.441,47.441,3100.6,22.318,69.044,295.42,344.53,94.588,77.724,32.711,9.0248,25.671,6.999,18.466,1.7328,33.497,13.936,23.819,1.2814,18.33,2.3875,4.8348,2.3139,0.018872,0.81088,0.11681,53.911,43.247,62.898,54.055,70.716,56.963,22.897,38.595,33.256,40.612,67.649,41.463,19.46,0,0,1
854,0.71699,3651.4,4485.8,8.802,26.887,42.094,2705.2,74.496,120.34,0.33228,80.223,52.01,2634.0,24.839,50.631,3099.0,22.622,69.055,297.22,344.35,94.593,77.304,32.292,8.9516,26.437,6.8146,18.115,1.7243,33.369,13.895,23.561,1.1801,18.692,2.361,4.7878,2.383,0.018872,0.81088,0.11681,53.911,43.247,62.015,54.304,70.678,58.354,22.734,39.773,44.014,47.993,67.475,40.546,18.767,0,0,1
855,0.71819,3618.9,4511.1,8.9708,26.703,42.078,2705.1,74.775,120.39,0.33381,80.045,50.743,2634.3,26.312,50.596,3098.8,22.639,69.006,294.5,344.16,94.72,77.226,32.292,8.9516,26.437,6.8146,18.115,1.7243,33.369,13.895,23.561,1.1801,18.692,2.361,4.7878,2.383,0.019377,0.79998,0.091092,53.877,44.715,62.574,54.001,70.56,56.796,22.676,39.585,40.287,47.913,67.277,40.981,18.745,0,0,1
856,0.75624,3679.5,4603.2,8.7713,26.914,42.263,2706.8,74.64,120.41,0.33014,80.021,51.233,2636.1,22.734,50.662,3101.8,23.401,68.904,296.21,344.08,94.513,77.535,32.599,8.831,26.26,6.9274,18.663,1.7229,33.829,14.091,23.863,1.2124,17.872,2.3497,4.9219,2.3349,0.019377,0.79998,0.091092,53.877,44.715,63.125,53.842,74.141,58.962,22.732,39.065,41.73,48.065,66.932,40.988,16.924,0,0,1
857,0.75476,3662.5,4552.2,8.9417,26.977,42.877,2709.5,75.05,120.4,0.32944,80.184,49.553,2639.1,26.838,51.218,3103.1,24.118,68.889,292.57,344.29,94.54,77.415,32.599,8.831,26.26,6.9274,18.663,1.7229,33.829,14.091,23.863,1.2124,17.872,2.3497,4.9219,2.3349,0.019377,0.79998,0.091092,53.877,44.715,63.417,54.452,74.286,55.542,22.992,39.151,36.784,49.353,67.062,40.805,15.216,0,0,1
858,0.72301,3661.0,4494.9,8.8847,26.975,42.099,2709.3,75.73,120.42,0.35322,80.232,50.306,2638.8,25.451,48.562,3103.5,22.967,68.898,293.23,344.43,94.536,77.519,32.495,9.0,26.213,6.9084,17.958,1.7072,33.36,13.752,23.628,1.3414,18.516,2.2916,4.8317,2.3503,0.019377,0.79998,0.091092,53.877,44.715,62.465,53.859,71.047,57.81,23.166,41.753,39.002,43.207,66.811,41.31,17.933,0,0,1
859,0.72204,3623.2,4498.2,8.8101,26.642,42.317,2708.8,75.306,120.39,0.35288,80.19,51.606,2638.0,24.61,50.837,3101.6,22.827,68.885,293.84,344.43,94.537,77.592,32.495,9.0,26.213,6.9084,17.958,1.7072,33.36,13.752,23.628,1.3414,18.516,2.2916,4.8317,2.3503,0.019377,0.79998,0.091092,53.877,44.715,63.115,53.82,71.142,58.285,22.888,41.794,42.825,48.471,66.563,40.817,18.251,0,0,1
860,0.72904,3674.1,4611.3,8.9224,27.179,42.461,2708.7,75.506,120.4,0.31665,80.103,51.256,2638.2,24.567,50.347,3104.3,22.029,68.851,292.86,343.62,94.573,77.287,32.093,9.0424,26.701,6.8871,18.245,1.6818,33.811,13.921,23.547,1.2118,17.837,2.345,4.8456,2.2277,0.0062738,0.80771,0.10325,53.692,43.464,62.372,54.273,71.687,57.746,22.706,37.279,41.795,47.337,66.124,41.172,20.178,0,0,1
861,0.72931,3629.2,4582.3,8.878,26.599,42.543,2710.2,74.514,120.41,0.31718,80.057,50.832,2639.5,23.626,51.23,3104.2,22.595,68.787,289.92,344.07,94.688,77.568,32.093,9.0424,26.701,6.8871,18.245,1.6818,33.811,13.921,23.547,1.2118,17.837,2.345,4.8456,2.2277,0.0062738,0.80771,0.10325,53.692,43.464,63.145,54.62,71.661,57.021,22.846,37.214,40.548,49.382,66.054,41.689,18.821,0,0,1
862,0.76638,3682.9,4544.8,8.7266,26.512,42.255,2711.4,75.486,120.38,0.33488,80.135,49.139,2641.0,25.511,49.087,3106.8,23.321,68.754,289.79,344.02,94.518,77.485,32.246,8.926,26.39,6.7832,18.14,1.7203,33.712,13.858,23.878,1.1431,18.094,2.3142,4.9694,2.2919,0.0062738,0.80771,0.10325,53.692,43.464,62.393,54.479,75.458,59.263,22.967,39.603,35.566,44.42,65.732,40.813,17.098,0,0,1
863,0.76691,3643.3,4550.2,8.8499,26.923,42.206,2712.6,74.247,120.41,0.33728,80.135,49.907,2641.9,24.808,49.4,3107.5,23.59,68.714,290.98,343.72,94.505,77.34,32.246,8.926,26.39,6.7832,18.14,1.7203,33.712,13.858,23.878,1.1431,18.094,2.3142,4.9694,2.2919,0.0062738,0.80771,0.10325,53.692,43.464,63.073,54.414,75.405,56.588,22.982,39.31,37.826,45.147,65.294,41.174,16.462,0,0,1
864,0.75265,3644.0,4545.3,8.7987,27.143,42.581,2714.4,74.805,120.42,0.32882,80.329,49.096,2643.9,24.916,49.302,3109.9,23.231,68.7,289.58,343.33,94.333,77.605,32.738,8.8401,26.18,6.963,18.518,1.7023,33.386,13.701,23.319,1.2632,18.329,2.3034,4.8531,2.2903,0.0062738,0.80771,0.10325,53.692,43.464,64.016,54.829,73.935,58.068,22.997,38.764,35.439,44.918,65.088,41.881,17.28,0,0,1
865,0.75192,3700.0,4585.8,8.8925,26.852,42.259,2714.0,74.081,120.39,0.3317,80.268,51.869,2643.9,25.941,48.819,3108.6,22.224,68.73,289.06,343.73,94.502,77.618,32.738,8.8401,26.18,6.963,18.518,1.7023,33.386,13.701,23.319,1.2632,18.329,2.3034,4.8531,2.2903,0.018349,0.80568,0.10526,54.101,44.191,63.053,54.344,74.007,55.712,22.97,38.413,43.601,43.801,64.941,40.872,19.66,0,0,1
866,0.70086,3628.1,4550.6,8.7906,26.903,42.086,2711.1,75.015,120.4,0.31177,80.118,52.441,2640.4,25.673,50.255,3105.4,23.228,68.724,287.88,343.59,94.409,77.2,32.192,8.9693,26.581,6.9755,18.395,1.7069,33.524,13.806,23.559,1.2115,18.716,2.3451,4.871,2.2776,0.018349,0.80568,0.10526,54.101,44.191,62.722,53.914,69.05,59.775,22.877,36.574,45.283,47.125,64.776,41.636,17.31,0,0,1
867,0.70166,3647.8,4558.7,8.8378,26.553,42.015,2708.6,74.82,120.38,0.31138,80.032,48.25,2638.5,25.331,51.215,3103.8,23.361,68.674,285.2,343.22,94.702,77.046,32.192,8.9693,26.581,6.9755,18.395,1.7069,33.524,13.806,23.559,1.2115,18.716,2.3451,4.871,2.2776,0.018349,0.80568,0.10526,54.101,44.191,62.383,53.816,68.971,57.528,22.76,36.621,32.949,49.346,64.747,41.008,17.009,0,0,1
868,0.75099,3643.3,4553.8,8.8309,26.799,41.879,2708.2,74.805,120.4,0.32386,79.921,50.048,2637.1,25.191,50.246,3102.7,23.236,68.58,286.89,343.17,94.666,77.119,32.414,8.8227,25.982,6.6821,18.923,1.6886,33.147,13.712,24.224,1.3989,18.542,2.3115,4.8772,2.3246,0.018349,0.80568,0.10526,54.101,44.191,62.268,54.23,73.935,57.814,22.729,37.795,38.241,47.102,64.335,41.417,17.326,0,0,1
869,0.74927,3625.2,4590.8,8.7308,27.265,41.962,2707.7,75.019,120.37,0.318,79.821,48.944,2637.3,24.814,49.757,3102.3,22.333,68.5,287.64,343.2,94.738,76.995,32.414,8.8227,25.982,6.6821,18.923,1.6886,33.147,13.712,24.224,1.3989,18.542,2.3115,4.8772,2.3246,0.018349,0.80568,0.10526,54.101,44.191,62.579,53.787,74.104,56.717,22.888,38.51,34.993,45.973,64.007,40.117,19.487,0,0,1
870,0.7273,3696.0,4469.2,8.7151,26.993,42.847,2708.5,75.65,120.42,0.30923,79.94,50.336,2637.1,25.076,49.475,3102.8,21.72,68.442,285.44,343.15,94.637,77.287,32.975,8.8552,26.562,6.8837,18.821,1.6921,33.178,13.812,23.981,1.1243,18.219,2.3572,4.8072,2.354,0.0079792,0.79273,0.092341,53.533,43.432,63.984,53.967,71.802,57.814,22.809,36.981,39.089,45.32,63.841,41.356,20.939,0,0,1
