,faultNumber,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
320,0.0,3692.9,4521.0,9.3646,26.555,42.331,2708.3,75.095,120.4,0.3479,80.177,50.831,2637.5,24.001,48.596,3104.3,22.493,65.384,221.04,341.65,94.59,77.492,32.49,8.9648,26.716,6.8653,18.41,1.6226,32.973,13.839,24.496,1.1568,18.846,2.2589,4.8578,2.3076,0.02325,0.82851,0.087421,53.963,44.327,62.607,54.223,29.633,60.118,22.245,41.337,40.546,43.284,45.411,41.424,19.224
321,0.0,3627.2,4534.6,9.2814,26.655,42.535,2705.6,75.231,120.38,0.34741,79.982,48.919,2634.7,26.558,50.29,3102.7,22.656,65.398,221.34,341.46,94.698,76.968,32.49,8.9648,26.716,6.8653,18.41,1.6226,32.973,13.839,24.496,1.1568,18.846,2.2589,4.8578,2.3076,0.02325,0.82851,0.087421,53.963,44.327,63.737,54.06,29.696,62.856,22.045,41.396,34.918,47.204,45.53,41.042,18.882
322,0.0,3664.3,4569.1,9.3318,26.858,42.254,2703.6,74.779,120.41,0.33515,79.899,50.041,2632.8,25.481,50.924,3101.0,22.579,65.38,223.56,341.42,94.689,76.971,31.898,8.7534,26.705,6.8394,19.159,1.6859,32.856,13.789,24.151,1.3384,18.776,2.2743,4.8582,2.2806,0.02325,0.82851,0.087421,53.963,44.327,63.173,54.189,22.162,62.269,22.128,39.906,38.221,48.672,45.48,41.146,19.076
323,0.0,3691.6,4504.7,9.2833,26.981,42.637,2703.7,74.741,120.38,0.33487,79.955,50.452,2632.3,23.78,51.64,3100.1,22.469,65.356,223.51,341.45,94.661,77.476,31.898,8.7534,26.705,6.8394,19.159,1.6859,32.856,13.789,24.151,1.3384,18.776,2.2743,4.8582,2.2806,0.02325,0.82851,0.087421,53.963,44.327,62.704,54.959,22.295,59.166,22.224,39.941,39.429,50.329,45.634,40.232,19.305
324,0.0,3709.1,4467.6,9.3423,26.985,42.159,2705.6,75.324,120.4,0.3317,80.126,49.111,2634.4,25.405,50.165,3102.6,22.959,65.386,223.5,341.28,94.544,77.068,31.777,8.8147,26.188,6.8514,18.7,1.6748,33.16,13.716,23.742,1.1852,18.774,2.2213,4.8863,2.2561,0.02325,0.82851,0.087421,53.963,44.327,62.658,53.562,27.767,60.06,22.253,38.962,35.484,46.917,45.781,41.416,18.169
325,0.0,3677.1,4432.9,9.3701,26.769,42.407,2705.1,74.439,120.39,0.33317,80.056,50.35,2633.1,26.095,50.795,3102.6,22.441,65.427,222.64,340.94,94.599,77.033,31.777,8.8147,26.188,6.8514,18.7,1.6748,33.16,13.716,23.742,1.1852,18.774,2.2213,4.8863,2.2561,0.028308,0.84152,0.086728,54.642,43.786,63.209,53.977,27.7,60.151,22.042,38.783,39.13,48.374,45.374,40.658,19.399
326,0.0,3669.3,4493.0,9.3677,26.924,42.555,2704.8,75.48,120.43,0.32126,80.003,51.162,2633.2,24.842,50.735,3101.8,23.143,65.42,222.76,341.57,94.573,77.211,32.051,8.8495,26.094,6.8977,19.062,1.7088,32.762,14.003,24.114,1.2835,18.572,2.2509,4.8256,2.3236,0.028308,0.84152,0.086728,54.642,43.786,63.272,54.359,29.282,61.943,22.111,38.177,41.52,48.234,45.238,42.012,17.723
327,0.0,3694.3,4539.7,9.369,26.893,42.509,2704.2,74.904,120.39,0.32302,79.992,48.677,2632.4,24.247,51.571,3101.7,23.58,65.385,219.34,341.34,94.589,77.063,32.051,8.8495,26.094,6.8977,19.062,1.7088,32.762,14.003,24.114,1.2835,18.572,2.2509,4.8256,2.3236,0.028308,0.84152,0.086728,54.642,43.786,62.842,53.8,29.287,60.774,22.081,37.962,34.205,50.169,45.417,41.171,16.704
328,0.0,3672.7,4495.6,9.4461,27.14,42.648,2703.0,74.04,120.41,0.3522,79.966,49.507,2631.6,25.398,50.673,3101.0,23.658,65.368,221.44,341.31,94.54,77.187,32.1,8.9785,26.236,6.8449,18.647,1.6619,32.586,13.792,23.994,1.3083,18.775,2.2567,4.8232,2.2754,0.028308,0.84152,0.086728,54.642,43.786,62.815,53.422,27.136,59.056,22.194,42.145,36.65,48.091,45.107,41.242,16.509
329,0.0,3694.7,4461.1,9.2678,26.815,42.287,2703.2,75.623,120.38,0.35585,80.015,48.272,2632.0,26.528,50.27,3099.7,23.259,65.359,222.6,342.0,94.681,77.335,32.1,8.9785,26.236,6.8449,18.647,1.6619,32.586,13.792,23.994,1.3083,18.775,2.2567,4.8232,2.2754,0.028308,0.84152,0.086728,54.642,43.786,62.436,53.834,26.902,61.175,22.08,41.699,33.015,47.159,44.877,40.778,17.447
330,0.0,3652.4,4523.9,9.4724,26.581,41.978,2705.7,74.488,120.43,0.3299,80.256,50.194,2634.7,25.426,49.585,3101.3,22.982,65.38,221.31,341.62,94.49,77.65,32.233,8.9183,26.416,6.9339,18.786,1.6576,33.418,13.947,23.802,1.1172,19.046,2.2799,4.8694,2.2862,0.01659,0.84271,0.1057,54.038,43.787,63.637,54.089,26.693,59.734,22.191,39.337,38.671,45.573,45.197,41.938,18.065
331,0.0,3675.9,4503.5,9.2656,27.168,42.411,2706.2,74.435,120.39,0.33113,80.344,52.964,2634.3,24.322,50.719,3103.6,23.074,65.44,218.95,341.28,94.668,77.432,32.233,8.9183,26.416,6.9339,18.786,1.6576,33.418,13.947,23.802,1.1172,19.046,2.2799,4.8694,2.2862,0.01659,0.84271,0.1057,54.038,43.787,63.233,54.334,26.859,63.325,22.057,39.188,46.821,48.199,45.423,41.105,17.838
332,0.0,3664.4,4480.2,9.3446,27.011,42.529,2703.5,74.509,120.4,0.34864,80.239,50.222,2631.7,24.779,51.116,3101.0,22.475,65.494,219.42,341.34,94.459,77.097,32.3,8.9669,26.273,6.7969,18.822,1.6367,32.974,13.764,23.971,1.1913,18.576,2.3173,4.8109,2.3887,0.01659,0.84271,0.1057,54.038,43.787,62.643,54.281,25.336,59.608,22.219,41.254,38.754,49.118,45.393,41.348,19.284
333,0.0,3670.5,4524.0,9.255,26.948,42.163,2701.4,74.759,120.37,0.34748,79.991,52.5,2629.9,24.353,50.488,3098.6,22.317,65.447,220.81,341.3,94.749,77.105,32.3,8.9669,26.273,6.7969,18.822,1.6367,32.974,13.764,23.971,1.1913,18.576,2.3173,4.8109,2.3887,0.01659,0.84271,0.1057,54.038,43.787,62.538,53.757,25.334,60.548,21.892,41.395,45.459,47.663,45.286,40.359,19.673
334,0.0,3680.1,4531.9,9.2938,27.078,42.639,2700.4,75.433,120.41,0.32815,79.923,49.339,2629.5,24.118,51.038,3098.0,22.231,65.385,222.84,341.08,94.582,77.323,32.306,8.9913,26.209,7.0301,18.478,1.6695,33.133,13.997,23.848,1.2439,18.648,2.2665,4.842,2.3246,0.01659,0.84271,0.1057,54.038,43.787,63.591,53.569,24.616,60.571,22.126,38.916,36.154,48.935,45.128,41.235,19.874
335,0.0,3664.5,4511.6,9.3328,27.038,42.27,2702.0,75.773,120.39,0.32907,80.063,49.447,2630.1,24.781,51.15,3098.3,22.864,65.381,218.87,341.34,94.566,77.288,32.306,8.9913,26.209,7.0301,18.478,1.6695,33.133,13.997,23.848,1.2439,18.648,2.2665,4.842,2.3246,0.010615,0.85139,0.087548,52.939,44.0,63.859,53.811,24.761,60.511,22.244,38.804,36.473,49.195,45.543,41.247,18.374
336,0.0,3638.4,4504.6,9.2186,27.06,42.041,2700.4,75.28,120.39,0.35582,80.096,51.818,2629.6,24.517,50.015,3099.0,23.452,65.374,220.35,341.3,94.688,77.604,32.417,8.882,26.254,6.7783,18.981,1.643,32.578,13.999,23.71,1.1999,18.657,2.2858,4.8133,2.2131,0.010615,0.85139,0.087548,52.939,44.0,62.233,54.762,24.777,62.104,22.131,41.852,43.451,46.569,45.448,41.149,16.951
337,0.0,3627.1,4521.0,9.3167,26.804,42.011,2703.3,75.273,120.38,0.35396,80.322,48.83,2631.5,24.379,50.443,3100.9,22.691,65.42,221.88,340.99,94.671,77.414,32.417,8.882,26.254,6.7783,18.981,1.643,32.578,13.999,23.71,1.1999,18.657,2.2858,4.8133,2.2131,0.010615,0.85139,0.087548,52.939,44.0,62.428,54.566,24.547,61.391,21.813,42.08,34.658,47.56,45.344,41.383,18.75
338,0.0,3707.3,4472.1,9.3148,26.919,42.359,2701.9,74.602,120.41,0.35833,80.18,51.16,2630.3,25.359,50.046,3100.2,23.195,65.445,222.23,340.43,94.68,77.229,32.744,9.1212,26.426,6.9865,18.645,1.6476,32.792,14.027,23.564,1.327,18.996,2.3071,4.8689,2.3023,0.010615,0.85139,0.087548,52.939,44.0,63.236,53.925,23.199,61.38,21.915,41.857,41.514,46.639,45.345,40.628,17.574
339,0.0,3695.0,4543.1,9.2921,26.778,42.074,2701.0,74.516,120.41,0.35576,80.178,49.397,2629.2,24.876,49.736,3099.3,23.2,65.446,223.5,341.08,94.483,77.423,32.744,9.1212,26.426,6.9865,18.645,1.6476,32.792,14.027,23.564,1.327,18.996,2.3071,4.8689,2.3023,0.010615,0.85139,0.087548,52.939,44.0,63.446,53.075,23.315,60.722,21.816,42.171,36.325,45.922,45.267,41.302,17.546
340,0.0,3644.7,4511.9,9.311,26.911,42.53,2700.4,74.495,120.38,0.36015,80.279,50.73,2629.4,27.258,48.893,3097.0,22.99,65.478,221.75,341.0,94.73,77.375,32.458,9.0104,26.504,6.7751,18.84,1.6526,32.598,13.601,23.051,1.2786,18.566,2.2727,4.9225,2.303,0.017686,0.8508,0.098952,52.832,43.804,62.485,54.265,19.807,63.121,22.142,42.67,40.249,43.972,45.698,40.691,18.027
341,0.0,3654.1,4545.9,9.3389,26.871,42.299,2701.2,75.894,120.41,0.36122,80.389,51.112,2630.2,23.434,49.557,3097.5,21.96,65.522,223.28,340.48,94.638,77.551,32.458,9.0104,26.504,6.7751,18.84,1.6526,32.598,13.601,23.051,1.2786,18.566,2.2727,4.9225,2.303,0.017686,0.8508,0.098952,52.832,43.804,62.323,53.858,19.802,63.25,22.201,42.54,41.374,45.508,45.697,41.664,20.448
342,0.0,3711.3,4479.0,9.4098,26.977,42.444,2701.3,75.078,120.41,0.30676,80.296,50.503,2629.5,24.771,49.106,3099.7,23.706,65.55,222.7,340.51,94.7,77.185,31.925,8.7978,26.64,6.7712,18.422,1.6869,33.275,13.709,23.908,1.3357,18.766,2.2771,4.8906,2.298,0.017686,0.8508,0.098952,52.832,43.804,63.194,54.188,21.865,61.617,22.0,37.779,39.58,44.465,45.882,41.325,16.331
343,0.0,3692.7,4511.0,9.4214,26.776,42.287,2699.2,74.692,120.41,0.31076,80.195,50.704,2627.9,25.351,50.758,3099.1,22.584,65.564,223.73,340.76,94.436,77.177,31.925,8.7978,26.64,6.7712,18.422,1.6869,33.275,13.709,23.908,1.3357,18.766,2.2771,4.8906,2.298,0.017686,0.8508,0.098952,52.832,43.804,63.515,53.805,21.948,63.416,21.62,37.291,40.172,48.288,45.926,40.935,18.995
344,0.0,3684.7,4537.8,9.2949,26.798,42.463,2700.9,74.888,120.41,0.31795,80.154,50.118,2629.4,24.935,49.802,3099.9,22.197,65.535,224.54,340.36,94.551,77.293,31.861,8.9692,26.155,6.9162,18.502,1.709,32.479,13.873,23.723,1.35,18.943,2.2482,4.9687,2.3894,0.017686,0.8508,0.098952,52.832,43.804,63.789,54.533,27.051,61.356,21.955,39.04,38.447,46.077,45.991,40.821,19.912
345,0.0,3689.9,4584.5,9.2671,27.111,42.469,2699.3,74.894,120.39,0.32247,80.004,50.844,2627.8,27.268,52.082,3099.1,22.296,65.515,225.19,340.22,94.54,77.077,31.861,8.9692,26.155,6.9162,18.502,1.709,32.479,13.873,23.723,1.35,18.943,2.2482,4.9687,2.3894,0.0086556,0.84162,0.10104,54.309,43.834,63.7,53.974,27.167,62.255,21.765,38.489,40.583,51.353,46.083,41.327,19.714
346,0.0,3647.2,4535.2,9.3076,27.262,42.46,2702.1,74.63,120.39,0.34046,80.221,50.566,2630.5,25.907,49.759,3100.9,22.856,65.516,224.59,340.11,94.609,77.17,32.326,8.9593,26.418,6.8189,18.507,1.6396,32.46,13.928,23.68,1.182,18.385,2.2745,4.8591,2.3008,0.0086556,0.84162,0.10104,54.309,43.834,63.198,54.419,27.879,62.141,21.809,40.652,39.764,45.975,46.279,40.99,18.364
347,0.0,3654.8,4562.7,9.2555,26.899,42.496,2702.4,74.849,120.44,0.34094,80.268,50.542,2631.9,25.719,49.905,3101.6,23.237,65.541,224.69,340.23,94.415,77.508,32.326,8.9593,26.418,6.8189,18.507,1.6396,32.46,13.928,23.68,1.182,18.385,2.2745,4.8591,2.3008,0.0086556,0.84162,0.10104,54.309,43.834,63.068,54.091,28.073,62.565,21.924,40.594,39.695,46.314,46.412,41.599,17.437
348,0.0,3675.3,4516.7,9.4498,26.658,42.6,2702.8,74.851,120.37,0.34794,80.309,49.693,2631.2,24.212,48.774,3101.8,22.768,65.603,223.81,340.47,94.653,77.442,31.452,8.8118,26.364,7.0069,19.141,1.6231,32.756,13.765,24.282,1.3134,18.27,2.2725,4.8625,2.253,0.0086556,0.84162,0.10104,54.309,43.834,63.584,54.677,23.58,61.166,21.635,41.306,37.196,43.696,46.627,40.142,18.54
349,0.0,3669.9,4531.7,9.3479,26.884,42.386,2702.6,75.629,120.41,0.34685,80.352,50.793,2631.7,23.265,50.335,3101.6,22.92,65.627,227.52,340.42,94.381,77.579,31.452,8.8118,26.364,7.0069,19.141,1.6231,32.756,13.765,24.282,1.3134,18.27,2.2725,4.8625,2.253,0.0086556,0.84162,0.10104,54.309,43.834,63.676,54.497,23.518,59.611,21.919,41.439,40.435,47.308,46.434,42.066,18.162
350,0.0,3623.2,4416.9,9.4366,26.689,42.481,2704.1,74.717,120.38,0.32719,80.356,50.332,2632.1,25.445,50.223,3102.6,21.586,65.661,224.15,340.23,94.553,77.502,31.827,8.9351,26.109,6.7947,18.69,1.6808,33.048,13.998,23.656,1.1787,18.132,2.3058,4.9153,2.3125,0.034601,0.84564,0.10967,53.052,44.059,62.802,54.306,32.378,60.508,21.804,39.523,39.078,47.051,46.654,40.602,21.332
351,0.0,3605.4,4494.0,9.3105,26.705,42.36,2704.7,75.708,120.4,0.3278,80.346,50.22,2634.2,24.221,48.926,3101.7,22.852,65.65,226.07,341.03,94.48,77.486,31.827,8.9351,26.109,6.7947,18.69,1.6808,33.048,13.998,23.656,1.1787,18.132,2.3058,4.9153,2.3125,0.034601,0.84564,0.10967,53.052,44.059,63.108,53.383,32.31,61.782,22.113,39.449,38.748,44.048,46.525,41.481,18.319
352,0.0,3688.7,4537.8,9.1977,27.269,42.503,2702.1,74.833,120.39,0.35755,80.035,48.643,2629.9,25.995,49.279,3102.7,22.775,65.648,227.69,340.79,94.637,77.172,32.178,8.9883,26.463,6.8994,18.707,1.6752,33.241,13.935,23.504,1.2652,18.568,2.2836,4.8184,2.2366,0.034601,0.84564,0.10967,53.052,44.059,63.517,53.941,29.16,61.988,21.651,42.153,34.108,44.865,46.424,40.965,18.537
353,0.0,3687.1,4492.4,9.1475,26.998,42.406,2702.0,75.321,120.4,0.35699,80.012,49.973,2630.8,24.18,50.646,3100.5,23.904,65.595,227.43,341.66,94.43,77.314,32.178,8.9883,26.463,6.8994,18.707,1.6752,33.241,13.935,23.504,1.2652,18.568,2.2836,4.8184,2.2366,0.034601,0.84564,0.10967,53.052,44.059,63.544,54.484,29.217,62.754,22.021,42.222,38.02,48.029,46.494,41.138,15.859
354,0.0,3698.3,4489.7,9.3489,26.546,42.491,2703.4,75.315,120.4,0.34711,80.213,50.301,2632.4,26.062,49.394,3099.7,22.615,65.599,225.39,341.35,94.579,77.256,32.729,9.0933,26.177,6.9783,19.147,1.6695,32.82,13.881,23.438,1.3152,18.572,2.2778,4.8643,2.2095,0.034601,0.84564,0.10967,53.052,44.059,62.466,54.49,26.352,62.337,22.114,41.943,38.987,45.132,46.72,40.794,18.917
355,0.0,3689.3,4539.2,9.3431,26.892,42.559,2702.5,74.563,120.38,0.34893,80.178,48.835,2631.5,26.827,49.046,3099.9,22.667,65.611,227.48,341.03,94.571,77.435,32.729,9.0933,26.177,6.9783,19.147,1.6695,32.82,13.881,23.438,1.3152,18.572,2.2778,4.8643,2.2095,0.028408,0.86439,0.095972,54.118,43.702,62.621,53.897,26.154,62.358,22.064,41.72,34.672,44.326,46.695,41.008,18.778
356,0.0,3618.7,4484.4,9.4249,26.952,42.185,2700.7,74.675,120.39,0.34299,80.188,51.385,2629.9,25.362,49.595,3098.7,23.4,65.616,228.39,341.14,94.576,77.395,32.242,8.8833,26.457,6.8228,18.822,1.6801,33.097,13.958,23.757,1.3114,18.525,2.3109,4.8305,2.3148,0.028408,0.86439,0.095972,54.118,43.702,63.09,53.447,20.56,60.856,22.238,41.132,42.176,45.596,46.709,41.691,17.041
357,0.0,3636.7,4466.2,9.2469,26.598,42.048,2702.5,74.324,120.41,0.34304,80.366,49.893,2631.4,25.158,51.355,3097.4,22.504,65.673,227.09,341.79,94.737,77.484,32.242,8.8833,26.457,6.8228,18.822,1.6801,33.097,13.958,23.757,1.3114,18.525,2.3109,4.8305,2.3148,0.028408,0.86439,0.095972,54.118,43.702,62.781,53.664,20.764,62.157,22.375,41.125,37.784,49.669,46.917,41.598,19.142
358,0.0,3706.5,4478.7,9.2979,26.962,42.197,2700.3,75.168,120.37,0.3522,80.236,49.011,2629.2,25.817,49.648,3098.8,22.852,65.706,229.37,341.19,94.6,77.458,32.253,8.9311,26.536,7.0573,18.837,1.6712,33.037,13.802,23.867,1.3242,18.503,2.2767,4.8679,2.3491,0.028408,0.86439,0.095972,54.118,43.702,62.927,54.28,25.12,63.246,21.943,42.203,35.188,45.72,46.805,41.018,18.321
359,0.0,3676.2,4524.6,9.4335,27.018,42.46,2701.5,75.419,120.42,0.35438,80.337,49.309,2630.1,25.205,48.526,3099.1,23.086,65.746,229.33,341.07,94.565,77.515,32.253,8.9311,26.536,7.0573,18.837,1.6712,33.037,13.802,23.867,1.3242,18.503,2.2767,4.8679,2.3491,0.028408,0.86439,0.095972,54.118,43.702,63.449,53.729,24.941,60.185,22.123,41.937,36.067,43.123,46.897,41.534,17.745
360,0.0,3626.5,4527.7,9.5002,26.902,42.263,2699.4,75.147,120.38,0.33475,80.164,51.909,2627.8,24.126,51.25,3096.5,21.889,65.733,228.8,341.17,94.686,76.635,31.885,8.8894,26.163,6.5689,19.011,1.6928,32.728,13.733,23.595,1.4927,18.939,2.3116,4.9613,2.2923,0.032369,0.83697,0.10496,53.371,44.366,62.191,53.647,24.817,59.142,21.992,40.252,43.717,49.426,47.548,40.538,20.664
361,0.0,3655.7,4468.8,9.3773,26.854,42.459,2697.5,75.044,120.38,0.33457,79.844,50.216,2626.8,26.098,47.839,3093.9,24.007,65.689,231.71,341.58,94.907,77.256,31.885,8.8894,26.163,6.5689,19.011,1.6928,32.728,13.733,23.595,1.4927,18.939,2.3116,4.9613,2.2923,0.032369,0.83697,0.10496,53.371,44.366,61.69,54.352,24.972,61.124,22.197,40.274,38.736,41.532,47.608,40.691,15.62
362,0.0,3731.8,4511.9,9.2315,26.748,42.64,2700.9,75.766,120.4,0.32952,80.091,50.383,2629.3,25.762,49.321,3098.4,23.453,65.694,231.31,341.3,94.46,77.364,32.139,8.8972,26.109,6.857,18.594,1.6724,33.121,13.824,23.548,1.2943,18.374,2.2676,4.8057,2.3031,0.032369,0.83697,0.10496,53.371,44.366,64.729,53.383,28.544,64.098,22.337,38.959,39.227,44.962,47.961,41.004,16.929
363,0.0,3753.6,4491.5,9.422,27.114,41.945,2704.0,75.703,120.44,0.33167,80.399,50.866,2633.2,24.469,51.235,3100.9,23.447,65.743,233.29,341.73,94.271,77.67,32.139,8.8972,26.109,6.857,18.594,1.6724,33.121,13.824,23.548,1.2943,18.374,2.2676,4.8057,2.3031,0.032369,0.83697,0.10496,53.371,44.366,64.353,53.627,28.261,60.81,22.541,38.696,40.65,49.392,48.096,41.864,16.901
364,0.0,3687.0,4502.1,9.1717,26.673,42.258,2702.9,76.353,120.4,0.33705,80.477,49.66,2631.3,25.462,49.272,3100.1,21.705,65.892,232.85,341.68,94.34,77.531,32.737,8.8037,26.329,6.9914,18.728,1.663,32.706,13.989,23.796,1.3067,18.601,2.23,4.8593,2.3109,0.032369,0.83697,0.10496,53.371,44.366,63.131,54.518,26.332,61.074,22.082,40.397,37.101,44.848,48.44,41.299,21.025
365,0.0,3681.8,4548.7,9.2413,26.808,42.588,2699.0,74.843,120.4,0.33895,80.25,48.228,2627.4,26.093,49.896,3097.5,23.037,65.94,233.09,341.51,94.525,77.221,32.737,8.8037,26.329,6.9914,18.728,1.663,32.706,13.989,23.796,1.3067,18.601,2.23,4.8593,2.3109,-0.0097416,0.82625,0.090437,53.598,43.207,63.222,53.961,26.188,62.968,21.85,40.164,32.886,46.294,48.049,41.557,17.89
366,0.0,3654.7,4547.5,9.3646,26.822,42.544,2696.0,75.469,120.38,0.35712,79.982,50.708,2624.2,27.139,50.427,3093.6,22.708,65.865,233.67,341.38,94.702,76.787,32.288,8.7475,26.123,6.8804,18.473,1.6574,33.248,13.826,23.707,1.2404,18.457,2.2674,4.8203,2.3632,-0.0097416,0.82625,0.090437,53.598,43.207,62.469,53.667,20.092,62.509,21.948,42.494,40.185,47.523,48.013,40.931,18.726
367,0.0,3675.2,4473.2,9.3571,26.845,41.99,2695.9,74.853,120.38,0.35977,80.046,50.984,2624.1,23.947,51.248,3092.0,23.069,65.802,231.38,341.26,94.659,77.524,32.288,8.7475,26.123,6.8804,18.473,1.6574,33.248,13.826,23.707,1.2404,18.457,2.2674,4.8203,2.3632,-0.0097416,0.82625,0.090437,53.598,43.207,62.117,54.557,20.245,62.132,22.05,42.171,40.996,49.422,48.236,40.945,17.832
368,0.0,3650.3,4521.0,9.3319,26.88,42.562,2699.9,75.69,120.4,0.33724,80.43,50.547,2628.9,24.559,50.135,3097.8,23.015,65.844,232.45,341.05,94.703,77.764,32.135,9.0347,26.072,7.0535,18.946,1.6564,33.374,14.032,23.601,1.0894,18.342,2.2851,4.9018,2.3062,-0.0097416,0.82625,0.090437,53.598,43.207,63.468,54.64,24.131,62.172,22.232,40.668,39.709,46.845,48.155,41.632,17.913
369,0.0,3669.0,4546.5,9.4049,26.709,42.243,2699.4,74.598,120.37,0.33971,80.351,49.579,2627.6,23.341,50.664,3098.5,22.888,65.918,232.91,340.82,94.449,77.203,32.135,9.0347,26.072,7.0535,18.946,1.6564,33.374,14.032,23.601,1.0894,18.342,2.2851,4.9018,2.3062,-0.0097416,0.82625,0.090437,53.598,43.207,63.147,54.334,24.244,61.386,21.855,40.367,36.862,48.071,48.125,40.575,18.248
370,0.0,3619.7,4499.1,9.2865,27.147,42.421,2697.6,74.958,120.4,0.3622,80.169,48.728,2625.7,25.997,51.104,3097.2,23.038,65.925,231.19,340.58,94.782,77.043,31.869,9.1466,26.71,6.786,18.527,1.6465,33.45,13.837,23.345,1.2289,18.76,2.2432,4.8379,2.279,0.013333,0.84543,0.12131,53.31,43.124,62.396,53.752,25.494,62.305,21.862,43.31,34.358,49.09,48.01,41.28,17.913
371,0.0,3622.0,4507.0,9.4839,26.461,42.486,2698.1,75.354,120.37,0.36099,80.074,50.282,2626.1,25.208,49.414,3094.7,23.652,65.857,231.65,341.17,94.702,77.388,31.869,9.1466,26.71,6.786,18.527,1.6465,33.45,13.837,23.345,1.2289,18.76,2.2432,4.8379,2.279,0.013333,0.84543,0.12131,53.31,43.124,62.357,53.658,25.63,60.291,21.868,43.458,38.929,45.179,47.863,39.649,16.444
372,0.0,3692.1,4518.8,9.5303,26.753,42.449,2702.1,75.077,120.42,0.34255,80.322,50.315,2630.0,26.237,50.947,3100.3,23.724,65.837,230.81,340.95,94.688,77.666,32.432,8.889,25.807,6.8431,19.002,1.6639,32.672,13.837,23.861,1.2392,18.872,2.2077,4.8083,2.3033,0.013333,0.84543,0.12131,53.31,43.124,63.46,54.552,28.355,59.207,21.787,40.655,39.026,48.726,47.834,42.177,16.248
373,0.0,3702.8,4573.7,9.4244,26.538,41.927,2704.4,75.679,120.39,0.34659,80.485,51.279,2634.3,25.081,50.0,3103.2,22.64,65.882,230.11,340.98,94.432,77.672,32.432,8.889,25.807,6.8431,19.002,1.6639,32.672,13.837,23.861,1.2392,18.872,2.2077,4.8083,2.3033,0.013333,0.84543,0.12131,53.31,43.124,63.276,53.894,28.729,62.307,22.018,40.162,41.863,46.533,47.787,40.368,18.794
374,0.0,3713.4,4453.2,9.3494,26.883,42.487,2703.1,75.655,120.43,0.34271,80.349,51.644,2631.4,26.205,48.887,3100.1,22.851,65.911,229.43,341.47,94.453,77.184,32.722,8.9447,26.149,6.7267,18.33,1.6831,33.041,13.975,23.433,1.3189,19.07,2.2951,4.8428,2.1911,0.013333,0.84543,0.12131,53.31,43.124,62.656,54.173,23.1,62.477,22.101,40.662,42.937,43.958,47.739,42.239,18.322
375,0.0,3719.6,4460.1,9.3472,26.979,42.551,2698.8,75.173,120.36,0.34218,80.008,48.394,2627.0,27.067,49.197,3098.5,23.302,65.822,230.1,341.34,94.573,77.093,32.722,8.9447,26.149,6.7267,18.33,1.6831,33.041,13.975,23.433,1.3189,19.07,2.2951,4.8428,2.1911,0.026363,0.85332,0.093596,52.588,43.646,62.55,54.09,23.058,60.825,21.762,40.727,33.374,44.677,48.064,41.087,17.278
376,0.0,3703.2,4585.9,9.4427,26.563,42.388,2698.9,74.825,120.43,0.36056,80.144,51.23,2627.9,25.408,50.033,3097.0,22.26,65.781,231.84,341.21,94.49,77.539,32.205,8.9403,26.708,7.0322,18.855,1.6486,33.039,13.792,23.882,1.3726,18.779,2.2748,4.7647,2.3083,0.026363,0.85332,0.093596,52.588,43.646,63.944,54.251,19.728,63.237,21.858,42.301,41.72,46.61,48.021,41.417,19.723
377,0.0,3710.9,4553.1,9.4659,26.428,41.958,2699.7,74.735,120.4,0.3544,80.299,50.097,2629.0,25.296,50.523,3097.4,23.107,65.822,230.73,341.15,94.513,77.513,32.205,8.9403,26.708,7.0322,18.855,1.6486,33.039,13.792,23.882,1.3726,18.779,2.2748,4.7647,2.3083,0.026363,0.85332,0.093596,52.588,43.646,63.812,54.643,19.805,60.417,22.076,43.053,38.384,47.745,48.226,40.338,17.708
378,0.0,3629.8,4492.7,9.171,26.523,42.15,2699.6,75.157,120.4,0.33766,80.386,50.765,2627.4,24.732,49.199,3098.3,22.874,65.897,233.18,340.49,94.481,77.544,32.434,8.8607,26.198,6.8971,18.668,1.6715,32.821,13.979,23.554,1.1915,18.732,2.2703,4.822,2.2547,0.026363,0.85332,0.093596,52.588,43.646,62.531,54.108,24.397,63.447,21.671,40.268,40.353,44.679,48.112,41.892,18.241
379,0.0,3617.6,4500.2,9.437,26.489,42.331,2701.9,74.974,120.41,0.33679,80.576,49.43,2630.1,24.233,52.042,3098.2,22.395,65.97,233.75,340.78,94.634,77.716,32.434,8.8607,26.198,6.8971,18.668,1.6715,32.821,13.979,23.554,1.1915,18.732,2.2703,4.822,2.2547,0.026363,0.85332,0.093596,52.588,43.646,62.74,54.019,24.614,60.453,22.024,40.375,36.422,51.259,48.162,41.297,19.349
