,faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
1024,3.0,1.0,25,0.23392,3732.0,4481.1,9.3369,26.901,42.09,2700.9,75.63,120.42,0.33269,80.239,50.043,2629.4,25.329,49.979,3097.8,21.796,65.691,227.78,341.4,94.533,77.366,32.247,9.0299,25.722,6.9582,18.587,1.6305,33.175,13.933,23.609,1.3515,18.964,2.2521,4.8829,2.2838,0.018032,0.87043,0.10962,53.559,43.529,63.871,53.801,23.173,59.509,22.195,39.524,38.227,46.485,47.072,41.639,20.836
1025,3.0,1.0,26,0.23546,3763.0,4542.1,9.3603,26.8,42.202,2700.3,74.517,120.41,0.33256,80.273,48.55,2628.6,24.97,49.57,3097.9,22.104,65.744,228.87,341.03,94.496,77.18,32.247,9.0299,25.722,6.9582,18.587,1.6305,33.175,13.933,23.609,1.3515,18.964,2.2521,4.8829,2.2838,0.022881,0.85299,0.11356,53.254,44.275,63.338,53.072,23.022,60.962,22.053,39.54,33.832,45.539,47.722,40.748,20.113
1026,3.0,1.0,27,0.24976,3648.5,4534.7,9.2377,26.767,42.381,2697.9,74.618,120.42,0.34984,80.219,50.877,2626.5,24.615,49.242,3095.7,23.119,65.811,233.47,340.96,94.494,77.362,32.509,9.0532,25.978,6.8277,18.65,1.6781,32.553,13.846,23.277,1.2313,18.496,2.2561,4.8502,2.3317,0.022881,0.85299,0.11356,53.254,44.275,63.031,54.023,24.521,59.93,21.93,41.53,40.682,44.78,47.701,41.529,17.696
1027,3.0,1.0,28,0.24792,3661.6,4519.5,9.2888,26.72,42.72,2699.5,73.942,120.39,0.34751,80.26,49.03,2627.4,24.985,50.82,3095.5,22.949,65.828,232.43,341.54,94.686,77.143,32.509,9.0532,25.978,6.8277,18.65,1.6781,32.553,13.846,23.277,1.2313,18.496,2.2561,4.8502,2.3317,0.022881,0.85299,0.11356,53.254,44.275,62.805,54.205,24.702,62.385,22.049,41.814,35.246,48.432,48.181,40.863,18.107
1028,3.0,1.0,29,0.22177,3706.3,4479.4,9.307,27.057,42.502,2696.7,75.83,120.41,0.34247,80.194,49.663,2625.3,24.82,51.86,3095.0,22.694,65.873,233.1,340.8,94.561,77.275,32.432,8.8827,26.08,6.9892,18.573,1.6463,32.515,13.733,23.218,1.2482,18.374,2.285,4.8799,2.2841,0.022881,0.85299,0.11356,53.254,44.275,63.17,54.556,21.903,61.447,21.928,40.179,37.108,50.839,48.506,41.335,18.714
1029,3.0,1.0,30,0.22406,3674.8,4499.4,9.3529,26.886,42.292,2696.8,75.026,120.4,0.33933,80.216,49.762,2625.7,24.902,51.705,3094.5,23.197,65.903,234.97,340.68,94.557,77.246,32.432,8.8827,26.08,6.9892,18.573,1.6463,32.515,13.733,23.218,1.2482,18.374,2.285,4.8799,2.2841,0.022881,0.85299,0.11356,53.254,44.275,63.713,54.316,21.678,61.68,22.086,40.561,37.401,50.479,48.723,41.041,17.524
1030,3.0,1.0,31,0.22526,3689.5,4525.2,9.404,27.133,42.391,2698.7,75.093,120.41,0.32479,80.434,50.175,2627.0,24.058,51.359,3095.8,23.06,65.96,234.32,340.39,94.495,77.662,32.087,8.8712,26.462,6.8498,18.548,1.675,33.578,13.967,23.168,1.1607,18.885,2.274,4.9022,2.4069,0.0099337,0.85364,0.097649,53.299,44.987,62.018,54.224,22.45,58.426,21.958,39.265,38.616,49.68,48.762,41.709,17.805
1031,3.0,1.0,32,0.22599,3655.0,4488.8,9.2576,26.598,42.29,2697.0,74.336,120.38,0.32817,80.349,50.562,2625.0,25.66,50.81,3094.7,22.125,66.03,234.11,340.43,94.766,76.958,32.087,8.8712,26.462,6.8498,18.548,1.675,33.578,13.967,23.168,1.1607,18.885,2.274,4.9022,2.4069,0.0099337,0.85364,0.097649,53.299,44.987,62.612,54.659,22.378,60.965,21.712,38.852,39.753,48.408,48.983,40.925,20.064
1032,3.0,1.0,33,0.25979,3715.3,4513.2,9.3527,26.735,42.387,2695.5,75.038,120.38,0.3532,80.203,49.848,2624.4,26.121,49.017,3093.8,23.754,66.045,235.83,340.29,94.614,77.374,32.139,8.9364,26.502,6.959,19.368,1.6254,32.608,13.883,23.6,1.209,19.069,2.2689,4.8919,2.2756,0.0099337,0.85364,0.097649,53.299,44.987,62.761,54.466,25.464,61.63,21.639,42.108,37.654,44.258,49.036,40.602,16.185
1033,3.0,1.0,34,0.25787,3668.7,4515.2,9.44,27.014,42.206,2696.5,75.209,120.41,0.35172,80.277,49.489,2625.2,24.547,50.916,3095.4,23.107,66.052,234.77,340.25,94.575,77.467,32.139,8.9364,26.502,6.959,19.368,1.6254,32.608,13.883,23.6,1.209,19.069,2.2689,4.8919,2.2756,0.0099337,0.85364,0.097649,53.299,44.987,63.564,54.442,25.653,58.097,21.695,42.289,36.595,48.653,49.336,41.274,17.718
1034,3.0,1.0,35,0.25487,3667.3,4399.9,9.3493,26.918,42.486,2697.9,74.444,120.4,0.34519,80.487,49.694,2625.4,24.133,50.838,3095.7,22.29,66.083,237.01,339.72,94.494,77.655,31.652,8.926,26.082,6.7944,18.582,1.6761,33.127,13.865,23.897,1.4144,18.794,2.2502,4.8474,2.394,0.0099337,0.85364,0.097649,53.299,44.987,62.609,53.78,25.121,60.281,21.648,40.983,37.198,48.473,49.338,41.089,19.625
1035,3.0,1.0,36,0.25683,3635.1,4407.7,9.2773,26.774,42.545,2696.1,73.979,120.39,0.34382,80.458,50.119,2624.6,24.371,49.318,3095.0,22.453,66.149,236.32,340.05,94.79,77.22,31.652,8.926,26.082,6.7944,18.582,1.6761,33.127,13.865,23.897,1.4144,18.794,2.2502,4.8474,2.394,0.01932,0.83505,0.11189,53.072,44.529,63.163,53.686,24.928,60.44,21.605,41.15,38.45,44.956,49.646,40.63,19.26
1036,3.0,1.0,37,0.30509,3676.3,4516.4,9.2955,26.969,42.663,2694.5,74.742,120.38,0.33972,80.186,50.171,2622.7,25.864,50.825,3094.8,23.127,66.168,237.3,339.56,94.505,77.178,32.194,8.8321,25.953,7.0234,18.757,1.6655,32.664,14.025,24.34,1.2408,18.784,2.2444,4.8632,2.3632,0.01932,0.83505,0.11189,53.072,44.529,63.902,54.28,30.045,63.081,21.208,41.24,38.604,48.443,49.78,40.744,17.682
1037,3.0,1.0,38,0.3048,3687.5,4467.9,9.2519,26.847,42.373,2695.4,74.982,120.42,0.34315,80.236,50.864,2624.8,24.244,49.216,3095.6,23.255,66.151,239.84,340.29,94.572,77.189,32.194,8.8321,25.953,7.0234,18.757,1.6655,32.664,14.025,24.34,1.2408,18.784,2.2444,4.8632,2.3632,0.01932,0.83505,0.11189,53.072,44.529,63.709,54.861,30.074,60.755,21.472,40.822,40.641,44.72,49.778,41.447,17.386
1038,3.0,1.0,39,0.25446,3618.6,4543.1,9.2511,27.227,42.421,2696.6,74.039,120.41,0.36286,80.371,49.907,2625.0,24.912,51.237,3093.7,23.097,66.127,240.9,339.82,94.592,77.637,32.183,9.1104,26.303,6.777,18.908,1.654,33.074,13.896,23.854,1.1961,18.614,2.2792,4.973,2.3557,0.01932,0.83505,0.11189,53.072,44.529,62.861,53.548,25.25,60.309,21.96,42.894,37.827,49.396,49.905,41.335,17.728
1039,3.0,1.0,40,0.25492,3600.6,4485.6,9.323,26.846,42.579,2697.0,75.251,120.39,0.36316,80.464,48.457,2625.2,26.634,51.557,3094.8,23.419,66.201,238.69,340.1,94.626,77.248,32.183,9.1104,26.303,6.777,18.908,1.654,33.074,13.896,23.854,1.1961,18.614,2.2792,4.973,2.3557,0.01932,0.83505,0.11189,53.072,44.529,63.171,54.237,25.205,61.966,21.796,42.857,33.558,50.138,50.318,40.643,16.976
1040,3.0,1.0,41,0.25757,3682.8,4470.8,9.2519,26.829,42.852,2695.6,75.388,120.39,0.34669,80.322,49.688,2623.4,24.191,48.902,3097.0,22.384,66.225,240.13,339.63,94.597,77.355,32.085,9.1213,26.327,6.819,18.542,1.6377,32.582,13.809,23.633,1.3191,18.589,2.2795,4.9162,2.4612,0.030502,0.84672,0.093316,53.331,44.62,63.9,54.035,25.149,62.816,21.46,41.601,37.182,43.993,49.949,41.207,19.424
1041,3.0,1.0,42,0.25709,3714.5,4521.0,9.2279,26.842,42.744,2693.9,74.894,120.4,0.34782,80.185,50.593,2622.7,23.493,49.316,3094.4,23.992,66.207,238.4,340.17,94.475,76.973,32.085,9.1213,26.327,6.819,18.542,1.6377,32.582,13.809,23.633,1.3191,18.589,2.2795,4.9162,2.4612,0.030502,0.84672,0.093316,53.331,44.62,63.355,53.434,25.196,61.941,21.373,41.463,39.845,44.951,50.122,40.809,15.657
1042,3.0,1.0,43,0.26401,3676.8,4535.2,9.3591,26.785,42.412,2695.9,73.882,120.43,0.33839,80.319,49.318,2624.7,25.189,50.077,3094.6,24.059,66.173,238.24,340.44,94.531,77.621,32.538,8.7198,26.106,7.0411,18.673,1.6665,32.517,13.789,24.204,1.4838,18.506,2.2453,4.9358,2.3291,0.030502,0.84672,0.093316,53.331,44.62,63.715,54.17,26.488,60.843,21.842,40.335,36.092,46.713,50.157,41.507,15.449
1043,3.0,1.0,44,0.26605,3685.2,4520.5,9.2675,26.943,42.695,2697.8,74.914,120.4,0.33773,80.65,49.816,2626.4,25.503,49.316,3097.9,22.759,66.243,240.24,339.71,94.387,77.961,32.538,8.7198,26.106,7.0411,18.673,1.6665,32.517,13.789,24.204,1.4838,18.506,2.2453,4.9358,2.3291,0.030502,0.84672,0.093316,53.331,44.62,63.571,54.347,26.288,61.315,21.583,40.416,37.558,44.95,49.994,40.935,18.478
1044,3.0,1.0,45,0.22283,3618.4,4522.8,9.2008,26.879,42.445,2696.1,75.23,120.42,0.33538,80.564,50.099,2625.1,26.574,50.014,3095.5,23.473,66.318,238.2,339.86,94.515,77.033,32.246,8.8655,26.208,7.0116,18.504,1.7157,33.195,13.714,23.786,1.3325,19.174,2.2987,4.849,2.3179,0.030502,0.84672,0.093316,53.331,44.62,62.726,54.027,21.678,60.27,21.75,40.134,38.393,46.565,50.189,41.864,16.838
1045,3.0,1.0,46,0.2197,3644.7,4546.6,9.2632,26.832,42.126,2694.1,75.709,120.32,0.3368,80.377,49.706,2622.6,26.286,48.968,3093.1,22.264,66.324,238.33,339.68,94.676,77.355,32.246,8.8655,26.208,7.0116,18.504,1.7157,33.195,13.714,23.786,1.3325,19.174,2.2987,4.849,2.3179,0.021841,0.85171,0.095396,53.897,43.601,62.273,53.741,21.986,62.659,21.455,39.961,37.233,44.145,50.498,39.729,19.694
1046,3.0,1.0,47,0.24795,3635.9,4485.5,9.2963,27.051,42.247,2693.8,74.995,120.43,0.32763,80.134,50.859,2621.3,24.954,48.809,3093.8,24.007,66.256,241.98,339.58,94.834,76.849,32.472,8.9728,26.198,6.9051,18.95,1.6555,32.707,13.799,23.422,1.2359,19.092,2.2848,4.8867,2.2902,0.021841,0.85171,0.095396,53.897,43.601,62.548,54.918,24.333,61.859,21.394,38.961,40.627,43.777,50.325,42.559,15.616
1047,3.0,1.0,48,0.24634,3625.2,4539.1,9.3652,26.819,42.293,2694.2,75.634,120.35,0.32839,80.072,50.018,2622.4,27.159,52.903,3092.2,22.12,66.196,242.48,340.05,94.687,77.198,32.472,8.9728,26.198,6.9051,18.95,1.6555,32.707,13.799,23.422,1.2359,19.092,2.2848,4.8867,2.2902,0.021841,0.85171,0.095396,53.897,43.601,62.733,54.277,24.492,62.804,21.624,38.867,38.153,53.252,50.438,39.61,20.096
1048,3.0,1.0,49,0.22354,3651.3,4487.2,9.3377,27.126,42.126,2696.3,74.665,120.43,0.33363,80.282,50.051,2625.0,25.118,50.27,3095.0,22.231,66.18,243.44,340.25,94.766,77.276,31.939,8.7961,26.301,7.0784,19.158,1.6791,32.903,13.623,23.475,1.2118,18.525,2.266,4.8932,2.2758,0.021841,0.85171,0.095396,53.897,43.601,63.145,53.812,22.084,58.992,21.807,40.412,38.25,47.159,50.506,41.624,19.821
1049,3.0,1.0,50,0.22557,3674.2,4496.3,9.4301,27.063,42.057,2695.8,74.526,120.38,0.33536,80.28,50.184,2623.8,25.615,50.484,3094.5,22.628,66.218,243.09,339.48,94.606,77.414,31.939,8.7961,26.301,7.0784,19.158,1.6791,32.903,13.623,23.475,1.2118,18.525,2.266,4.8932,2.2758,0.021841,0.85171,0.095396,53.897,43.601,62.75,53.703,21.885,58.194,21.867,40.201,38.642,47.653,50.69,40.368,18.872
1050,3.0,1.0,51,0.2794,3611.9,4462.4,9.4138,27.011,42.322,2697.4,74.615,120.4,0.31552,80.391,49.896,2625.9,25.221,50.717,3095.4,23.037,66.247,244.31,340.11,94.698,77.504,32.24,8.9639,25.806,6.8453,19.291,1.7099,32.757,13.841,23.488,1.3094,18.792,2.262,4.79,2.3296,-0.0027659,0.83406,0.087946,54.119,43.69,62.199,53.552,26.694,59.478,21.959,37.756,37.793,48.194,50.883,41.488,17.887
1051,3.0,1.0,52,0.27561,3624.7,4480.4,9.3113,26.674,42.448,2701.3,74.546,120.4,0.31568,80.546,50.933,2629.9,26.254,49.163,3097.8,23.161,66.334,244.88,340.36,94.638,77.534,32.24,8.9639,25.806,6.8453,19.291,1.7099,32.757,13.841,23.488,1.3094,18.792,2.262,4.79,2.3296,-0.0027659,0.83406,0.087946,54.119,43.69,61.979,53.336,27.066,61.23,21.986,37.736,40.846,44.597,51.043,40.711,17.575
1052,3.0,1.0,53,0.24814,3692.0,4416.4,9.2336,27.197,42.281,2700.2,74.897,120.4,0.33735,80.412,51.857,2626.8,25.183,49.538,3099.0,22.8,66.399,243.55,340.14,94.71,77.178,31.944,8.9582,26.155,6.785,18.683,1.668,32.487,13.809,23.633,1.4465,19.226,2.2865,4.8975,2.2765,-0.0027659,0.83406,0.087946,54.119,43.69,62.79,53.699,24.248,63.682,21.738,40.773,43.565,45.465,51.372,40.901,18.449
1053,3.0,1.0,54,0.24919,3691.5,4447.8,9.3297,27.122,42.146,2698.9,74.017,120.43,0.33994,80.358,51.988,2627.4,22.738,49.77,3097.5,23.011,66.385,243.41,340.01,94.564,77.534,31.944,8.9582,26.155,6.785,18.683,1.668,32.487,13.809,23.633,1.4465,19.226,2.2865,4.8975,2.2765,-0.0027659,0.83406,0.087946,54.119,43.69,62.799,53.322,24.145,61.814,21.875,40.457,43.949,46.002,51.598,41.169,17.921
1054,3.0,1.0,55,0.27769,3666.6,4492.9,9.4483,26.73,42.522,2698.8,74.707,120.37,0.33752,80.193,51.032,2626.5,25.979,49.688,3098.2,23.162,66.385,244.64,340.21,94.58,77.001,32.524,8.7964,25.805,6.9051,18.569,1.6826,33.004,13.849,23.539,1.2329,19.256,2.2662,4.9067,2.393,-0.0027659,0.83406,0.087946,54.119,43.69,63.82,54.242,27.182,60.832,21.488,39.921,41.137,45.811,51.698,40.899,17.608
1055,3.0,1.0,56,0.2732,3711.2,4478.4,9.4138,27.057,42.337,2698.8,74.467,120.43,0.33631,80.2,49.391,2627.1,25.684,50.09,3098.7,22.77,66.35,247.72,340.39,94.486,77.491,32.524,8.7964,25.805,6.9051,18.569,1.6826,33.004,13.849,23.539,1.2329,19.256,2.2662,4.9067,2.393,0.042364,0.83604,0.10185,54.553,43.511,63.052,54.416,27.623,62.27,21.834,40.069,36.308,46.742,51.202,42.398,18.516
1056,3.0,1.0,57,0.21869,3682.5,4538.6,9.3581,26.656,42.422,2697.5,74.535,120.38,0.34399,80.106,49.322,2626.0,24.808,49.723,3097.7,23.895,66.326,247.15,340.24,94.519,77.231,32.361,8.8963,26.543,7.0712,18.849,1.6452,33.145,13.906,23.866,1.1189,18.851,2.2711,4.9352,2.3428,0.042364,0.83604,0.10185,54.553,43.511,62.527,53.998,21.854,62.154,21.504,40.204,36.104,45.893,51.277,41.39,15.872
1057,3.0,1.0,58,0.22065,3679.0,4536.0,9.3884,26.873,42.538,2700.4,74.809,120.41,0.34004,80.261,49.328,2628.8,26.086,50.451,3099.0,23.452,66.291,246.11,340.47,94.602,77.678,32.361,8.8963,26.543,7.0712,18.849,1.6452,33.145,13.906,23.866,1.1189,18.851,2.2711,4.9352,2.3428,0.042364,0.83604,0.10185,54.553,43.511,62.587,54.029,21.661,59.423,21.705,40.685,36.121,47.577,51.394,41.621,16.891
1058,3.0,1.0,59,0.23438,3596.0,4489.2,9.2557,26.696,42.25,2701.0,75.504,120.37,0.34545,80.495,48.416,2630.3,24.777,48.855,3099.2,23.009,66.357,246.97,340.94,94.57,77.611,32.214,9.071,26.595,7.2063,19.043,1.6336,33.185,13.984,23.764,1.2959,18.568,2.2788,4.8951,2.3009,0.042364,0.83604,0.10185,54.553,43.511,62.459,53.914,22.894,61.468,22.137,41.613,33.438,43.884,51.338,40.622,17.924
1059,3.0,1.0,60,0.23561,3627.4,4507.0,9.3599,27.117,42.408,2701.0,74.868,120.39,0.34455,80.428,51.72,2629.2,24.409,51.217,3099.7,22.927,66.424,245.14,340.35,94.714,77.544,32.214,9.071,26.595,7.2063,19.043,1.6336,33.185,13.984,23.764,1.2959,18.568,2.2788,4.8951,2.3009,0.042364,0.83604,0.10185,54.553,43.511,61.919,53.701,22.772,62.845,21.746,41.724,43.161,49.35,51.517,40.97,18.113
1060,3.0,1.0,61,0.24559,3564.6,4502.5,9.4348,26.958,42.237,2702.2,75.151,120.35,0.35584,80.345,49.759,2630.7,24.764,49.17,3098.1,22.877,66.423,247.24,341.13,94.733,77.299,32.34,8.8639,26.02,7.0009,18.788,1.6688,32.955,13.86,23.832,1.2336,18.611,2.3004,4.8519,2.2623,0.0030646,0.82157,0.079404,54.273,43.351,61.572,53.251,24.379,59.169,22.322,42.627,37.392,44.614,51.398,40.248,18.243
1061,3.0,1.0,62,0.24545,3587.6,4479.0,9.3095,27.082,42.452,2699.6,74.844,120.39,0.35915,79.917,50.531,2628.0,24.822,52.189,3096.6,23.491,66.355,245.16,341.57,94.968,76.861,32.34,8.8639,26.02,7.0009,18.788,1.6688,32.955,13.86,23.832,1.2336,18.611,2.3004,4.8519,2.2623,0.0030646,0.82157,0.079404,54.273,43.351,61.177,53.533,24.392,62.436,22.012,42.224,39.663,51.601,51.628,40.731,16.847
1062,3.0,1.0,63,0.23442,3633.8,4500.4,9.3853,27.1,42.028,2702.1,75.221,120.39,0.34438,79.869,50.324,2630.1,26.747,49.808,3098.6,22.87,66.263,247.98,341.61,94.969,77.074,32.234,8.9199,26.381,6.6252,18.168,1.6744,33.366,13.814,23.678,1.2078,18.632,2.2834,4.8926,2.3872,0.0030646,0.82157,0.079404,54.273,43.351,61.973,53.877,22.901,63.566,22.252,40.842,39.054,46.091,51.43,40.381,18.331
1063,3.0,1.0,64,0.23406,3611.8,4473.9,9.5055,26.972,42.507,2704.0,74.997,120.39,0.34429,79.928,51.883,2633.4,24.102,49.341,3100.1,23.817,66.201,248.08,342.07,94.675,77.381,32.234,8.9199,26.381,6.6252,18.168,1.6744,33.366,13.814,23.678,1.2078,18.632,2.2834,4.8926,2.3872,0.0030646,0.82157,0.079404,54.273,43.351,62.352,54.194,22.936,61.526,22.259,40.853,43.641,45.008,51.473,40.062,16.073
1064,3.0,1.0,65,0.24201,3704.9,4562.4,9.4256,26.952,42.768,2710.2,74.094,120.44,0.34119,80.338,49.549,2639.5,24.446,50.647,3107.7,23.357,66.236,248.2,341.81,94.583,78.225,32.263,8.7969,26.11,6.7229,18.999,1.6834,33.288,13.773,24.506,1.1872,18.534,2.2492,4.9108,2.3292,0.0030646,0.82157,0.079404,54.273,43.351,64.111,54.707,23.96,61.422,22.389,40.027,36.774,48.03,51.51,42.217,17.081
1065,3.0,1.0,66,0.24352,3707.6,4592.4,9.3974,26.878,42.409,2713.4,74.474,120.44,0.34003,80.726,50.367,2642.6,24.834,49.298,3111.6,22.432,66.38,245.33,341.55,94.166,77.955,32.263,8.7969,26.11,6.7229,18.999,1.6834,33.288,13.773,24.506,1.1872,18.534,2.2492,4.9108,2.3292,0.03791,0.82296,0.091183,53.161,43.821,64.063,54.348,23.812,63.444,22.206,40.169,39.179,44.909,51.422,42.406,19.241
1066,3.0,1.0,67,0.24026,3677.6,4497.0,9.319,26.645,42.438,2710.4,73.993,120.42,0.33235,80.511,49.355,2638.8,24.523,50.039,3109.9,23.162,66.447,245.51,341.11,94.311,77.07,31.745,8.9273,26.114,6.7161,18.735,1.6449,32.861,13.804,24.101,1.2692,18.189,2.2663,4.8828,2.2461,0.03791,0.82296,0.091183,53.161,43.821,63.919,53.484,23.457,59.831,21.707,39.969,36.202,46.624,51.274,40.939,17.549
1067,3.0,1.0,68,0.24077,3732.4,4498.5,9.3937,26.997,42.412,2703.8,74.639,120.43,0.33537,79.94,51.074,2632.4,24.6,50.531,3103.3,22.737,66.395,245.6,341.18,94.392,76.755,31.745,8.9273,26.114,6.7161,18.735,1.6449,32.861,13.804,24.101,1.2692,18.189,2.2663,4.8828,2.2461,0.03791,0.82296,0.091183,53.161,43.821,62.977,53.465,23.407,60.133,21.996,39.601,41.261,47.763,51.143,41.761,18.612
1068,3.0,1.0,69,0.29157,3706.7,4520.6,9.3164,26.394,42.407,2704.4,75.692,120.4,0.33751,79.889,49.698,2632.4,25.41,48.777,3102.0,23.327,66.262,245.61,341.68,94.359,77.238,32.355,8.7734,26.4,6.651,18.719,1.6388,32.911,13.73,24.129,1.3017,19.006,2.2883,4.9237,2.3524,0.03791,0.82296,0.091183,53.161,43.821,63.631,53.833,28.65,61.722,22.0,40.129,37.211,43.704,51.027,41.013,17.203
1069,3.0,1.0,70,0.29137,3722.0,4493.6,9.4548,26.87,42.536,2701.9,74.622,120.4,0.33478,79.734,49.936,2630.4,26.099,50.636,3100.1,23.84,66.179,243.64,341.56,94.474,76.75,32.355,8.7734,26.4,6.651,18.719,1.6388,32.911,13.73,24.129,1.3017,19.006,2.2883,4.9237,2.3524,0.03791,0.82296,0.091183,53.161,43.821,63.369,54.157,28.67,61.908,22.093,40.462,37.912,48.005,51.088,40.703,16.042
1070,3.0,1.0,71,0.23434,3704.0,4532.7,9.4001,26.802,42.577,2703.4,74.638,120.43,0.32637,79.937,49.932,2632.4,26.421,50.119,3100.6,23.623,66.135,243.89,341.94,94.398,77.409,32.373,8.8318,26.43,6.8968,18.475,1.6372,33.213,13.839,24.046,1.1772,18.869,2.2394,4.7819,2.3061,0.023992,0.81349,0.10253,53.393,43.183,64.435,53.736,22.945,59.538,22.319,39.418,37.899,46.809,50.965,41.937,16.512
1071,3.0,1.0,72,0.2346,3706.5,4523.3,9.3949,27.114,42.391,2704.0,74.5,120.4,0.32998,80.129,49.449,2633.0,24.918,49.87,3101.2,22.984,66.191,243.73,341.89,94.313,77.177,32.373,8.8318,26.43,6.8968,18.475,1.6372,33.213,13.839,24.046,1.1772,18.869,2.2394,4.7819,2.3061,0.023992,0.81349,0.10253,53.393,43.183,64.392,53.848,22.92,61.398,22.457,38.977,36.478,46.232,50.868,41.387,18.037
1072,3.0,1.0,73,0.23039,3658.6,4537.1,9.3775,26.695,42.493,2703.4,75.76,120.41,0.33976,80.201,50.536,2632.1,24.935,51.637,3100.7,22.327,66.215,243.0,341.39,94.339,77.439,32.468,8.9988,26.632,6.7989,18.726,1.6682,32.984,13.824,24.31,1.1669,18.292,2.2956,4.8267,2.2593,0.023992,0.81349,0.10253,53.393,43.183,63.163,54.312,22.636,60.166,21.962,40.632,39.678,50.323,50.819,41.622,19.572
1073,3.0,1.0,74,0.23035,3652.1,4537.8,9.3344,26.892,42.24,2704.9,75.389,120.38,0.33978,80.334,50.98,2634.1,23.493,49.694,3101.0,22.781,66.26,242.99,341.45,94.556,77.585,32.468,8.9988,26.632,6.7989,18.726,1.6682,32.984,13.824,24.31,1.1669,18.292,2.2956,4.8267,2.2593,0.023992,0.81349,0.10253,53.393,43.183,63.275,54.303,22.64,62.312,22.354,40.629,40.985,45.826,50.705,41.502,18.466
1074,3.0,1.0,75,0.21684,3680.5,4514.3,9.2982,26.564,42.539,2702.2,75.067,120.39,0.33876,80.289,48.961,2631.8,25.958,49.905,3099.9,22.524,66.287,241.24,341.32,94.4,77.301,32.319,8.8802,26.371,6.9774,18.99,1.6502,32.783,13.697,24.07,1.2636,18.485,2.2601,4.801,2.2317,0.023992,0.81349,0.10253,53.393,43.183,63.678,53.999,21.678,62.152,22.151,40.366,35.043,46.314,50.744,41.706,19.092
1075,3.0,1.0,76,0.21906,3702.2,4503.3,9.4475,27.25,42.238,2700.4,74.954,120.4,0.34129,80.102,50.071,2628.7,24.958,50.922,3097.7,22.98,66.267,240.51,340.76,94.526,77.165,32.319,8.8802,26.371,6.9774,18.99,1.6502,32.783,13.697,24.07,1.2636,18.485,2.2601,4.801,2.2317,0.02161,0.82864,0.089933,53.879,44.179,63.305,54.131,21.46,62.611,22.187,40.058,38.308,48.667,50.421,40.99,18.031
1076,3.0,1.0,77,0.23098,3652.1,4510.5,9.47,27.224,42.789,2697.2,75.269,120.36,0.32776,79.945,50.632,2625.8,25.363,50.733,3096.5,23.614,66.213,240.8,340.62,94.589,77.102,32.077,8.7765,26.304,6.9774,18.593,1.6377,33.089,13.856,23.931,1.1819,18.711,2.2567,4.8582,2.285,0.02161,0.82864,0.089933,53.879,44.179,62.595,53.383,22.717,59.723,21.916,38.21,39.961,48.23,50.167,40.761,16.551
1077,3.0,1.0,78,0.23134,3651.9,4454.7,9.3445,26.696,42.242,2700.5,75.931,120.4,0.32447,80.067,50.024,2628.3,26.219,49.35,3096.3,23.017,66.121,241.78,340.92,94.697,77.232,32.077,8.7765,26.304,6.9774,18.593,1.6377,33.089,13.856,23.931,1.1819,18.711,2.2567,4.8582,2.285,0.02161,0.82864,0.089933,53.879,44.179,62.598,54.05,22.683,62.944,22.131,38.611,38.172,45.031,49.852,41.4,17.966
1078,3.0,1.0,79,0.25554,3635.7,4503.3,9.3786,26.707,42.444,2700.6,75.037,120.37,0.34395,80.2,48.659,2628.2,26.699,50.137,3099.0,23.477,66.14,242.18,340.48,94.587,77.437,31.736,8.8253,25.884,6.7275,18.91,1.6686,33.267,13.959,23.852,1.4281,18.703,2.2891,4.796,2.3226,0.02161,0.82864,0.089933,53.879,44.179,62.788,54.441,24.873,62.032,21.676,40.428,34.155,46.85,49.588,40.39,16.853
1079,3.0,1.0,80,0.25507,3668.9,4538.2,9.3737,26.961,42.268,2703.7,74.97,120.39,0.34403,80.355,49.311,2632.7,26.144,51.789,3100.8,22.811,66.137,239.21,340.86,94.739,77.593,31.736,8.8253,25.884,6.7275,18.91,1.6686,33.267,13.959,23.852,1.4281,18.703,2.2891,4.796,2.3226,0.02161,0.82864,0.089933,53.879,44.179,62.216,54.024,24.919,59.621,22.063,40.419,36.071,50.675,49.623,41.188,18.406
1080,3.0,1.0,81,0.28921,3696.2,4478.6,9.2485,26.978,42.389,2704.3,74.634,120.41,0.35508,80.346,49.13,2632.3,26.307,50.17,3103.1,22.238,66.196,238.37,340.49,94.446,77.25,32.635,8.8737,26.117,6.8925,18.861,1.6324,32.983,13.721,23.921,0.97393,18.624,2.2835,4.8492,2.3547,0.026465,0.83053,0.099565,53.977,43.491,63.965,53.964,28.623,63.735,21.994,41.954,35.539,46.927,49.827,40.955,19.78
