,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
1391,0.18557,3685.5,4494.5,9.2859,26.763,42.594,2699.8,74.293,120.39,0.34023,80.262,51.167,2628.4,26.373,50.984,3098.9,22.653,65.761,226.58,339.9,94.587,77.17,31.961,8.7744,26.219,6.9917,18.813,1.6547,32.574,13.789,23.862,1.2996,18.584,2.29,4.8898,2.3805,0.032497,0.82145,0.091449,53.208,44.147,63.277,54.484,18.038,62.361,21.764,41.473,41.536,48.812,46.985,41.514,18.772
1392,0.25421,3634.1,4526.4,9.3738,26.838,42.305,2701.1,75.295,120.42,0.3363,80.256,50.697,2629.6,26.225,51.511,3099.4,21.664,65.741,227.45,340.09,94.776,77.256,32.121,8.742,26.376,6.8426,19.104,1.6639,32.752,13.815,24.265,1.1455,18.529,2.2394,5.0294,2.3152,0.032497,0.82145,0.091449,53.208,44.147,62.438,53.78,25.085,60.932,21.67,40.133,40.152,50.03,46.769,41.119,21.117
1393,0.25438,3623.7,4547.0,9.3288,26.686,41.906,2702.2,74.799,120.39,0.33489,80.161,51.206,2631.0,24.909,50.554,3099.3,22.985,65.704,226.2,340.37,94.694,77.344,32.121,8.742,26.376,6.8426,19.104,1.6639,32.752,13.815,24.265,1.1455,18.529,2.2394,5.0294,2.3152,0.032497,0.82145,0.091449,53.208,44.147,62.616,53.533,25.068,61.877,22.162,40.305,41.649,47.816,46.744,41.005,17.984
1394,0.23974,3663.8,4467.4,9.2466,27.22,42.265,2700.2,74.972,120.38,0.33996,79.935,51.197,2628.3,25.698,49.486,3098.6,23.053,65.644,229.34,339.74,94.847,76.822,31.769,8.9325,26.63,7.0181,18.542,1.6626,32.91,13.846,23.788,1.2542,18.821,2.2468,4.9169,2.2781,0.032497,0.82145,0.091449,53.208,44.147,63.201,53.741,23.779,62.149,22.012,40.362,41.624,45.344,46.332,40.568,17.887
1395,0.23935,3656.8,4487.9,9.3586,26.676,42.582,2701.2,75.207,120.41,0.34031,79.99,50.008,2629.8,27.653,48.673,3098.4,23.972,65.537,227.61,340.48,94.597,77.246,31.769,8.9325,26.63,7.0181,18.542,1.6626,32.91,13.846,23.788,1.2542,18.821,2.2468,4.9169,2.2781,0.043289,0.82226,0.11288,53.743,43.865,63.321,53.496,23.817,63.173,22.012,40.318,38.123,43.462,46.235,41.343,15.686
1396,0.27698,3623.2,4570.2,9.2083,27.038,42.446,2703.6,74.348,120.39,0.34132,80.152,47.749,2632.2,25.475,49.239,3102.7,22.711,65.534,225.84,340.37,94.767,77.58,31.646,8.7331,26.01,6.8434,18.658,1.6444,32.809,13.723,23.775,1.273,18.618,2.279,4.7809,2.2906,0.043289,0.82226,0.11288,53.743,43.865,62.315,53.882,27.308,63.538,22.077,41.036,31.475,44.773,46.21,40.327,18.655
1397,0.27933,3625.6,4526.0,9.3586,26.774,41.946,2708.1,74.698,120.43,0.34101,80.425,50.603,2637.2,25.182,51.389,3106.0,23.527,65.592,223.69,340.52,94.658,77.731,31.646,8.7331,26.01,6.8434,18.658,1.6444,32.809,13.723,23.775,1.273,18.618,2.279,4.7809,2.2906,0.043289,0.82226,0.11288,53.743,43.865,62.273,54.41,27.077,60.681,22.058,41.074,39.875,49.747,46.216,41.179,16.683
1398,0.29326,3674.0,4507.3,9.428,26.565,42.398,2710.2,74.455,120.38,0.32634,80.48,51.111,2638.8,27.921,49.033,3109.5,22.805,65.641,223.93,340.58,94.524,77.479,31.98,8.8404,26.034,6.852,18.84,1.6677,32.55,13.864,23.839,1.244,18.334,2.2755,4.8598,2.3365,0.043289,0.82226,0.11288,53.743,43.865,62.928,54.381,29.021,59.844,21.927,39.528,41.368,44.297,46.004,41.251,18.39
1399,0.29131,3693.0,4505.4,9.3637,26.895,42.234,2707.0,75.075,120.41,0.32766,80.143,50.914,2636.1,24.849,51.679,3107.7,22.877,65.65,224.04,340.92,94.504,77.323,31.98,8.8404,26.034,6.852,18.84,1.6677,32.55,13.864,23.839,1.244,18.334,2.2755,4.8598,2.3365,0.043289,0.82226,0.11288,53.743,43.865,62.6,54.404,29.213,63.606,21.827,39.367,40.79,50.419,45.808,41.576,18.241
1400,0.26487,3649.2,4473.6,9.4292,26.699,42.36,2707.1,75.087,120.39,0.34566,79.944,50.918,2635.8,24.413,48.965,3105.4,23.651,65.532,224.24,341.13,94.546,77.016,32.338,8.8672,26.174,6.7584,19.212,1.6452,32.942,13.809,24.234,1.2476,18.713,2.2231,4.8637,2.1856,0.024456,0.83692,0.1085,53.089,44.283,63.311,54.341,26.242,60.383,22.16,40.898,40.801,44.138,45.604,40.545,16.441
1401,0.26254,3657.8,4502.5,9.4382,27.05,42.705,2707.3,74.946,120.42,0.34535,79.983,50.506,2635.9,26.476,50.413,3104.7,23.775,65.463,224.35,341.55,94.658,77.274,32.338,8.8672,26.174,6.7584,19.212,1.6452,32.942,13.809,24.234,1.2476,18.713,2.2231,4.8637,2.1856,0.024456,0.83692,0.1085,53.089,44.283,63.164,53.994,26.47,62.852,22.122,40.935,39.588,47.489,45.415,41.737,16.142
1402,0.23285,3705.7,4478.6,9.5031,26.962,42.394,2707.8,74.632,120.42,0.3388,80.171,49.583,2637.1,23.628,51.199,3104.7,23.156,65.423,223.5,341.73,94.428,77.538,32.233,9.0159,26.542,6.7122,18.623,1.6526,32.687,13.732,24.204,1.2414,18.793,2.2791,4.8186,2.3274,0.024456,0.83692,0.1085,53.089,44.283,63.233,53.327,22.634,61.665,22.426,40.271,36.874,49.308,45.31,41.226,17.583
1403,0.23168,3666.2,4451.2,9.2882,26.876,42.459,2707.3,75.137,120.4,0.34002,80.208,49.106,2636.4,24.898,49.907,3104.0,22.355,65.43,222.74,341.09,94.601,77.663,32.233,9.0159,26.542,6.7122,18.623,1.6526,32.687,13.732,24.204,1.2414,18.793,2.2791,4.8186,2.3274,0.024456,0.83692,0.1085,53.089,44.283,63.913,53.655,22.748,62.933,22.29,40.122,35.47,46.319,45.196,41.273,19.46
1404,0.2409,3705.6,4542.6,9.3831,26.761,42.145,2706.7,75.012,120.44,0.32952,80.181,49.664,2635.5,25.529,49.75,3104.1,22.887,65.45,221.76,341.19,94.325,77.332,32.117,9.0638,26.513,6.9192,18.593,1.5991,33.021,13.717,24.342,1.3197,18.868,2.2305,4.8265,2.2742,0.024456,0.83692,0.1085,53.089,44.283,63.778,53.982,23.638,61.826,21.998,39.271,37.111,45.956,45.101,42.143,18.221
1405,0.2403,3737.1,4551.7,9.306,26.808,42.493,2703.9,75.978,120.38,0.331,79.998,49.107,2632.0,25.213,51.93,3102.4,21.794,65.451,220.8,340.67,94.628,76.741,32.117,9.0638,26.513,6.9192,18.593,1.5991,33.021,13.717,24.342,1.3197,18.868,2.2305,4.8265,2.2742,0.037663,0.83649,0.090016,53.97,43.241,63.235,53.873,23.697,60.205,21.548,39.089,35.473,51.001,45.37,41.034,20.868
1406,0.25314,3676.0,4544.2,9.4067,26.874,42.341,2701.4,74.674,120.41,0.32624,79.854,49.659,2629.7,24.502,50.769,3099.8,23.929,65.37,220.91,340.93,94.524,77.05,32.409,8.9267,26.315,6.847,18.555,1.6104,32.82,13.696,24.01,1.2428,18.322,2.268,4.9054,2.3365,0.037663,0.83649,0.090016,53.97,43.241,62.533,54.066,24.657,62.402,21.91,39.116,37.095,48.313,45.342,41.766,15.806
1407,0.25099,3638.9,4547.0,9.1948,27.325,42.352,2703.6,75.693,120.37,0.32689,80.0,49.587,2631.4,25.242,50.682,3100.3,22.856,65.35,222.56,341.05,94.613,77.354,32.409,8.9267,26.315,6.847,18.555,1.6104,32.82,13.696,24.01,1.2428,18.322,2.268,4.9054,2.3365,0.037663,0.83649,0.090016,53.97,43.241,63.172,54.032,24.868,63.066,22.382,39.036,36.885,48.111,45.178,39.903,18.332
1408,0.22242,3622.7,4571.0,9.2558,26.891,42.595,2704.2,74.922,120.42,0.32532,80.047,52.528,2632.5,25.548,48.957,3100.2,23.179,65.349,222.18,341.16,94.607,77.368,32.42,8.8707,26.493,6.9138,18.936,1.6451,32.942,13.857,23.982,1.4234,18.669,2.2588,4.8039,2.2184,0.037663,0.83649,0.090016,53.97,43.241,64.084,53.872,21.987,64.409,22.154,38.51,45.539,44.12,45.193,41.949,17.565
1409,0.22336,3663.4,4510.9,9.3882,26.532,42.445,2706.6,75.469,120.39,0.32115,80.251,49.224,2635.2,27.175,50.137,3102.7,22.846,65.39,220.75,340.92,94.566,77.274,32.42,8.8707,26.493,6.9138,18.936,1.6451,32.942,13.857,23.982,1.4234,18.669,2.2588,4.8039,2.2184,0.037663,0.83649,0.090016,53.97,43.241,63.382,54.592,21.895,60.746,22.203,39.019,35.817,46.851,45.297,40.802,18.346
1410,0.21703,3684.6,4508.5,9.316,26.842,42.267,2704.6,75.23,120.41,0.34226,80.215,48.358,2632.1,26.419,50.996,3102.2,22.253,65.431,222.01,340.49,94.56,77.109,32.47,8.8756,26.297,6.9373,18.738,1.6694,33.104,13.72,24.077,1.3211,18.737,2.2823,4.8197,2.3103,-0.0012692,0.83865,0.09136,54.26,43.691,62.432,53.689,21.834,62.439,22.013,40.673,33.267,48.839,45.152,41.229,19.765
1411,0.2226,3683.8,4446.8,9.277,26.844,42.492,2702.9,74.532,120.41,0.34186,80.174,51.963,2630.9,25.085,49.306,3100.8,22.957,65.44,220.57,340.29,94.711,77.289,32.47,8.8756,26.297,6.9373,18.738,1.6694,33.104,13.72,24.077,1.3211,18.737,2.2823,4.8197,2.3103,-0.0012692,0.83865,0.09136,54.26,43.691,62.447,54.427,21.287,63.881,22.07,40.721,43.878,44.928,45.254,41.151,18.08
1412,0.21062,3628.6,4548.1,9.5182,26.532,41.987,2703.0,75.785,120.37,0.32694,80.059,48.165,2631.7,26.032,51.483,3100.1,22.498,65.407,220.82,340.54,94.681,76.944,32.549,8.9121,26.523,6.8635,19.193,1.6318,32.652,13.77,24.064,1.2036,18.683,2.2636,4.8244,2.2438,-0.0012692,0.83865,0.09136,54.26,43.691,63.15,53.69,20.995,60.561,21.975,38.838,32.701,49.965,45.208,40.435,19.205
1413,0.21124,3637.9,4475.3,9.4715,26.975,42.132,2702.6,75.134,120.4,0.32802,79.981,50.604,2631.0,25.426,48.344,3099.7,23.262,65.355,223.36,340.37,94.795,76.788,32.549,8.9121,26.523,6.8635,19.193,1.6318,32.652,13.77,24.064,1.2036,18.683,2.2636,4.8244,2.2438,-0.0012692,0.83865,0.09136,54.26,43.691,62.99,54.562,20.933,58.866,22.103,38.707,39.877,42.701,44.96,40.535,17.417
1414,0.20087,3654.7,4485.7,9.3099,26.795,42.083,2700.7,74.897,120.39,0.33356,79.849,49.864,2629.3,26.23,49.589,3098.9,23.354,65.3,221.39,340.05,94.717,77.213,31.536,8.8468,26.719,6.9167,18.639,1.6513,32.864,13.693,23.853,1.1898,17.932,2.2549,4.9103,2.3887,-0.0012692,0.83865,0.09136,54.26,43.691,63.33,53.289,19.79,61.459,21.796,39.245,37.699,45.582,45.116,40.853,17.196
1415,0.19961,3654.2,4495.2,9.4896,26.824,42.045,2703.5,75.963,120.4,0.33302,80.163,49.088,2631.6,24.827,50.597,3101.2,23.984,65.302,222.2,340.15,94.664,77.595,31.536,8.8468,26.719,6.9167,18.639,1.6513,32.864,13.693,23.853,1.1898,17.932,2.2549,4.9103,2.3887,0.022146,0.83826,0.10921,53.337,44.469,63.339,53.176,19.914,59.424,21.939,39.311,35.416,47.915,45.082,41.111,15.659
1416,0.30168,3641.1,4552.0,9.3416,26.815,42.472,2706.9,75.094,120.42,0.32324,80.383,51.069,2636.1,23.454,50.623,3105.0,24.141,65.38,220.7,340.39,94.543,77.633,32.493,8.8127,26.405,7.0636,19.199,1.6129,32.538,13.914,24.232,1.238,18.376,2.2577,4.8895,2.2901,0.022146,0.83826,0.10921,53.337,44.469,63.09,53.831,29.449,62.435,22.004,38.292,41.247,47.976,45.214,40.661,15.262
1417,0.30019,3637.8,4514.0,9.2664,27.041,42.609,2711.5,74.866,120.41,0.32388,80.663,48.451,2640.2,25.138,50.527,3110.6,22.926,65.503,218.56,340.21,94.471,77.972,32.493,8.8127,26.405,7.0636,19.199,1.6129,32.538,13.914,24.232,1.238,18.376,2.2577,4.8895,2.2901,0.022146,0.83826,0.10921,53.337,44.469,63.148,54.286,29.596,61.374,21.976,38.215,33.543,47.755,45.398,41.147,18.082
1418,0.20855,3611.4,4432.8,9.2866,26.85,42.184,2708.6,75.954,120.4,0.34518,80.51,49.442,2637.0,23.58,49.917,3106.6,22.685,65.593,218.89,340.47,94.641,77.187,32.262,8.8762,26.496,6.8263,18.852,1.6751,32.531,13.816,24.355,1.2794,18.453,2.2442,4.8665,2.3397,0.022146,0.83826,0.10921,53.337,44.469,62.21,53.86,20.757,62.509,22.091,41.504,36.459,46.342,45.359,40.917,18.69
1419,0.21288,3591.7,4472.3,9.4048,27.106,42.18,2704.4,74.942,120.36,0.34903,80.029,50.355,2632.4,26.158,50.623,3103.1,23.293,65.528,220.55,340.28,94.94,76.891,32.262,8.8762,26.496,6.8263,18.852,1.6751,32.531,13.816,24.355,1.2794,18.453,2.2442,4.8665,2.3397,0.022146,0.83826,0.10921,53.337,44.469,62.551,53.387,20.331,61.837,21.914,41.034,39.145,47.977,45.208,39.702,17.294
1420,0.22779,3685.1,4519.7,9.3781,26.827,42.014,2704.7,75.065,120.41,0.33576,79.92,49.693,2633.6,24.97,49.666,3102.8,23.802,65.396,219.9,340.88,94.644,77.178,32.257,8.9415,26.567,6.8102,18.26,1.673,32.786,13.796,24.314,1.1997,18.428,2.262,4.8999,2.3923,0.01143,0.83897,0.10572,53.795,43.6,62.965,53.631,22.873,62.273,21.948,40.107,37.195,45.761,45.265,40.696,16.085
1421,0.22933,3658.2,4486.6,9.4094,27.047,42.347,2705.1,74.669,120.39,0.33743,79.917,49.664,2634.0,25.774,49.449,3103.1,23.775,65.326,221.41,340.53,94.773,77.269,32.257,8.9415,26.567,6.8102,18.26,1.673,32.786,13.796,24.314,1.1997,18.428,2.262,4.8999,2.3923,0.01143,0.83897,0.10572,53.795,43.6,63.427,54.026,22.722,60.217,22.221,39.904,37.112,45.258,45.134,41.255,16.156
1422,0.22735,3673.1,4553.0,9.3343,27.025,42.452,2707.1,75.157,120.4,0.33423,80.008,50.625,2635.8,24.905,49.168,3104.6,22.114,65.29,220.32,340.54,94.501,77.445,31.907,8.7174,26.425,6.6563,18.537,1.6695,32.75,13.828,24.794,1.0992,18.625,2.2311,4.7996,2.3668,0.01143,0.83897,0.10572,53.795,43.6,63.373,54.722,22.858,61.111,22.415,39.721,39.939,44.608,45.233,41.029,20.092
1423,0.22968,3664.6,4508.4,9.3153,26.732,42.131,2708.1,73.881,120.42,0.33065,80.071,50.108,2637.2,25.348,50.186,3106.3,22.994,65.269,221.35,340.62,94.654,77.366,31.907,8.7174,26.425,6.6563,18.537,1.6695,32.75,13.828,24.794,1.0992,18.625,2.2311,4.7996,2.3668,0.01143,0.83897,0.10572,53.795,43.6,63.518,55.256,22.629,59.41,22.038,40.158,38.418,46.965,45.145,41.154,18.008
1424,0.26506,3678.8,4551.1,9.434,26.972,42.68,2708.6,75.645,120.41,0.3367,80.127,50.532,2636.6,24.335,49.222,3109.5,23.863,65.339,221.72,340.37,94.417,77.377,31.861,8.7973,26.762,6.7396,19.067,1.6687,33.663,13.925,23.74,1.1699,18.945,2.3147,4.7863,2.3459,0.01143,0.83897,0.10572,53.795,43.6,64.764,54.128,26.034,60.486,21.637,40.267,39.667,44.733,45.113,41.076,15.936
1425,0.26501,3774.7,4510.0,9.2872,27.257,42.253,2708.6,74.758,120.42,0.33882,80.162,50.986,2637.1,26.393,50.062,3108.6,24.029,65.355,221.04,340.03,94.419,77.478,31.861,8.7973,26.762,6.7396,19.067,1.6687,33.663,13.925,23.74,1.1699,18.945,2.3147,4.7863,2.3459,0.020158,0.83271,0.09583,52.653,43.732,63.114,54.62,26.038,63.431,21.866,40.009,41.003,46.677,45.198,42.476,15.537
1426,0.27045,3710.7,4477.3,9.1388,27.173,42.702,2705.9,75.23,120.4,0.34726,80.111,49.083,2634.4,25.316,49.887,3106.0,23.306,65.383,221.07,339.92,94.336,77.429,31.821,8.7462,26.247,6.9127,18.639,1.6953,32.721,13.832,24.319,1.159,18.75,2.2563,4.7982,2.3197,0.020158,0.83271,0.09583,52.653,43.732,63.659,53.706,26.995,63.68,21.818,41.658,35.402,46.273,45.203,41.165,17.258
1427,0.27159,3717.8,4497.6,9.285,26.862,42.73,2704.6,75.658,120.43,0.34661,80.069,51.149,2632.3,26.129,49.03,3103.6,22.273,65.4,222.34,340.13,94.646,77.202,31.821,8.7462,26.247,6.9127,18.639,1.6953,32.721,13.832,24.319,1.159,18.75,2.2563,4.7982,2.3197,0.020158,0.83271,0.09583,52.653,43.732,63.537,53.463,26.883,61.08,21.839,41.737,41.482,44.288,45.098,41.479,19.723
1428,0.27998,3677.3,4540.0,9.434,27.145,42.408,2704.4,74.838,120.41,0.33941,80.076,51.6,2632.9,26.534,48.378,3104.1,21.955,65.358,220.76,340.36,94.366,77.54,32.035,8.9588,26.116,6.692,18.728,1.6459,32.672,13.785,24.349,1.1732,18.501,2.2419,4.7494,2.2791,0.020158,0.83271,0.09583,52.653,43.732,62.768,53.994,27.519,60.946,22.143,40.214,42.809,42.781,45.248,42.041,20.465
1429,0.27851,3667.6,4549.4,9.4364,26.767,42.934,2706.8,74.644,120.37,0.33795,80.235,49.265,2635.1,24.179,51.632,3105.4,23.377,65.382,221.28,340.35,94.646,77.417,32.035,8.9588,26.116,6.692,18.728,1.6459,32.672,13.785,24.349,1.1732,18.501,2.2419,4.7494,2.2791,0.020158,0.83271,0.09583,52.653,43.732,62.935,53.881,27.663,60.447,21.783,40.393,35.937,50.31,45.211,41.061,17.082
1430,0.26206,3758.4,4519.3,9.2515,26.852,42.603,2706.6,76.025,120.41,0.33346,80.21,50.431,2635.4,26.037,50.489,3105.8,23.355,65.411,221.24,340.17,94.471,77.004,32.236,8.6829,26.915,6.8323,18.336,1.6814,32.639,13.773,24.169,1.2966,18.33,2.277,4.8509,2.3158,0.024222,0.84538,0.093658,54.027,43.979,63.384,54.038,25.758,61.756,21.896,39.637,39.369,47.665,45.062,41.674,17.165
1431,0.26313,3734.6,4504.5,9.1438,26.885,42.777,2702.9,74.832,120.39,0.3342,79.881,50.111,2630.3,24.796,50.355,3103.5,23.275,65.362,220.57,340.12,94.509,77.108,32.236,8.6829,26.915,6.8323,18.336,1.6814,32.639,13.773,24.169,1.2966,18.33,2.277,4.8509,2.3158,0.024222,0.84538,0.093658,54.027,43.979,63.793,54.215,25.652,62.679,21.5,39.547,38.426,47.356,45.062,41.732,17.373
1432,0.24248,3665.2,4532.2,9.3486,26.652,42.454,2703.2,75.446,120.4,0.33183,79.961,51.005,2630.8,25.204,51.201,3102.6,23.246,65.311,222.81,339.9,94.5,77.39,32.165,8.951,26.394,6.8212,18.807,1.6882,32.67,13.87,23.884,1.3137,18.451,2.2647,4.8582,2.3406,0.024222,0.84538,0.093658,54.027,43.979,63.869,54.886,23.964,62.26,21.497,39.459,41.057,49.313,44.806,41.888,17.428
1433,0.2432,3698.2,4583.3,9.1548,26.992,42.284,2704.0,75.859,120.42,0.32822,80.172,49.523,2633.4,25.668,50.066,3102.5,23.193,65.342,220.05,340.42,94.459,77.262,32.165,8.951,26.394,6.8212,18.807,1.6882,32.67,13.87,23.884,1.3137,18.451,2.2647,4.8582,2.3406,0.024222,0.84538,0.093658,54.027,43.979,63.302,54.275,23.893,59.536,22.141,39.899,36.696,46.687,44.992,40.708,17.552
1434,0.25134,3707.8,4550.5,9.345,26.806,41.94,2702.6,75.191,120.39,0.34131,80.152,49.217,2631.5,26.645,50.48,3102.6,23.768,65.368,220.99,339.7,94.49,77.174,32.617,8.8781,26.339,6.9973,19.099,1.6309,32.523,13.653,24.041,1.396,18.729,2.2332,4.7866,2.2155,0.024222,0.84538,0.093658,54.027,43.979,63.287,53.546,24.421,62.492,21.882,40.898,35.794,47.645,44.849,40.785,16.19
1435,0.25106,3702.6,4465.7,9.3963,27.115,42.116,2702.9,75.653,120.42,0.34129,80.35,51.105,2632.0,25.555,49.367,3101.9,22.939,65.401,219.8,339.56,94.491,77.474,32.617,8.8781,26.339,6.9973,19.099,1.6309,32.523,13.653,24.041,1.396,18.729,2.2332,4.7866,2.2155,0.020486,0.84429,0.11346,53.484,43.195,63.376,54.561,24.448,59.702,21.95,40.9,41.352,45.07,45.221,40.992,18.129
1436,0.20563,3663.1,4451.4,9.3224,26.68,42.217,2700.5,75.112,120.37,0.32097,80.268,49.518,2628.4,24.913,48.513,3099.4,21.841,65.466,220.32,339.43,94.585,77.146,31.503,8.8991,26.519,6.9831,18.585,1.6128,32.952,13.838,23.559,1.2374,19.129,2.2834,4.8357,2.2911,0.020486,0.84429,0.11346,53.484,43.195,62.485,53.987,19.897,59.5,21.566,37.484,36.681,43.092,45.255,40.969,20.75
1437,0.20206,3640.8,4487.7,9.1707,26.816,42.417,2698.0,73.716,120.37,0.31713,80.026,50.284,2626.1,25.153,49.211,3097.0,23.806,65.436,220.73,339.41,94.846,76.878,31.503,8.8991,26.519,6.9831,18.585,1.6128,32.952,13.838,23.559,1.2374,19.129,2.2834,4.8357,2.2911,0.020486,0.84429,0.11346,53.484,43.195,62.869,53.552,20.248,60.793,21.747,37.953,38.936,44.708,45.298,41.127,16.121
1438,0.31395,3658.3,4577.5,9.2993,26.696,42.25,2700.9,74.321,120.38,0.33407,80.088,47.95,2628.3,25.338,50.041,3100.1,22.871,65.424,221.48,339.16,94.653,77.316,31.915,8.9978,26.074,6.8621,19.158,1.6535,32.77,13.72,24.13,1.2647,18.793,2.2436,4.9335,2.1848,0.020486,0.84429,0.11346,53.484,43.195,62.589,53.727,30.697,60.212,21.51,40.734,32.066,46.628,45.315,40.375,18.325
1439,0.31116,3663.3,4574.1,9.232,27.145,42.157,2703.7,74.346,120.39,0.33608,80.228,52.092,2631.9,25.453,50.06,3101.3,22.448,65.423,221.62,339.78,94.692,77.26,31.915,8.9978,26.074,6.8621,19.158,1.6535,32.77,13.72,24.13,1.2647,18.793,2.2436,4.9335,2.1848,0.020486,0.84429,0.11346,53.484,43.195,62.503,53.767,30.971,60.621,21.871,40.489,44.256,46.672,45.384,41.228,19.325
1440,0.25486,3620.1,4552.3,9.4282,26.761,42.487,2707.1,74.888,120.38,0.33542,80.149,49.114,2635.9,26.284,50.495,3103.4,22.528,65.748,228.38,342.36,94.731,77.353,32.349,8.8796,26.368,6.8753,18.857,1.6707,33.014,13.753,23.751,1.2075,18.855,2.2486,4.8991,2.3166,0.014563,0.83139,0.091569,55.265,43.201,62.174,54.52,24.959,60.842,22.411,40.016,35.494,47.681,47.264,40.598,19.095
1441,0.25377,3606.5,4529.5,9.2865,26.63,42.282,2708.6,74.178,120.38,0.33879,80.177,49.321,2636.6,24.469,49.799,3104.1,22.404,65.719,227.69,342.03,94.662,77.581,32.349,8.8796,26.368,6.8753,18.857,1.6707,33.014,13.753,23.751,1.2075,18.855,2.2486,4.8991,2.3166,0.014563,0.83139,0.091569,55.265,43.201,62.407,54.793,25.066,61.656,22.12,39.605,36.102,46.069,47.323,40.873,19.371
1442,0.23686,3641.8,4505.9,9.4543,26.825,42.504,2709.4,75.091,120.4,0.33042,80.15,49.534,2638.5,24.019,47.294,3106.0,23.531,65.722,229.49,341.97,94.754,77.482,32.49,8.8477,26.604,6.9488,18.829,1.6697,33.288,13.95,24.095,1.162,18.562,2.2897,4.9059,2.2788,0.014563,0.83139,0.091569,55.265,43.201,63.446,53.726,23.362,61.125,22.324,39.257,36.729,40.272,47.162,41.423,16.699
1443,0.23785,3673.8,4503.6,9.3568,26.673,42.532,2711.1,74.827,120.41,0.33473,80.209,50.521,2639.8,25.156,48.285,3107.8,22.399,65.728,229.81,342.09,94.638,77.455,32.49,8.8477,26.604,6.9488,18.829,1.6697,33.288,13.95,24.095,1.162,18.562,2.2897,4.9059,2.2788,0.014563,0.83139,0.091569,55.265,43.201,62.895,53.753,23.265,60.836,22.313,38.731,39.633,42.565,47.132,41.253,19.38
1444,0.2219,3615.6,4501.0,9.2874,27.005,42.368,2710.0,74.96,120.4,0.35125,80.066,49.686,2638.7,26.046,51.383,3106.3,22.219,65.687,228.9,342.19,94.691,77.296,32.004,9.0677,26.103,6.6917,18.773,1.6868,33.014,13.854,23.957,1.2913,18.328,2.2371,4.8886,2.2522,0.014563,0.83139,0.091569,55.265,43.201,63.224,53.843,21.676,62.596,22.633,42.04,37.177,49.735,47.212,41.034,19.825
1445,0.22128,3630.3,4536.5,9.4013,26.768,42.104,2710.6,74.149,120.4,0.35089,80.131,49.987,2640.0,24.582,50.522,3107.0,22.76,65.683,228.16,341.83,94.665,77.13,32.004,9.0677,26.103,6.6917,18.773,1.6868,33.014,13.854,23.957,1.2913,18.328,2.2371,4.8886,2.2522,0.0048493,0.8347,0.096954,54.017,44.1,62.97,53.418,21.737,59.874,22.497,42.084,38.061,47.742,47.159,40.055,18.546
1446,0.26857,3710.1,4494.2,9.261,27.046,42.409,2712.0,75.223,120.39,0.34112,79.997,50.143,2640.8,24.827,50.534,3110.1,22.206,65.653,231.64,341.77,94.691,77.301,32.313,9.0568,26.255,6.6719,18.684,1.6266,33.114,13.908,23.874,1.294,18.751,2.2837,4.8614,2.2713,0.0048493,0.8347,0.096954,54.017,44.1,63.911,54.056,26.223,61.373,22.285,40.818,38.522,47.769,46.8,40.936,19.856
1447,0.26753,3726.0,4474.3,9.273,26.884,42.347,2712.1,74.407,120.43,0.34356,79.986,49.751,2641.6,23.379,50.987,3109.5,23.629,65.616,230.34,341.5,94.434,77.024,32.313,9.0568,26.255,6.6719,18.684,1.6266,33.114,13.908,23.874,1.294,18.751,2.2837,4.8614,2.2713,0.0048493,0.8347,0.096954,54.017,44.1,63.637,54.295,26.324,62.24,22.475,40.52,37.368,48.818,46.867,41.778,16.502
1448,0.23937,3740.1,4539.8,9.3798,26.921,42.137,2711.8,75.732,120.43,0.34516,80.073,50.255,2640.8,27.077,51.122,3111.7,23.455,65.616,230.62,341.22,94.464,77.49,31.831,9.0372,26.553,6.888,18.394,1.6405,32.781,13.886,23.864,1.2843,18.271,2.2524,4.8791,2.3695,0.0048493,0.8347,0.096954,54.017,44.1,63.756,53.737,23.261,63.576,22.018,41.875,38.85,49.131,46.794,41.341,16.882
1449,0.23891,3762.8,4513.1,9.3908,26.954,42.735,2712.3,74.963,120.4,0.34758,80.123,51.104,2640.8,24.268,49.278,3110.7,22.308,65.614,229.38,341.19,94.466,77.488,31.831,9.0372,26.553,6.888,18.394,1.6405,32.781,13.886,23.864,1.2843,18.271,2.2524,4.8791,2.3695,0.0048493,0.8347,0.096954,54.017,44.1,63.366,54.057,23.307,60.114,22.274,41.58,41.35,44.863,46.854,40.478,19.598
