,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,primaryFault
298,0.22718,3658.5,4492.6,9.2476,27.101,42.32,2711.4,75.169,120.4,0.32308,79.737,48.208,2641.1,25.663,50.853,3105.7,23.663,65.692,235.04,342.91,94.737,77.24,32.512,8.8169,26.72,6.9287,18.56,1.6524,32.825,13.863,24.608,1.1755,18.476,2.2819,4.8087,2.2901,0.015337,0.82886,0.097932,54.841,44.718,62.597,53.575,22.064,63.734,22.927,38.666,32.828,48.508,48.381,40.909,16.457,1
299,0.227,3608.7,4536.3,9.3582,27.028,42.179,2713.9,74.556,120.4,0.32689,80.06,50.334,2643.8,24.361,49.456,3109.0,22.541,65.723,233.71,342.38,94.515,77.319,32.512,8.8169,26.72,6.9287,18.56,1.6524,32.825,13.863,24.608,1.1755,18.476,2.2819,4.8087,2.2901,0.015337,0.82886,0.097932,54.841,44.718,63.453,53.052,22.082,62.185,22.844,38.202,39.084,45.276,48.49,41.51,19.091,1
300,0.20642,3645.9,4524.8,9.3592,27.29,43.04,2712.1,74.511,120.37,0.33514,79.881,48.774,2640.2,26.008,49.54,3109.0,23.082,65.759,232.16,341.83,94.717,77.011,32.014,8.7598,26.725,6.7916,18.779,1.6287,33.251,13.573,24.304,1.3016,18.541,2.276,4.8332,2.2081,0.04192,0.82651,0.094865,53.314,43.717,62.766,54.086,20.65,62.704,22.653,39.991,34.492,45.47,48.455,40.264,17.836,1
301,0.20913,3638.4,4536.2,9.3379,27.024,42.62,2711.7,75.258,120.4,0.33831,79.853,50.405,2640.9,25.592,51.588,3107.5,23.675,65.742,233.47,342.27,94.66,77.403,32.014,8.7598,26.725,6.7916,18.779,1.6287,33.251,13.573,24.304,1.3016,18.541,2.276,4.8332,2.2081,0.04192,0.82651,0.094865,53.314,43.717,62.895,53.95,20.384,65.091,22.699,39.604,39.293,50.209,48.258,41.231,16.408,1
302,0.25527,3675.4,4491.8,9.3869,26.804,42.228,2716.7,75.341,120.44,0.30384,80.154,49.787,2645.6,26.057,48.264,3111.8,22.738,65.757,233.6,342.24,94.509,77.395,31.928,8.9255,26.937,6.7699,18.447,1.6105,32.76,13.633,24.312,1.29,18.544,2.2703,4.9027,2.3269,0.04192,0.82651,0.094865,53.314,43.717,63.482,53.963,25.169,61.276,22.715,35.9,37.474,42.517,48.164,41.897,18.615,1
303,0.25606,3687.8,4475.6,9.4912,26.888,42.127,2714.9,75.371,120.4,0.30411,79.929,51.949,2643.8,25.931,48.387,3112.2,21.998,65.783,234.12,342.41,94.541,76.979,31.928,8.9255,26.937,6.7699,18.447,1.6105,32.76,13.633,24.312,1.29,18.544,2.2703,4.9027,2.3269,0.04192,0.82651,0.094865,53.314,43.717,63.267,54.157,25.091,61.615,22.474,35.867,43.836,42.802,48.035,41.557,20.404,1
304,0.26663,3672.0,4545.5,9.4557,27.018,42.507,2716.2,74.664,120.41,0.3082,79.942,50.075,2645.7,24.677,47.718,3112.2,22.849,65.733,233.74,342.49,94.353,77.643,32.269,8.7684,26.551,6.8468,18.436,1.6464,33.185,13.895,24.389,1.0219,18.276,2.2779,4.9207,2.2289,0.04192,0.82651,0.094865,53.314,43.717,63.826,54.161,26.125,59.673,22.907,36.666,38.321,41.252,47.991,40.775,18.339,1
305,0.26561,3685.1,4534.6,9.355,26.88,42.361,2717.0,74.38,120.4,0.30978,79.993,51.178,2645.7,23.522,49.457,3114.1,23.916,65.749,232.16,341.8,94.481,77.419,32.269,8.7684,26.551,6.8468,18.436,1.6464,33.185,13.895,24.389,1.0219,18.276,2.2779,4.9207,2.2289,0.021827,0.82589,0.087057,54.645,43.195,63.601,54.291,26.224,61.837,22.452,36.472,41.568,45.278,47.977,41.277,15.815,1
306,0.23425,3689.8,4545.5,9.4185,26.741,42.15,2716.5,74.628,120.41,0.33899,80.071,50.243,2645.2,25.386,51.338,3113.0,22.59,65.758,235.22,342.52,94.453,77.373,32.234,8.8451,26.78,6.8294,18.557,1.7109,32.685,13.816,24.506,1.0488,18.155,2.237,4.7758,2.25,0.021827,0.82589,0.087057,54.645,43.195,62.915,54.245,23.007,60.824,22.466,39.822,38.815,49.63,47.591,41.288,18.951,1
307,0.2351,3665.0,4517.8,9.3123,27.043,42.551,2714.1,75.786,120.4,0.3345,79.925,49.777,2642.5,24.307,50.192,3111.1,22.607,65.749,233.48,342.02,94.563,76.905,32.234,8.8451,26.78,6.8294,18.557,1.7109,32.685,13.816,24.506,1.0488,18.155,2.237,4.7758,2.25,0.021827,0.82589,0.087057,54.645,43.195,63.341,54.577,22.924,61.293,22.655,40.369,37.444,46.977,47.633,40.96,18.948,1
308,0.2368,3697.2,4528.4,9.1995,26.993,42.315,2712.2,74.584,120.39,0.32976,79.779,50.667,2640.8,24.879,48.912,3108.5,23.795,65.723,232.22,342.26,94.556,77.028,32.354,8.807,26.715,6.8276,18.317,1.6944,33.116,13.896,24.237,1.4386,18.133,2.2742,4.8446,2.1626,0.021827,0.82589,0.087057,54.645,43.195,62.982,54.201,23.301,61.549,22.43,38.887,40.062,44.017,47.634,41.218,16.134,1
309,0.23825,3643.9,4532.9,9.297,27.346,42.229,2711.6,75.527,120.41,0.33111,79.766,48.346,2640.4,24.686,50.466,3107.6,22.855,65.679,231.0,341.72,94.581,76.927,32.354,8.807,26.715,6.8276,18.317,1.6944,33.116,13.896,24.237,1.4386,18.133,2.2742,4.8446,2.1626,0.021827,0.82589,0.087057,54.645,43.195,63.899,54.146,23.158,62.72,22.821,38.722,33.232,47.614,47.634,41.285,18.386,1
310,0.22495,3686.7,4592.9,9.3813,26.944,42.291,2710.5,75.575,120.39,0.33672,79.717,50.874,2640.0,24.345,49.178,3106.8,24.239,65.619,231.48,341.55,94.625,77.061,31.958,8.7982,26.833,6.9025,18.668,1.6478,32.912,13.657,24.339,1.2346,18.802,2.2353,4.8237,2.2524,0.023494,0.84283,0.10198,54.527,44.015,63.228,54.074,21.966,59.131,22.64,40.211,40.672,44.631,47.453,40.741,15.105,1
311,0.22498,3672.3,4536.4,9.3245,26.64,42.284,2709.8,75.614,120.39,0.33847,79.783,51.718,2638.5,25.312,50.181,3106.1,22.982,65.584,230.62,341.67,94.52,76.875,31.958,8.7982,26.833,6.9025,18.668,1.6478,32.912,13.657,24.339,1.2346,18.802,2.2353,4.8237,2.2524,0.023494,0.84283,0.10198,54.527,44.015,63.476,54.75,21.963,59.973,22.27,39.996,43.155,46.952,47.409,41.555,18.113,1
312,0.26198,3688.3,4497.3,9.3131,27.0,42.297,2709.6,75.495,120.39,0.31152,79.841,52.242,2638.6,24.664,49.531,3108.0,24.051,65.581,231.16,340.94,94.718,77.369,32.134,8.9931,26.262,6.9061,18.497,1.661,32.547,13.823,24.244,1.2325,18.613,2.2548,4.7559,2.2233,0.023494,0.84283,0.10198,54.527,44.015,62.56,54.404,25.924,59.39,22.165,36.826,44.696,45.448,47.241,40.979,15.543,1
313,0.26247,3683.1,4548.3,9.2738,27.04,42.392,2712.1,74.975,120.37,0.3118,80.01,49.992,2640.3,24.84,50.094,3108.8,22.221,65.604,230.36,340.83,94.511,77.467,32.134,8.9931,26.262,6.9061,18.497,1.661,32.547,13.823,24.244,1.2325,18.613,2.2548,4.7559,2.2233,0.023494,0.84283,0.10198,54.527,44.015,62.65,53.793,25.876,61.557,22.436,36.792,38.076,46.751,47.191,40.579,19.875,1
314,0.24559,3643.4,4534.3,9.2457,26.93,42.023,2712.3,76.429,120.41,0.3267,80.103,49.449,2641.2,25.477,50.673,3109.8,22.576,65.662,228.28,340.92,94.721,77.264,31.815,8.7654,26.639,6.9844,19.097,1.6853,32.917,13.799,24.299,1.3504,18.593,2.2589,4.7774,2.295,0.023494,0.84283,0.10198,54.527,44.015,63.28,54.414,24.474,59.462,22.306,39.305,36.478,48.092,47.251,41.056,19.031,1
315,0.24632,3680.9,4538.6,9.3829,26.846,42.295,2709.9,76.059,120.39,0.3278,79.96,51.833,2638.6,24.006,49.698,3107.9,22.993,65.667,229.24,340.74,94.507,76.868,31.815,8.7654,26.639,6.9844,19.097,1.6853,32.917,13.799,24.299,1.3504,18.593,2.2589,4.7774,2.295,0.024118,0.8417,0.085458,53.486,44.933,62.636,54.362,24.403,61.995,22.197,39.171,43.495,45.836,47.472,40.817,18.079,1
316,0.27902,3653.4,4474.4,9.2148,26.725,41.825,2708.2,75.202,120.39,0.32473,79.765,49.999,2636.5,25.839,52.613,3105.6,22.593,65.643,230.69,340.72,94.859,76.962,31.594,8.8803,26.354,6.8021,18.694,1.6516,32.806,13.865,24.041,1.1278,18.538,2.2703,4.804,2.3478,0.024118,0.8417,0.085458,53.486,44.933,62.362,53.655,27.694,62.421,22.031,38.893,38.098,52.582,47.409,40.317,19.042,1
317,0.27893,3643.3,4455.3,9.4789,27.016,42.703,2711.0,75.878,120.38,0.32587,79.948,48.617,2639.9,24.141,50.58,3106.8,22.661,65.591,233.09,341.24,94.621,77.06,31.594,8.8803,26.354,6.8021,18.694,1.6516,32.806,13.865,24.041,1.1278,18.538,2.2703,4.804,2.3478,0.024118,0.8417,0.085458,53.486,44.933,62.535,53.883,27.702,60.284,22.446,38.754,34.031,47.876,47.264,40.653,18.872,1
318,0.30611,3708.7,4551.5,9.3499,27.233,42.663,2709.3,75.258,120.4,0.33332,79.812,51.541,2637.7,26.241,51.439,3108.3,22.729,65.596,231.32,340.82,94.706,77.146,32.004,8.9258,26.215,6.8739,18.886,1.6415,32.586,13.742,24.108,1.0884,18.682,2.3001,4.8394,2.3071,0.024118,0.8417,0.085458,53.486,44.933,62.999,53.701,30.228,60.445,22.441,39.616,42.635,49.865,47.488,40.986,18.719,1
319,0.30603,3655.5,4487.5,9.1678,27.23,42.366,2708.1,75.311,120.41,0.33349,79.791,51.586,2637.4,25.731,49.894,3106.8,23.343,65.648,231.58,340.98,94.592,77.095,32.004,8.9258,26.215,6.8739,18.886,1.6415,32.586,13.742,24.108,1.0884,18.682,2.3001,4.8394,2.3071,0.024118,0.8417,0.085458,53.486,44.933,63.914,54.467,30.236,61.291,22.245,39.595,42.766,46.288,47.53,41.04,17.272,1
320,0.26946,3672.2,4480.8,9.3074,27.063,42.221,2710.0,75.101,120.44,0.32001,79.964,49.575,2639.0,23.9,50.195,3105.8,22.922,65.643,231.4,341.39,94.482,76.897,32.029,8.842,26.65,6.8423,19.081,1.6239,32.909,13.907,24.283,1.3494,18.686,2.2275,4.8517,2.2139,-0.0024015,0.84386,0.082003,53.464,44.079,63.037,54.074,26.825,60.613,22.717,37.908,36.85,46.985,47.595,41.392,18.285,1
321,0.27114,3689.1,4497.1,9.2461,26.49,42.317,2707.5,75.936,120.39,0.32132,79.832,51.374,2636.1,24.366,51.994,3104.2,22.928,65.626,230.91,341.33,94.666,76.967,32.029,8.842,26.65,6.8423,19.081,1.6239,32.909,13.907,24.283,1.3494,18.686,2.2275,4.8517,2.2139,-0.0024015,0.84386,0.082003,53.464,44.079,62.747,53.879,26.659,59.25,22.108,37.748,42.144,51.148,47.696,40.825,18.28,1
322,0.26839,3675.4,4502.3,9.2737,26.731,42.334,2706.5,74.369,120.39,0.33735,79.933,50.154,2635.6,25.173,50.805,3103.8,22.667,65.639,230.29,340.66,94.628,77.372,32.34,8.9228,26.178,6.8912,18.867,1.6368,32.424,13.901,24.571,1.2558,18.598,2.3043,4.8055,2.2948,-0.0024015,0.84386,0.082003,53.464,44.079,63.282,53.301,26.798,61.963,22.278,40.221,38.553,48.398,47.809,41.469,18.873,1
323,0.2693,3690.8,4456.4,9.1848,26.905,42.397,2706.7,75.578,120.41,0.33903,80.107,47.589,2635.8,24.202,49.287,3102.7,23.143,65.695,230.8,341.17,94.544,77.094,32.34,8.9228,26.178,6.8912,18.867,1.6368,32.424,13.901,24.571,1.2558,18.598,2.3043,4.8055,2.2948,-0.0024015,0.84386,0.082003,53.464,44.079,63.017,53.851,26.709,63.045,22.546,40.017,31.006,44.883,47.816,41.456,17.749,1
324,0.23949,3657.0,4480.4,9.2793,26.877,42.4,2703.9,75.575,120.41,0.33812,80.053,50.97,2632.7,25.22,49.278,3100.9,23.057,65.741,233.66,340.52,94.672,76.868,32.09,8.9735,26.697,6.7255,18.886,1.6355,32.527,13.901,24.121,1.3733,18.346,2.2634,4.8895,2.2714,-0.0024015,0.84386,0.082003,53.464,44.079,63.185,54.056,23.744,59.782,22.242,40.096,40.953,44.864,47.614,40.745,17.974,1
325,0.23961,3682.8,4516.7,9.3206,26.999,42.343,2702.6,75.375,120.38,0.33864,79.993,48.208,2631.5,23.28,50.541,3098.8,23.37,65.747,230.69,340.75,94.672,77.201,32.09,8.9735,26.697,6.7255,18.886,1.6355,32.527,13.901,24.121,1.3733,18.346,2.2634,4.8895,2.2714,0.027463,0.83621,0.10763,53.902,44.209,62.74,53.621,23.732,62.469,22.308,40.033,32.826,47.785,48.001,41.362,17.212,1
326,0.26825,3700.2,4504.0,9.3629,26.825,42.3,2701.6,75.065,120.4,0.33731,79.994,49.375,2630.0,25.219,49.246,3099.9,22.783,65.736,233.46,340.22,94.62,77.093,32.269,8.8357,26.756,6.9537,18.316,1.6596,32.903,13.78,24.302,1.3455,18.906,2.2878,4.8422,2.3606,0.027463,0.83621,0.10763,53.902,44.209,63.964,53.709,25.616,59.506,21.668,40.289,36.262,44.79,47.837,41.282,18.614,1
327,0.26406,3706.0,4521.0,9.2687,26.931,42.159,2700.9,74.429,120.39,0.33871,80.057,49.788,2629.7,24.942,50.337,3098.9,22.755,65.758,231.01,340.57,94.614,77.099,32.269,8.8357,26.756,6.9537,18.316,1.6596,32.903,13.78,24.302,1.3455,18.906,2.2878,4.8422,2.3606,0.027463,0.83621,0.10763,53.902,44.209,63.865,53.506,26.028,62.107,22.065,40.119,37.476,47.314,48.136,41.531,18.682,1
328,0.2473,3662.0,4541.5,9.3711,26.727,42.172,2701.3,76.151,120.4,0.32444,80.17,51.176,2629.7,25.397,48.951,3098.3,23.916,65.794,234.71,340.08,94.547,76.987,31.795,9.0398,25.992,6.8966,18.582,1.6887,32.841,13.832,24.326,1.243,18.804,2.2857,4.8395,2.2894,0.027463,0.83621,0.10763,53.902,44.209,62.66,54.69,24.29,58.349,21.911,38.654,41.562,44.106,47.887,41.152,15.929,1
329,0.24643,3638.1,4592.3,9.164,26.766,41.875,2700.5,75.669,120.39,0.32435,80.14,51.953,2628.9,26.989,50.79,3098.2,23.424,65.824,232.55,339.97,94.765,76.961,31.795,9.0398,25.992,6.8966,18.582,1.6887,32.841,13.832,24.326,1.243,18.804,2.2857,4.8395,2.2894,0.027463,0.83621,0.10763,53.902,44.209,63.071,54.082,24.375,63.046,21.778,38.666,43.848,48.362,48.159,40.249,17.103,1
330,0.29403,3632.7,4545.2,9.3315,26.542,42.445,2699.7,74.999,120.4,0.33241,80.063,51.132,2628.0,25.572,48.755,3098.3,23.096,65.834,233.24,339.63,94.54,77.037,32.051,8.9502,26.121,6.942,19.111,1.7085,32.354,13.711,23.841,1.3014,18.777,2.2545,4.8572,2.261,0.019446,0.85035,0.10574,54.147,43.442,63.625,54.048,29.026,62.452,21.733,39.047,41.43,43.652,47.988,41.002,17.884,1
331,0.29579,3637.9,4492.0,9.3187,26.716,42.077,2701.0,74.673,120.37,0.32934,80.146,50.187,2628.7,23.454,50.849,3100.3,23.243,65.802,234.1,339.55,94.779,77.266,32.051,8.9502,26.121,6.942,19.111,1.7085,32.354,13.711,23.841,1.3014,18.777,2.2545,4.8572,2.261,0.019446,0.85035,0.10574,54.147,43.442,63.535,54.685,28.853,61.375,21.481,39.421,38.65,48.498,47.909,39.557,17.513,1
332,0.27527,3629.5,4483.7,9.2753,27.144,41.994,2703.4,74.62,120.4,0.31418,80.388,49.798,2631.6,25.258,50.533,3100.6,23.255,65.846,234.65,339.78,94.497,77.594,32.254,8.8449,26.505,6.7978,19.209,1.7074,32.695,13.836,23.988,1.2037,19.003,2.2487,4.8526,2.3649,0.019446,0.85035,0.10574,54.147,43.442,63.246,53.473,26.537,59.717,22.196,37.968,37.505,47.767,47.856,41.359,17.448,1
333,0.27106,3680.9,4453.0,9.3114,26.753,42.174,2701.6,75.025,120.37,0.31494,80.332,47.581,2629.3,24.94,51.043,3100.9,23.36,65.918,233.82,339.3,94.764,76.782,32.254,8.8449,26.505,6.7978,19.209,1.7074,32.695,13.836,23.988,1.2037,19.003,2.2487,4.8526,2.3649,0.019446,0.85035,0.10574,54.147,43.442,62.361,53.84,26.95,59.761,21.247,37.875,30.981,48.949,47.921,39.912,17.245,1
334,0.25233,3692.1,4463.7,9.3412,26.818,42.197,2697.9,75.23,120.4,0.32972,80.054,49.215,2626.2,26.096,48.952,3096.7,24.111,65.892,232.33,339.84,94.623,76.946,32.012,9.0233,26.111,6.8296,19.054,1.6615,32.943,13.901,23.947,1.1856,19.23,2.255,4.9544,2.3444,0.019446,0.85035,0.10574,54.147,43.442,63.446,53.408,25.006,61.482,21.721,39.338,35.788,44.11,48.049,41.331,15.468,1
335,0.25459,3675.5,4433.1,9.3316,27.409,42.039,2698.0,75.406,120.41,0.33053,80.17,51.012,2627.3,24.346,50.369,3095.3,22.145,65.886,232.97,340.14,94.593,77.426,32.012,9.0233,26.111,6.8296,19.054,1.6615,32.943,13.901,23.947,1.1856,19.23,2.255,4.9544,2.3444,0.026085,0.84335,0.10527,52.543,43.852,63.73,53.775,24.784,59.697,22.153,39.239,41.078,47.387,48.365,41.161,20.097,1
336,0.27681,3650.7,4471.4,9.2176,27.09,42.1,2696.9,75.029,120.4,0.33714,80.148,49.297,2625.1,24.381,51.279,3094.1,23.672,65.902,234.44,339.84,94.594,76.984,31.792,9.0092,26.399,6.78,18.829,1.6787,32.797,13.98,23.91,1.1305,19.079,2.3179,4.8369,2.1912,0.026085,0.84335,0.10527,52.543,43.852,63.942,53.636,27.312,63.292,21.852,40.228,36.031,49.495,48.392,40.931,16.506,1
337,0.28003,3675.3,4480.2,9.2519,26.605,42.35,2695.1,74.751,120.42,0.33518,80.12,50.839,2623.6,27.073,49.074,3094.8,22.152,65.907,235.04,339.21,94.635,77.179,31.792,9.0092,26.399,6.78,18.829,1.6787,32.797,13.98,23.91,1.1305,19.079,2.3179,4.8369,2.1912,0.026085,0.84335,0.10527,52.543,43.852,63.52,53.531,26.995,60.225,21.446,40.467,40.569,44.39,48.498,41.108,20.111,1
338,0.29967,3663.0,4494.4,9.2948,27.181,42.272,2695.2,76.045,120.4,0.34622,80.166,50.495,2623.2,24.946,51.726,3094.5,22.303,65.907,233.28,339.43,94.67,77.158,32.236,9.0224,26.125,6.9814,19.197,1.6604,33.033,13.941,23.636,1.2679,18.942,2.2507,4.9229,2.2944,0.026085,0.84335,0.10527,52.543,43.852,64.239,53.886,29.848,61.036,21.587,41.42,39.558,50.528,48.811,41.352,19.761,1
339,0.30326,3665.0,4488.0,9.3507,26.661,42.302,2695.6,74.843,120.43,0.34396,80.349,49.007,2624.7,25.408,49.511,3095.2,23.545,65.94,236.9,339.11,94.488,77.535,32.236,9.0224,26.125,6.9814,19.197,1.6604,33.033,13.941,23.636,1.2679,18.942,2.2507,4.9229,2.2944,0.026085,0.84335,0.10527,52.543,43.852,64.204,53.962,29.494,58.501,21.572,41.695,35.179,45.403,48.646,40.844,16.773,1
340,-0.0017909,3649.7,4479.9,9.3486,26.376,42.36,2696.3,75.073,120.38,0.33695,80.404,50.128,2625.3,26.973,50.039,3090.9,22.841,65.651,226.85,341.23,94.663,77.219,32.294,9.0822,26.056,6.9624,18.749,1.6767,33.065,13.966,23.52,1.3563,18.466,2.2213,4.8492,2.232,0.018032,0.87043,0.10962,53.559,43.529,63.137,53.947,55.305,60.589,21.851,39.439,38.475,46.624,46.689,41.07,18.36,4
341,-0.00023398,3647.2,4516.1,9.4251,27.079,42.219,2691.6,74.902,120.4,0.33798,80.261,49.498,2620.1,24.557,51.057,3087.6,22.927,65.689,225.73,339.68,94.881,77.214,32.294,9.0822,26.056,6.9624,18.749,1.6767,33.065,13.966,23.52,1.3563,18.466,2.2213,4.8492,2.232,0.018032,0.87043,0.10962,53.559,43.529,63.179,53.514,55.152,61.226,21.88,39.313,36.623,48.981,46.902,40.72,18.164,4
342,-0.0014399,3648.7,4505.7,9.4751,26.75,42.541,2687.4,74.586,120.38,0.35002,80.218,52.358,2615.1,27.152,50.337,3085.5,23.086,65.717,227.54,338.73,94.924,77.008,32.414,8.9565,26.225,6.6927,18.938,1.6194,32.598,13.782,23.943,1.3275,18.333,2.2519,4.8318,2.325,0.018032,0.87043,0.10962,53.559,43.529,62.886,53.982,48.969,61.321,21.549,42.256,45.039,47.313,46.858,40.201,17.805,4
343,0.00081852,3677.2,4491.0,9.3838,26.869,42.306,2685.4,74.567,120.37,0.35014,80.242,48.569,2613.0,26.437,50.863,3084.7,22.514,65.694,228.01,337.58,95.038,77.084,32.414,8.9565,26.225,6.6927,18.938,1.6194,32.598,13.782,23.943,1.3275,18.333,2.2519,4.8318,2.325,0.018032,0.87043,0.10962,53.559,43.529,62.396,54.157,48.747,61.787,20.996,42.241,33.889,48.531,46.935,40.055,19.167,4
344,0.00056012,3731.9,4481.1,9.3738,26.891,41.865,2685.8,75.427,120.41,0.33023,80.453,50.083,2613.1,25.424,50.015,3086.3,21.841,65.715,227.64,336.39,94.922,77.287,31.876,9.0761,25.869,6.9977,18.683,1.6378,32.928,13.952,23.704,1.3771,19.035,2.2544,4.9061,2.2952,0.018032,0.87043,0.10962,53.559,43.529,63.871,53.801,46.147,59.756,20.967,39.824,38.345,46.568,47.081,40.693,20.741,4
345,0.00065064,3762.9,4542.0,9.4089,26.79,41.982,2685.3,74.259,120.4,0.32964,80.607,48.58,2612.3,25.053,49.606,3088.1,22.153,65.798,228.58,334.88,94.891,77.17,31.876,9.0761,25.869,6.9977,18.683,1.6378,32.928,13.952,23.704,1.3771,19.035,2.2544,4.9061,2.2952,0.022881,0.85299,0.11356,53.254,44.275,63.337,53.071,46.138,61.285,20.55,39.896,33.921,45.623,47.743,39.862,20.001,4
346,0.00023858,3637.9,4524.4,9.2982,26.757,42.154,2683.0,74.306,120.4,0.3484,80.647,50.893,2609.9,24.675,49.261,3087.1,23.153,65.901,232.98,333.76,94.905,77.375,31.9,9.113,26.226,6.8857,18.831,1.6882,31.914,13.877,23.542,1.2785,18.727,2.2623,4.8904,2.3498,0.022881,0.85299,0.11356,53.254,44.275,62.848,53.9,56.501,60.332,20.171,42.208,40.727,44.824,47.734,40.493,17.612,4
347,-0.0019922,3651.0,4509.3,9.3617,26.712,42.498,2684.8,73.576,120.39,0.34572,80.743,49.04,2610.9,25.038,50.819,3088.6,22.965,65.947,231.79,333.37,95.144,77.15,31.9,9.113,26.226,6.8857,18.831,1.6882,31.914,13.877,23.542,1.2785,18.727,2.2623,4.8904,2.3498,0.022881,0.85299,0.11356,53.254,44.275,62.622,54.082,56.72,62.867,20.021,42.534,35.274,48.429,48.221,39.876,18.062,4
348,-0.00061299,3689.7,4459.5,9.3935,27.05,42.304,2682.9,75.405,120.4,0.34207,80.703,49.678,2609.3,24.886,51.847,3090.3,22.701,66.009,232.37,331.56,95.005,77.278,31.6,8.9422,26.433,7.0543,18.844,1.6575,31.502,13.764,23.644,1.307,18.755,2.2943,4.9534,2.3162,0.022881,0.85299,0.11356,53.254,44.275,62.884,54.317,56.74,62.021,19.646,41.13,37.153,50.809,48.548,40.24,18.688,4
349,0.0019713,3658.1,4479.5,9.4539,26.879,42.106,2684.2,74.543,120.39,0.3387,80.737,49.781,2610.8,24.976,51.687,3092.1,23.204,66.041,234.22,330.77,95.041,77.258,31.6,8.9422,26.433,7.0543,18.844,1.6575,31.502,13.764,23.644,1.307,18.755,2.2943,4.9534,2.3162,0.022881,0.85299,0.11356,53.254,44.275,63.427,54.078,56.486,62.347,19.621,41.542,37.457,50.437,48.762,39.986,17.499,4
350,-0.00055609,3669.3,4494.5,9.5196,27.128,42.208,2687.5,74.552,120.41,0.32429,80.965,50.193,2613.3,24.13,51.334,3095.7,23.062,66.09,233.59,329.81,94.954,77.682,31.023,8.93,26.945,6.9087,18.902,1.6868,32.214,13.996,23.783,1.2279,19.394,2.2845,4.9968,2.4465,0.01021,0.85453,0.097284,53.303,44.98,61.672,53.857,63.338,59.19,19.346,40.273,38.667,49.621,48.793,40.613,17.787,4
351,-0.00028224,3634.8,4458.2,9.3881,26.593,42.116,2687.5,73.74,120.38,0.32744,80.884,50.577,2612.9,25.731,50.776,3097.3,22.122,66.145,233.45,329.12,95.28,76.978,31.023,8.93,26.945,6.9087,18.902,1.6868,32.214,13.996,23.783,1.2279,19.394,2.2845,4.9968,2.4465,0.01021,0.85453,0.097284,53.303,44.98,62.265,54.292,63.311,61.826,18.955,39.889,39.799,48.329,49.004,39.858,20.06,4
352,0.00051264,3695.0,4471.8,9.4983,26.73,42.202,2687.3,74.387,120.38,0.35177,80.739,49.857,2613.5,26.18,48.97,3098.4,23.744,66.141,235.25,328.34,95.093,77.379,30.9,8.9849,27.116,7.006,19.779,1.6359,30.939,13.901,24.429,1.2808,19.677,2.2783,4.988,2.3123,0.01021,0.85453,0.097284,53.303,44.98,62.412,53.971,76.003,62.592,18.766,43.191,37.679,44.15,49.047,39.37,16.199,4
353,-0.0018509,3648.4,4473.8,9.6007,27.008,42.026,2689.9,74.507,120.41,0.3501,80.8,49.496,2615.7,24.6,50.855,3102.6,23.086,66.125,234.29,327.57,95.096,77.453,30.9,8.9849,27.116,7.006,19.779,1.6359,30.939,13.901,24.429,1.2808,19.677,2.2783,4.988,2.3123,0.01021,0.85453,0.097284,53.303,44.98,63.215,53.946,76.236,59.156,18.672,43.394,36.617,48.514,49.335,40.191,17.761,4
354,-0.00041101,3648.6,4349.9,9.5257,26.914,42.321,2693.3,73.691,120.4,0.3425,80.99,49.702,2617.8,24.188,50.771,3105.8,22.265,66.127,236.68,326.52,94.992,77.629,30.241,8.9621,26.85,6.8321,19.037,1.6845,31.188,13.866,24.955,1.4874,19.47,2.257,4.9404,2.4255,0.01021,0.85453,0.097284,53.303,44.98,62.287,53.181,80.938,61.444,18.485,41.977,37.224,48.318,49.324,39.867,19.68,4
355,0.0018782,3616.4,4357.7,9.4692,26.769,42.392,2693.7,73.179,120.39,0.341,80.94,50.129,2619.1,24.429,49.245,3108.3,22.427,66.159,236.21,326.28,95.303,77.191,30.241,8.9621,26.85,6.8321,19.037,1.6845,31.188,13.866,24.955,1.4874,19.47,2.257,4.9404,2.4255,0.019828,0.83888,0.11063,53.12,44.467,62.841,53.088,80.712,61.704,18.327,42.16,38.479,44.787,49.636,39.637,19.322,4
356,-0.00047006,3658.9,4458.9,9.5032,26.963,42.482,2693.6,73.894,120.37,0.33502,80.654,50.171,2618.6,25.904,50.741,3110.1,23.097,66.145,237.4,324.89,95.015,77.129,30.584,8.8577,26.904,7.0597,19.246,1.672,30.447,14.009,25.657,1.3167,19.509,2.248,4.9495,2.3883,0.019828,0.83888,0.11063,53.12,44.467,63.601,53.592,96.801,64.45,17.86,42.05,38.603,48.249,49.763,39.388,17.759,4
