,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
271,0.22498,3672.3,4536.4,9.3245,26.64,42.284,2709.8,75.614,120.39,0.33847,79.783,51.718,2638.5,25.312,50.181,3106.1,22.982,65.584,230.62,341.67,94.52,76.875,31.958,8.7982,26.833,6.9025,18.668,1.6478,32.912,13.657,24.339,1.2346,18.802,2.2353,4.8237,2.2524,0.023494,0.84283,0.10198,54.527,44.015,63.476,54.75,21.963,59.973,22.27,39.996,43.155,46.952,47.409,41.555,18.113
272,0.26198,3688.3,4497.3,9.3131,27.0,42.297,2709.6,75.495,120.39,0.31152,79.841,52.242,2638.6,24.664,49.531,3108.0,24.051,65.581,231.16,340.94,94.718,77.369,32.134,8.9931,26.262,6.9061,18.497,1.661,32.547,13.823,24.244,1.2325,18.613,2.2548,4.7559,2.2233,0.023494,0.84283,0.10198,54.527,44.015,62.56,54.404,25.924,59.39,22.165,36.826,44.696,45.448,47.241,40.979,15.543
273,0.26247,3683.1,4548.3,9.2738,27.04,42.392,2712.1,74.975,120.37,0.3118,80.01,49.992,2640.3,24.84,50.094,3108.8,22.221,65.604,230.36,340.83,94.511,77.467,32.134,8.9931,26.262,6.9061,18.497,1.661,32.547,13.823,24.244,1.2325,18.613,2.2548,4.7559,2.2233,0.023494,0.84283,0.10198,54.527,44.015,62.65,53.793,25.876,61.557,22.436,36.792,38.076,46.751,47.191,40.579,19.875
274,0.24559,3643.4,4534.3,9.2457,26.93,42.023,2712.3,76.429,120.41,0.3267,80.103,49.449,2641.2,25.477,50.673,3109.8,22.576,65.662,228.28,340.92,94.721,77.264,31.815,8.7654,26.639,6.9844,19.097,1.6853,32.917,13.799,24.299,1.3504,18.593,2.2589,4.7774,2.295,0.023494,0.84283,0.10198,54.527,44.015,63.28,54.414,24.474,59.462,22.306,39.305,36.478,48.092,47.251,41.056,19.031
275,0.24632,3680.9,4538.6,9.3829,26.846,42.295,2709.9,76.059,120.39,0.3278,79.96,51.833,2638.6,24.006,49.698,3107.9,22.993,65.667,229.24,340.74,94.507,76.868,31.815,8.7654,26.639,6.9844,19.097,1.6853,32.917,13.799,24.299,1.3504,18.593,2.2589,4.7774,2.295,0.024118,0.8417,0.085458,53.486,44.933,62.636,54.362,24.403,61.995,22.197,39.171,43.495,45.836,47.472,40.817,18.079
276,0.27902,3653.4,4474.4,9.2148,26.725,41.825,2708.2,75.202,120.39,0.32473,79.765,49.999,2636.5,25.839,52.613,3105.6,22.593,65.643,230.69,340.72,94.859,76.962,31.594,8.8803,26.354,6.8021,18.694,1.6516,32.806,13.865,24.041,1.1278,18.538,2.2703,4.804,2.3478,0.024118,0.8417,0.085458,53.486,44.933,62.362,53.655,27.694,62.421,22.031,38.893,38.098,52.582,47.409,40.317,19.042
277,0.27893,3643.3,4455.3,9.4789,27.016,42.703,2711.0,75.878,120.38,0.32587,79.948,48.617,2639.9,24.141,50.58,3106.8,22.661,65.591,233.09,341.24,94.621,77.06,31.594,8.8803,26.354,6.8021,18.694,1.6516,32.806,13.865,24.041,1.1278,18.538,2.2703,4.804,2.3478,0.024118,0.8417,0.085458,53.486,44.933,62.535,53.883,27.702,60.284,22.446,38.754,34.031,47.876,47.264,40.653,18.872
278,0.30611,3708.7,4551.5,9.3499,27.233,42.663,2709.3,75.258,120.4,0.33332,79.812,51.541,2637.7,26.241,51.439,3108.3,22.729,65.596,231.32,340.82,94.706,77.146,32.004,8.9258,26.215,6.8739,18.886,1.6415,32.586,13.742,24.108,1.0884,18.682,2.3001,4.8394,2.3071,0.024118,0.8417,0.085458,53.486,44.933,62.999,53.701,30.228,60.445,22.441,39.616,42.635,49.865,47.488,40.986,18.719
279,0.30603,3655.5,4487.5,9.1678,27.23,42.366,2708.1,75.311,120.41,0.33349,79.791,51.586,2637.4,25.731,49.894,3106.8,23.343,65.648,231.58,340.98,94.592,77.095,32.004,8.9258,26.215,6.8739,18.886,1.6415,32.586,13.742,24.108,1.0884,18.682,2.3001,4.8394,2.3071,0.024118,0.8417,0.085458,53.486,44.933,63.914,54.467,30.236,61.291,22.245,39.595,42.766,46.288,47.53,41.04,17.272
280,0.26946,3672.2,4480.8,9.3074,27.063,42.221,2710.0,75.101,120.44,0.32001,79.964,49.575,2639.0,23.9,50.195,3105.8,22.922,65.643,231.4,341.39,94.482,76.897,32.029,8.842,26.65,6.8423,19.081,1.6239,32.909,13.907,24.283,1.3494,18.686,2.2275,4.8517,2.2139,-0.0024015,0.84386,0.082003,53.464,44.079,63.037,54.074,26.825,60.613,22.717,37.908,36.85,46.985,47.595,41.392,18.285
281,0.27114,3689.1,4497.1,9.2461,26.49,42.317,2707.5,75.936,120.39,0.32132,79.832,51.374,2636.1,24.366,51.994,3104.2,22.928,65.626,230.91,341.33,94.666,76.967,32.029,8.842,26.65,6.8423,19.081,1.6239,32.909,13.907,24.283,1.3494,18.686,2.2275,4.8517,2.2139,-0.0024015,0.84386,0.082003,53.464,44.079,62.747,53.879,26.659,59.25,22.108,37.748,42.144,51.148,47.696,40.825,18.28
282,0.26839,3675.4,4502.3,9.2737,26.731,42.334,2706.5,74.369,120.39,0.33735,79.933,50.154,2635.6,25.173,50.805,3103.8,22.667,65.639,230.29,340.66,94.628,77.372,32.34,8.9228,26.178,6.8912,18.867,1.6368,32.424,13.901,24.571,1.2558,18.598,2.3043,4.8055,2.2948,-0.0024015,0.84386,0.082003,53.464,44.079,63.282,53.301,26.798,61.963,22.278,40.221,38.553,48.398,47.809,41.469,18.873
283,0.2693,3690.8,4456.4,9.1848,26.905,42.397,2706.7,75.578,120.41,0.33903,80.107,47.589,2635.8,24.202,49.287,3102.7,23.143,65.695,230.8,341.17,94.544,77.094,32.34,8.9228,26.178,6.8912,18.867,1.6368,32.424,13.901,24.571,1.2558,18.598,2.3043,4.8055,2.2948,-0.0024015,0.84386,0.082003,53.464,44.079,63.017,53.851,26.709,63.045,22.546,40.017,31.006,44.883,47.816,41.456,17.749
284,0.23949,3657.0,4480.4,9.2793,26.877,42.4,2703.9,75.575,120.41,0.33812,80.053,50.97,2632.7,25.22,49.278,3100.9,23.057,65.741,233.66,340.52,94.672,76.868,32.09,8.9735,26.697,6.7255,18.886,1.6355,32.527,13.901,24.121,1.3733,18.346,2.2634,4.8895,2.2714,-0.0024015,0.84386,0.082003,53.464,44.079,63.185,54.056,23.744,59.782,22.242,40.096,40.953,44.864,47.614,40.745,17.974
285,0.23961,3682.8,4516.7,9.3206,26.999,42.343,2702.6,75.375,120.38,0.33864,79.993,48.208,2631.5,23.28,50.541,3098.8,23.37,65.747,230.69,340.75,94.672,77.201,32.09,8.9735,26.697,6.7255,18.886,1.6355,32.527,13.901,24.121,1.3733,18.346,2.2634,4.8895,2.2714,0.027463,0.83621,0.10763,53.902,44.209,62.74,53.621,23.732,62.469,22.308,40.033,32.826,47.785,48.001,41.362,17.212
286,0.26825,3700.2,4504.0,9.3629,26.825,42.3,2701.6,75.065,120.4,0.33731,79.994,49.375,2630.0,25.219,49.246,3099.9,22.783,65.736,233.46,340.22,94.62,77.093,32.269,8.8357,26.756,6.9537,18.316,1.6596,32.903,13.78,24.302,1.3455,18.906,2.2878,4.8422,2.3606,0.027463,0.83621,0.10763,53.902,44.209,63.964,53.709,25.616,59.506,21.668,40.289,36.262,44.79,47.837,41.282,18.614
287,0.26406,3706.0,4521.0,9.2687,26.931,42.159,2700.9,74.429,120.39,0.33871,80.057,49.788,2629.7,24.942,50.337,3098.9,22.755,65.758,231.01,340.57,94.614,77.099,32.269,8.8357,26.756,6.9537,18.316,1.6596,32.903,13.78,24.302,1.3455,18.906,2.2878,4.8422,2.3606,0.027463,0.83621,0.10763,53.902,44.209,63.865,53.506,26.028,62.107,22.065,40.119,37.476,47.314,48.136,41.531,18.682
288,0.2473,3662.0,4541.5,9.3711,26.727,42.172,2701.3,76.151,120.4,0.32444,80.17,51.176,2629.7,25.397,48.951,3098.3,23.916,65.794,234.71,340.08,94.547,76.987,31.795,9.0398,25.992,6.8966,18.582,1.6887,32.841,13.832,24.326,1.243,18.804,2.2857,4.8395,2.2894,0.027463,0.83621,0.10763,53.902,44.209,62.66,54.69,24.29,58.349,21.911,38.654,41.562,44.106,47.887,41.152,15.929
289,0.24643,3638.1,4592.3,9.164,26.766,41.875,2700.5,75.669,120.39,0.32435,80.14,51.953,2628.9,26.989,50.79,3098.2,23.424,65.824,232.55,339.97,94.765,76.961,31.795,9.0398,25.992,6.8966,18.582,1.6887,32.841,13.832,24.326,1.243,18.804,2.2857,4.8395,2.2894,0.027463,0.83621,0.10763,53.902,44.209,63.071,54.082,24.375,63.046,21.778,38.666,43.848,48.362,48.159,40.249,17.103
290,0.29403,3632.7,4545.2,9.3315,26.542,42.445,2699.7,74.999,120.4,0.33241,80.063,51.132,2628.0,25.572,48.755,3098.3,23.096,65.834,233.24,339.63,94.54,77.037,32.051,8.9502,26.121,6.942,19.111,1.7085,32.354,13.711,23.841,1.3014,18.777,2.2545,4.8572,2.261,0.019446,0.85035,0.10574,54.147,43.442,63.625,54.048,29.026,62.452,21.733,39.047,41.43,43.652,47.988,41.002,17.884
291,0.29579,3637.9,4492.0,9.3187,26.716,42.077,2701.0,74.673,120.37,0.32934,80.146,50.187,2628.7,23.454,50.849,3100.3,23.243,65.802,234.1,339.55,94.779,77.266,32.051,8.9502,26.121,6.942,19.111,1.7085,32.354,13.711,23.841,1.3014,18.777,2.2545,4.8572,2.261,0.019446,0.85035,0.10574,54.147,43.442,63.535,54.685,28.853,61.375,21.481,39.421,38.65,48.498,47.909,39.557,17.513
292,0.27527,3629.5,4483.7,9.2753,27.144,41.994,2703.4,74.62,120.4,0.31418,80.388,49.798,2631.6,25.258,50.533,3100.6,23.255,65.846,234.65,339.78,94.497,77.594,32.254,8.8449,26.505,6.7978,19.209,1.7074,32.695,13.836,23.988,1.2037,19.003,2.2487,4.8526,2.3649,0.019446,0.85035,0.10574,54.147,43.442,63.246,53.473,26.537,59.717,22.196,37.968,37.505,47.767,47.856,41.359,17.448
293,0.27106,3680.9,4453.0,9.3114,26.753,42.174,2701.6,75.025,120.37,0.31494,80.332,47.581,2629.3,24.94,51.043,3100.9,23.36,65.918,233.82,339.3,94.764,76.782,32.254,8.8449,26.505,6.7978,19.209,1.7074,32.695,13.836,23.988,1.2037,19.003,2.2487,4.8526,2.3649,0.019446,0.85035,0.10574,54.147,43.442,62.361,53.84,26.95,59.761,21.247,37.875,30.981,48.949,47.921,39.912,17.245
294,0.25233,3692.1,4463.7,9.3412,26.818,42.197,2697.9,75.23,120.4,0.32972,80.054,49.215,2626.2,26.096,48.952,3096.7,24.111,65.892,232.33,339.84,94.623,76.946,32.012,9.0233,26.111,6.8296,19.054,1.6615,32.943,13.901,23.947,1.1856,19.23,2.255,4.9544,2.3444,0.019446,0.85035,0.10574,54.147,43.442,63.446,53.408,25.006,61.482,21.721,39.338,35.788,44.11,48.049,41.331,15.468
295,0.25459,3675.5,4433.1,9.3316,27.409,42.039,2698.0,75.406,120.41,0.33053,80.17,51.012,2627.3,24.346,50.369,3095.3,22.145,65.886,232.97,340.14,94.593,77.426,32.012,9.0233,26.111,6.8296,19.054,1.6615,32.943,13.901,23.947,1.1856,19.23,2.255,4.9544,2.3444,0.026085,0.84335,0.10527,52.543,43.852,63.73,53.775,24.784,59.697,22.153,39.239,41.078,47.387,48.365,41.161,20.097
296,0.27681,3650.7,4471.4,9.2176,27.09,42.1,2696.9,75.029,120.4,0.33714,80.148,49.297,2625.1,24.381,51.279,3094.1,23.672,65.902,234.44,339.84,94.594,76.984,31.792,9.0092,26.399,6.78,18.829,1.6787,32.797,13.98,23.91,1.1305,19.079,2.3179,4.8369,2.1912,0.026085,0.84335,0.10527,52.543,43.852,63.942,53.636,27.312,63.292,21.852,40.228,36.031,49.495,48.392,40.931,16.506
297,0.28003,3675.3,4480.2,9.2519,26.605,42.35,2695.1,74.751,120.42,0.33518,80.12,50.839,2623.6,27.073,49.074,3094.8,22.152,65.907,235.04,339.21,94.635,77.179,31.792,9.0092,26.399,6.78,18.829,1.6787,32.797,13.98,23.91,1.1305,19.079,2.3179,4.8369,2.1912,0.026085,0.84335,0.10527,52.543,43.852,63.52,53.531,26.995,60.225,21.446,40.467,40.569,44.39,48.498,41.108,20.111
298,0.29967,3663.0,4494.4,9.2948,27.181,42.272,2695.2,76.045,120.4,0.34622,80.166,50.495,2623.2,24.946,51.726,3094.5,22.303,65.907,233.28,339.43,94.67,77.158,32.236,9.0224,26.125,6.9814,19.197,1.6604,33.033,13.941,23.636,1.2679,18.942,2.2507,4.9229,2.2944,0.026085,0.84335,0.10527,52.543,43.852,64.239,53.886,29.848,61.036,21.587,41.42,39.558,50.528,48.811,41.352,19.761
299,0.30326,3665.0,4488.0,9.3507,26.661,42.302,2695.6,74.843,120.43,0.34396,80.349,49.007,2624.7,25.408,49.511,3095.2,23.545,65.94,236.9,339.11,94.488,77.535,32.236,9.0224,26.125,6.9814,19.197,1.6604,33.033,13.941,23.636,1.2679,18.942,2.2507,4.9229,2.2944,0.026085,0.84335,0.10527,52.543,43.852,64.204,53.962,29.494,58.501,21.572,41.695,35.179,45.403,48.646,40.844,16.773
300,0.25953,3682.7,4510.2,9.2751,27.107,42.332,2693.5,75.285,120.38,0.3425,80.253,51.272,2620.9,26.366,50.44,3092.9,23.329,65.999,237.01,339.26,94.681,77.169,32.12,8.8982,26.594,7.0672,19.138,1.6619,33.145,13.907,23.587,1.4362,18.848,2.32,4.8011,2.3229,0.010675,0.84439,0.096639,53.766,43.966,62.135,52.753,25.703,60.915,21.497,41.024,41.845,47.552,48.63,40.41,17.306
301,0.2599,3653.9,4404.3,9.2213,26.406,42.418,2693.6,75.014,120.4,0.34431,80.352,48.244,2621.8,25.244,49.997,3092.1,22.862,66.036,234.49,339.92,94.748,77.622,32.12,8.8982,26.594,7.0672,19.138,1.6619,33.145,13.907,23.587,1.4362,18.848,2.32,4.8011,2.3229,0.010675,0.84439,0.096639,53.766,43.966,62.631,54.02,25.668,61.317,21.289,40.803,32.931,46.528,48.936,41.066,18.377
302,0.2705,3654.0,4442.6,9.3474,27.01,42.418,2694.9,75.174,120.4,0.339,80.461,50.147,2622.8,26.494,50.76,3093.1,22.407,66.069,235.26,339.67,94.704,77.416,32.021,8.7238,26.064,6.8504,19.427,1.6627,32.572,13.911,23.446,1.361,18.819,2.2603,4.909,2.3505,0.010675,0.84439,0.096639,53.766,43.966,61.743,53.641,26.847,59.598,21.627,40.708,38.532,48.293,48.949,41.255,19.457
303,0.27144,3624.0,4486.7,9.2664,26.946,42.567,2695.6,74.615,120.4,0.33818,80.474,49.041,2623.7,24.027,50.436,3093.0,23.119,66.118,233.01,339.73,94.813,77.291,32.021,8.7238,26.064,6.8504,19.427,1.6627,32.572,13.911,23.446,1.361,18.819,2.2603,4.909,2.3505,0.010675,0.84439,0.096639,53.766,43.966,62.258,53.113,26.755,62.472,21.869,40.807,35.279,47.543,49.228,40.308,17.767
304,0.28242,3663.1,4418.9,9.2918,27.067,42.271,2696.3,75.233,120.41,0.33683,80.471,50.312,2625.3,25.082,50.206,3094.8,22.208,66.108,233.3,339.74,94.724,77.269,32.489,8.9909,26.047,6.9429,19.211,1.6747,33.168,13.93,23.397,1.2018,18.822,2.2832,4.9519,2.3444,0.010675,0.84439,0.096639,53.766,43.966,63.414,53.131,27.792,61.662,21.961,41.186,39.019,47.011,49.283,42.027,19.918
305,0.28193,3688.4,4449.0,9.3012,26.872,42.601,2694.1,73.72,120.4,0.3395,80.111,50.765,2622.1,24.963,50.967,3092.8,22.73,66.096,234.42,340.25,94.655,76.905,32.489,8.9909,26.047,6.9429,19.211,1.6747,33.168,13.93,23.397,1.2018,18.822,2.2832,4.9519,2.3444,0.020765,0.83343,0.092772,54.503,43.792,62.98,52.771,27.84,60.104,21.712,40.861,40.353,48.771,49.307,40.234,18.724
306,0.23623,3637.0,4444.0,9.314,26.772,42.428,2693.7,75.657,120.39,0.34391,80.118,49.307,2622.7,25.636,50.046,3090.7,22.907,66.022,234.95,340.84,94.671,77.424,32.202,9.0321,25.994,6.8549,18.954,1.7008,33.244,13.826,23.835,1.1506,18.732,2.3167,4.9438,2.2553,0.020765,0.83343,0.092772,54.503,43.792,63.039,53.269,23.29,60.329,21.714,40.987,36.06,46.64,49.364,40.724,18.278
307,0.2357,3628.5,4439.7,9.3819,27.002,42.382,2695.7,75.362,120.43,0.34157,80.321,49.03,2623.7,25.411,50.907,3092.7,22.698,66.023,238.25,340.43,94.699,77.366,32.202,9.0321,25.994,6.8549,18.954,1.7008,33.244,13.826,23.835,1.1506,18.732,2.3167,4.9438,2.2553,0.020765,0.83343,0.092772,54.503,43.792,63.184,53.32,23.342,59.657,22.133,41.272,35.247,48.632,49.171,41.368,18.765
308,0.26294,3633.7,4473.7,9.3949,26.886,42.327,2695.4,74.355,120.42,0.33248,80.207,50.282,2623.9,25.453,50.676,3093.4,23.973,66.058,235.13,340.51,94.667,76.814,32.257,8.8895,26.274,7.0819,18.915,1.6622,32.499,13.805,23.99,1.5024,19.064,2.2189,4.8831,2.2802,0.020765,0.83343,0.092772,54.503,43.792,63.851,53.491,25.799,61.935,21.7,39.682,38.93,48.099,49.549,40.404,15.782
309,0.26396,3659.0,4519.5,9.2373,27.086,42.54,2696.9,74.891,120.4,0.33195,80.283,48.58,2625.1,23.425,48.796,3096.5,24.14,66.037,236.69,340.44,94.615,77.689,32.257,8.8895,26.274,7.0819,18.915,1.6622,32.499,13.805,23.99,1.5024,19.064,2.2189,4.8831,2.2802,0.020765,0.83343,0.092772,54.503,43.792,63.415,52.943,25.699,60.557,21.883,39.746,33.922,43.748,49.512,41.156,15.323
310,0.25809,3601.6,4455.3,9.4482,27.046,42.188,2700.6,74.828,120.4,0.32881,80.485,51.383,2628.9,26.322,49.57,3096.9,23.655,66.097,236.68,341.1,94.649,77.433,31.858,9.0417,25.606,6.9062,18.993,1.665,33.222,13.734,23.286,1.2051,18.912,2.3314,4.9412,2.2553,0.022055,0.83485,0.1044,54.108,43.236,62.331,53.781,25.144,62.103,22.394,39.557,42.169,45.539,49.335,40.966,16.465
311,0.25575,3586.8,4502.6,9.5757,26.977,42.385,2698.9,74.847,120.38,0.32949,80.261,50.715,2627.2,25.182,50.624,3098.0,21.959,66.115,237.64,340.93,94.737,77.258,31.858,9.0417,25.606,6.9062,18.993,1.665,33.222,13.734,23.286,1.2051,18.912,2.3314,4.9412,2.2553,0.022055,0.83485,0.1044,54.108,43.236,62.586,53.215,25.374,60.226,21.926,39.473,40.205,47.978,49.228,40.893,20.507
312,0.2961,3647.9,4492.5,9.421,26.896,42.21,2703.1,74.557,120.44,0.32113,80.2,48.039,2631.2,25.593,50.659,3100.4,22.378,66.065,237.91,341.57,94.817,77.133,32.533,8.981,26.572,7.0637,18.845,1.6632,32.831,14.05,23.525,1.1417,18.613,2.3019,4.8925,2.3828,0.022055,0.83485,0.1044,54.108,43.236,62.969,53.115,29.279,59.779,22.076,38.499,32.329,48.059,49.186,41.6,19.524
313,0.29984,3643.0,4477.6,9.282,26.829,42.39,2703.4,73.97,120.36,0.3237,80.143,51.45,2632.6,24.237,50.479,3101.3,23.1,65.998,235.53,342.06,94.506,77.466,32.533,8.981,26.572,7.0637,18.845,1.6632,32.831,14.05,23.525,1.1417,18.613,2.3019,4.8925,2.3828,0.022055,0.83485,0.1044,54.108,43.236,63.053,53.293,28.911,62.568,22.181,38.186,42.369,47.643,49.383,40.27,17.79
314,0.23162,3619.5,4493.9,9.4372,26.499,42.805,2706.1,73.807,120.42,0.36115,80.345,51.439,2634.9,25.636,51.79,3103.6,22.704,66.037,235.58,341.77,94.818,77.841,32.204,8.9971,25.936,6.8464,18.594,1.6496,33.205,13.721,23.29,1.1047,18.48,2.2441,4.9634,2.3198,0.022055,0.83485,0.1044,54.108,43.236,61.98,53.438,22.75,60.925,22.024,42.199,42.334,50.677,49.36,41.688,18.68
315,0.22802,3616.8,4494.1,9.5432,27.279,42.295,2706.5,74.962,120.39,0.35849,80.221,49.246,2634.8,25.538,49.887,3102.6,22.649,66.015,235.65,342.57,94.607,77.202,32.204,8.9971,25.936,6.8464,18.594,1.6496,33.205,13.721,23.29,1.1047,18.48,2.2441,4.9634,2.3198,0.0094489,0.82375,0.11181,54.172,42.905,62.025,53.435,23.104,61.055,22.598,42.524,35.88,46.272,49.369,40.448,18.848
316,0.26269,3692.1,4497.3,9.4515,26.788,42.48,2707.0,74.826,120.43,0.31968,79.993,49.639,2636.4,24.331,50.393,3105.5,23.632,65.974,238.95,342.59,94.849,77.318,32.379,8.8311,26.713,6.9173,18.697,1.7133,33.039,13.939,24.202,1.1486,18.455,2.2508,4.8625,2.2676,0.0094489,0.82375,0.11181,54.172,42.905,62.567,54.023,25.585,60.112,22.38,38.539,37.036,47.444,49.075,41.352,16.514
317,0.26212,3676.3,4491.2,9.4439,27.071,42.186,2711.3,73.677,120.42,0.32298,80.08,50.956,2640.6,23.783,50.596,3107.9,23.829,65.953,238.2,343.18,94.242,77.561,32.379,8.8311,26.713,6.9173,18.697,1.7133,33.039,13.939,24.202,1.1486,18.455,2.2508,4.8625,2.2676,0.0094489,0.82375,0.11181,54.172,42.905,62.839,54.096,25.641,59.909,22.793,38.135,40.913,47.913,49.143,40.871,16.025
318,0.24488,3655.1,4513.9,9.4155,27.286,42.427,2713.2,74.094,120.42,0.34616,80.241,49.365,2642.3,25.506,51.416,3108.4,23.648,65.959,236.73,343.68,94.629,77.7,32.256,8.9536,26.326,6.8214,18.676,1.6337,32.875,13.937,23.901,1.2085,18.407,2.2794,4.8789,2.2687,0.0094489,0.82375,0.11181,54.172,42.905,62.582,53.593,23.797,62.631,22.893,41.16,36.23,49.811,49.273,41.066,16.416
319,0.24282,3646.4,4478.1,9.4483,26.576,42.611,2713.0,74.233,120.41,0.3439,80.102,48.845,2641.8,26.33,52.269,3108.8,21.672,65.988,237.47,343.84,94.429,77.092,32.256,8.9536,26.326,6.8214,18.676,1.6337,32.875,13.937,23.901,1.2085,18.407,2.2794,4.8789,2.2687,0.0094489,0.82375,0.11181,54.172,42.905,62.732,54.021,24.0,61.559,22.534,41.436,34.701,51.784,49.205,41.65,21.146
320,0.25336,3682.0,4482.9,9.4125,27.151,42.36,2713.0,74.751,120.39,0.35046,79.826,50.164,2642.3,24.403,51.45,3106.9,22.705,65.914,237.97,344.34,94.635,77.214,32.616,8.8393,26.241,6.8963,18.463,1.6334,33.245,13.88,23.672,1.2063,18.484,2.2526,4.812,2.3471,0.019379,0.81093,0.097649,53.961,43.684,62.973,54.031,25.037,61.191,23.301,40.739,38.583,49.889,48.868,40.971,18.704
321,0.25539,3659.3,4464.7,9.4514,27.058,42.044,2714.9,73.817,120.41,0.34956,79.994,51.064,2643.9,25.26,50.972,3109.0,23.084,65.871,237.1,343.89,94.412,77.846,32.616,8.8393,26.241,6.8963,18.463,1.6334,33.245,13.88,23.672,1.2063,18.484,2.2526,4.812,2.3471,0.019379,0.81093,0.097649,53.961,43.684,63.362,54.248,24.837,61.354,23.049,40.85,41.232,48.784,48.823,41.598,17.752
322,0.21664,3653.6,4511.0,9.4588,26.758,42.787,2715.4,75.198,120.39,0.34459,80.04,50.344,2645.0,24.256,51.089,3109.6,23.307,65.886,235.79,344.87,94.517,77.25,32.519,8.8422,26.077,6.767,18.216,1.6947,33.335,13.864,23.85,1.1524,18.141,2.2572,4.8004,2.3257,0.019379,0.81093,0.097649,53.961,43.684,62.826,54.25,21.297,60.007,22.993,40.057,39.111,49.053,48.814,42.041,17.251
323,0.21914,3647.3,4534.1,9.4802,27.171,42.172,2714.6,73.884,120.4,0.34303,79.959,49.991,2643.4,24.774,49.041,3109.1,23.3,65.845,236.63,344.27,94.596,77.231,32.519,8.8422,26.077,6.767,18.216,1.6947,33.335,13.864,23.85,1.1524,18.141,2.2572,4.8004,2.3257,0.019379,0.81093,0.097649,53.961,43.684,62.934,53.974,21.051,64.784,23.231,40.248,38.075,44.314,48.614,40.761,17.266
324,0.22182,3702.1,4595.4,9.4945,26.866,42.71,2714.5,74.333,120.42,0.34086,79.79,49.875,2643.4,25.709,50.729,3109.5,23.038,65.806,235.39,344.43,94.427,77.308,32.364,8.9324,26.743,6.7375,18.501,1.6703,33.102,13.846,23.934,1.274,18.45,2.2666,4.7922,2.3157,0.019379,0.81093,0.097649,53.961,43.684,63.174,53.92,21.849,61.97,22.872,40.147,37.732,48.22,48.603,41.533,17.892
325,0.22268,3703.4,4569.1,9.5571,27.069,42.234,2714.4,74.434,120.39,0.34347,79.692,49.515,2643.9,25.793,49.737,3108.5,23.469,65.742,233.89,344.64,94.535,77.267,32.364,8.9324,26.743,6.7375,18.501,1.6703,33.102,13.846,23.934,1.274,18.45,2.2666,4.7922,2.3157,0.0069116,0.81514,0.085088,54.292,44.26,63.151,54.235,21.764,61.767,23.351,39.828,36.673,45.926,48.256,41.613,16.889
326,0.23523,3698.2,4535.7,9.4471,26.666,42.54,2716.0,74.971,120.41,0.3371,79.84,50.17,2645.6,25.839,50.21,3110.7,22.368,65.696,230.44,344.56,94.347,77.365,32.793,8.9144,26.453,6.7312,18.401,1.6576,33.282,13.849,23.72,1.0204,18.43,2.2496,4.8804,2.2647,0.0069116,0.81514,0.085088,54.292,44.26,63.623,54.006,22.957,62.148,22.937,40.169,38.6,47.019,48.291,41.587,19.487
327,0.23233,3698.1,4555.4,9.4947,27.185,41.954,2717.7,74.622,120.39,0.33939,80.006,49.17,2647.3,24.415,49.118,3112.0,22.888,65.698,232.02,344.64,94.398,77.805,32.793,8.9144,26.453,6.7312,18.401,1.6576,33.282,13.849,23.72,1.0204,18.43,2.2496,4.8804,2.2647,0.0069116,0.81514,0.085088,54.292,44.26,63.624,53.771,23.241,60.133,23.044,39.89,35.659,44.493,47.874,41.459,18.206
328,0.19041,3710.2,4522.7,9.4106,27.005,42.197,2717.1,74.937,120.43,0.33778,80.084,50.949,2647.2,24.85,49.627,3112.2,22.85,65.736,231.15,344.55,94.299,77.185,32.322,8.8036,26.136,6.6747,18.251,1.6397,33.468,13.786,24.518,1.125,18.431,2.2649,4.8624,2.2209,0.0069116,0.81514,0.085088,54.292,44.26,63.61,54.461,18.411,61.872,22.949,40.219,40.892,45.671,47.673,42.8,18.315
329,0.18886,3717.1,4494.9,9.4459,26.817,42.344,2714.0,75.142,120.38,0.34086,79.831,49.821,2643.4,24.728,49.763,3109.9,22.579,65.695,230.36,344.13,94.471,77.356,32.322,8.8036,26.136,6.6747,18.251,1.6397,33.468,13.786,24.518,1.125,18.431,2.2649,4.8624,2.2209,0.0069116,0.81514,0.085088,54.292,44.26,63.491,54.794,18.563,61.455,22.661,39.843,37.573,45.986,47.469,40.925,18.958
