,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,correctLabels
1291,0.28615,3679.3,4722.4,9.6003,26.743,42.282,2701.9,74.947,120.42,0.66082,81.598,51.079,2630.8,23.812,50.167,3102.1,21.813,62.481,120.46,340.73,94.439,79.519,31.672,9.083,26.745,6.8805,18.683,1.0358,32.579,13.77,24.944,1.2369,18.54,1.3839,5.1081,2.3983,-0.0067968,0.85713,0.066156,54.578,44.094,63.511,55.601,28.053,62.413,21.512,79.25,41.275,46.919,22.771,41.773,19.54,3
1292,0.32167,3696.3,4686.4,9.4483,26.736,42.502,2703.9,75.39,120.42,0.67479,81.833,49.515,2632.9,26.933,49.671,3104.8,22.825,62.614,119.95,340.33,94.339,79.758,32.161,8.8728,27.019,7.0194,18.744,0.99793,32.518,13.765,24.936,1.3235,18.853,1.444,5.0986,2.3429,-0.0067968,0.85713,0.066156,54.578,44.094,63.546,55.885,31.62,63.598,21.532,80.564,36.673,45.773,22.968,41.931,17.083,3
1293,0.31894,3676.3,4678.9,9.5765,26.816,42.439,2702.3,75.196,120.41,0.67357,81.671,48.332,2630.5,21.006,49.772,3104.0,22.087,62.688,121.0,340.39,94.382,78.995,32.161,8.8728,27.019,7.0194,18.744,0.99793,32.518,13.765,24.936,1.3235,18.853,1.444,5.0986,2.3429,-0.0067968,0.85713,0.066156,54.578,44.094,63.891,55.976,31.888,62.692,21.389,80.712,33.191,46.006,23.026,41.679,18.872,3
1294,0.275,3662.7,4696.4,9.4928,27.403,42.925,2694.1,76.275,120.39,0.67557,80.931,52.121,2620.5,25.65,49.088,3097.5,23.588,62.664,120.57,340.31,94.666,77.989,31.839,8.8937,27.089,6.8152,18.723,0.98933,32.786,13.789,24.522,1.2231,18.933,1.3724,5.1396,2.4437,-0.0067968,0.85713,0.066156,54.578,44.094,62.842,55.627,27.457,63.974,21.152,80.27,44.343,44.423,23.22,40.919,15.417,3
1295,0.27566,3690.7,4708.0,9.6294,26.853,42.225,2692.2,75.664,120.37,0.67351,80.83,49.58,2620.0,24.388,49.124,3093.8,23.224,62.509,125.97,340.36,94.666,78.947,31.839,8.8937,27.089,6.8152,18.723,0.98933,32.786,13.789,24.522,1.2231,18.933,1.3724,5.1396,2.4437,0.027305,0.85522,0.060517,53.212,43.791,62.36,55.488,27.392,63.246,20.896,80.522,36.863,44.506,23.059,40.242,16.259,3
1296,0.30878,3735.8,4706.4,9.5441,26.77,42.793,2694.7,75.696,120.39,0.67397,80.956,50.71,2621.9,24.547,48.775,3095.7,24.312,62.474,125.54,340.58,94.613,78.716,31.71,8.9351,26.719,6.9311,18.788,0.98374,32.389,13.743,24.764,1.2607,18.785,1.4155,5.1432,2.4333,0.027305,0.85522,0.060517,53.212,43.791,63.341,55.565,30.641,62.688,21.282,81.034,40.19,43.699,23.33,42.211,13.708,3
1297,0.30888,3700.0,4654.3,9.5117,27.294,42.686,2694.9,75.961,120.38,0.67522,81.215,51.351,2622.9,25.032,49.997,3097.6,23.057,62.48,125.2,339.94,94.421,79.07,31.71,8.9351,26.719,6.9311,18.788,0.98374,32.389,13.743,24.764,1.2607,18.785,1.4155,5.1432,2.4333,0.027305,0.85522,0.060517,53.212,43.791,63.957,56.189,30.631,63.027,21.221,80.881,42.074,46.527,23.59,41.501,16.663,3
1298,0.3277,3701.0,4676.7,9.6213,26.634,42.511,2696.3,75.686,120.4,0.66769,81.39,48.452,2624.4,24.638,52.553,3097.6,23.622,62.604,125.28,340.31,94.454,79.186,32.06,8.8796,27.145,6.7997,18.957,0.96285,32.864,13.99,24.922,1.3055,18.646,1.4269,5.0234,2.4005,0.027305,0.85522,0.060517,53.212,43.791,62.933,55.766,32.094,63.203,21.147,80.487,33.545,52.443,23.804,41.536,15.303,3
1299,0.32717,3705.4,4651.9,9.4227,27.048,42.737,2695.8,75.227,120.4,0.67023,81.402,49.334,2623.7,24.24,49.607,3098.6,22.831,62.708,127.22,340.11,94.43,79.027,32.06,8.8796,27.145,6.7997,18.957,0.96285,32.864,13.99,24.922,1.3055,18.646,1.4269,5.0234,2.4005,0.027305,0.85522,0.060517,53.212,43.791,62.856,56.064,32.146,63.175,21.133,80.178,36.141,45.624,23.85,40.862,17.188,3
1300,0.29585,3723.4,4644.9,9.5159,27.174,42.634,2693.4,75.728,120.43,0.69866,81.297,48.799,2620.6,23.752,50.157,3095.5,22.997,62.735,128.01,340.12,94.563,78.949,32.057,8.8973,26.649,6.8807,19.174,0.99639,32.674,13.635,24.261,1.2348,18.529,1.4098,5.0828,2.4737,0.0019641,0.86626,0.055792,53.447,43.593,63.715,55.715,29.191,62.564,21.304,83.382,34.567,46.898,23.986,41.747,16.804,3
1301,0.29913,3743.4,4658.3,9.5567,27.104,42.722,2689.3,76.435,120.37,0.70014,81.081,48.522,2616.6,25.548,50.898,3091.5,22.836,62.755,127.26,339.87,94.379,78.499,32.057,8.8973,26.649,6.8807,19.174,0.99639,32.674,13.635,24.261,1.2348,18.529,1.4098,5.0828,2.4737,0.0019641,0.86626,0.055792,53.447,43.593,63.371,55.555,28.868,64.602,21.085,83.201,33.751,48.612,24.266,40.547,17.231,3
1302,0.29922,3680.9,4613.6,9.5117,26.585,42.575,2688.4,76.136,120.42,0.65778,81.095,49.609,2616.3,25.982,49.285,3088.9,23.937,62.727,127.03,340.48,94.651,78.593,32.021,8.887,27.066,6.8952,18.894,1.0098,32.193,13.726,24.476,1.4068,19.098,1.4109,5.0629,2.3612,0.0019641,0.86626,0.055792,53.447,43.593,63.776,55.509,29.164,61.133,21.009,78.849,36.95,44.879,24.503,42.042,14.63,3
1303,0.30021,3693.7,4627.7,9.6223,26.826,42.518,2689.8,75.016,120.41,0.65888,81.341,48.882,2619.0,27.033,49.589,3089.9,23.639,62.746,127.41,340.22,94.418,79.28,32.021,8.887,27.066,6.8952,18.894,1.0098,32.193,13.726,24.476,1.4068,19.098,1.4109,5.0629,2.3612,0.0019641,0.86626,0.055792,53.447,43.593,63.554,55.339,29.066,62.421,21.174,78.715,34.811,45.583,24.684,41.251,15.286,3
1304,0.30451,3677.5,4646.1,9.5089,26.528,42.2,2689.8,75.322,120.4,0.66623,81.479,50.447,2616.9,24.301,49.641,3091.2,22.853,62.84,129.09,339.7,94.556,79.063,32.378,9.0141,26.359,6.8969,18.739,1.0153,32.346,13.888,24.722,1.1344,18.914,1.4035,5.0529,2.4185,0.0019641,0.86626,0.055792,53.447,43.593,63.701,55.764,29.64,63.154,20.804,80.046,39.414,45.702,24.739,41.388,17.152,3
1305,0.30244,3742.3,4649.0,9.5592,26.858,42.679,2689.2,75.377,120.39,0.66841,81.471,48.731,2616.8,27.09,51.388,3090.9,22.445,62.929,128.35,339.63,94.384,79.282,32.378,9.0141,26.359,6.8969,18.739,1.0153,32.346,13.888,24.722,1.1344,18.914,1.4035,5.0529,2.4185,0.02478,0.86312,0.051909,53.284,44.03,62.585,55.729,29.843,60.638,21.147,79.78,34.365,49.746,25.337,41.436,18.108,3
1306,0.26658,3734.8,4652.5,9.5169,26.458,42.733,2686.8,75.883,120.41,0.68387,81.478,49.616,2614.7,26.496,51.038,3089.4,23.63,63.017,130.69,339.76,94.625,78.875,32.262,9.0068,26.529,7.1191,19.134,0.95022,32.674,13.783,24.515,1.2821,19.203,1.451,5.1048,2.4175,0.02478,0.86312,0.051909,53.284,44.03,62.688,56.06,26.559,61.808,20.682,82.211,36.969,48.936,25.471,40.956,15.317,3
1307,0.26774,3673.6,4653.2,9.4749,27.006,42.386,2684.5,75.265,120.38,0.6838,81.341,50.622,2612.6,26.355,48.755,3086.2,21.991,63.051,132.63,339.09,94.506,78.699,32.262,9.0068,26.529,7.1191,19.134,0.95022,32.674,13.783,24.515,1.2821,19.203,1.451,5.1048,2.4175,0.02478,0.86312,0.051909,53.284,44.03,63.74,56.052,26.445,64.534,20.98,82.22,39.93,43.653,25.641,41.998,19.229,3
1308,0.2784,3641.9,4623.2,9.5733,26.695,42.449,2683.0,75.709,120.37,0.67032,81.291,49.408,2609.9,26.994,49.447,3084.8,22.128,63.065,132.98,339.05,94.774,78.782,31.824,8.7996,26.548,6.9766,19.321,1.0233,32.695,13.859,23.767,1.2744,18.552,1.4065,5.1932,2.4279,0.02478,0.86312,0.051909,53.284,44.03,62.218,55.413,27.337,61.782,20.402,81.05,36.359,45.255,25.952,40.335,18.912,3
1309,0.27687,3625.7,4637.8,9.5077,26.769,42.286,2684.1,75.078,120.36,0.67622,81.361,48.506,2611.1,24.946,51.153,3085.2,22.215,63.109,134.07,339.14,94.769,79.12,31.824,8.7996,26.548,6.9766,19.321,1.0233,32.695,13.859,23.767,1.2744,18.552,1.4065,5.1932,2.4279,0.02478,0.86312,0.051909,53.284,44.03,62.496,55.239,27.487,62.797,20.73,80.33,33.704,49.203,26.197,40.324,18.689,3
1310,0.32169,3647.6,4607.4,9.4863,27.103,42.639,2687.9,75.57,120.39,0.68108,81.683,48.42,2615.9,25.871,49.124,3089.2,23.168,63.165,136.63,338.99,94.645,79.344,32.225,8.9627,26.928,6.9486,18.837,1.0147,32.782,13.785,24.766,1.3621,18.655,1.403,5.1909,2.493,0.029636,0.85166,0.061886,54.918,43.11,63.214,55.068,31.705,63.146,21.206,81.771,33.45,44.507,26.278,41.044,16.391,3
1311,0.3226,3693.8,4616.8,9.6075,27.031,42.236,2687.8,75.777,120.38,0.68189,81.648,51.393,2616.1,23.387,50.227,3089.1,22.82,63.268,138.14,339.55,94.596,79.349,32.225,8.9627,26.928,6.9486,18.837,1.0147,32.782,13.785,24.766,1.3621,18.655,1.403,5.1909,2.493,0.029636,0.85166,0.061886,54.918,43.11,62.418,54.956,31.615,61.988,21.126,81.673,42.2,47.06,26.464,40.695,17.213,3
1312,0.28531,3649.1,4630.7,9.4907,26.797,42.773,2688.2,75.022,120.42,0.67252,81.701,49.643,2615.6,25.1,48.306,3090.6,24.046,63.333,138.13,339.39,94.582,79.441,32.036,8.9869,26.848,6.8545,19.106,1.0106,32.681,13.995,24.052,1.1615,19.101,1.3866,5.1386,2.4679,0.029636,0.85166,0.061886,54.918,43.11,63.356,55.928,27.982,63.277,20.879,80.853,37.049,42.613,26.784,41.202,14.275,3
1313,0.2834,3666.3,4660.8,9.6527,26.653,42.355,2686.3,74.791,120.41,0.67427,81.49,50.268,2613.9,26.379,49.862,3089.5,22.738,63.383,139.38,339.45,94.643,78.916,32.036,8.9869,26.848,6.8545,19.106,1.0106,32.681,13.995,24.052,1.1615,19.101,1.3866,5.1386,2.4679,0.029636,0.85166,0.061886,54.918,43.11,63.061,55.567,28.169,61.068,20.741,80.639,38.888,46.215,26.989,41.125,17.425,3
1314,0.3032,3695.5,4600.1,9.5444,26.671,42.351,2684.3,74.467,120.42,0.69594,81.292,49.227,2611.9,24.106,47.912,3086.7,22.885,63.375,138.15,339.75,94.555,78.493,31.826,8.9125,26.335,6.9499,18.991,1.0128,32.344,13.82,24.113,1.411,18.995,1.4412,5.1829,2.4402,0.029636,0.85166,0.061886,54.918,43.11,63.365,55.6,29.939,62.354,20.769,83.701,35.826,41.702,27.417,41.712,17.12,3
1315,0.30379,3685.0,4612.9,9.5337,26.971,42.33,2682.0,74.929,120.36,0.69671,81.168,50.91,2609.5,26.191,52.048,3084.7,23.35,63.317,141.24,339.39,94.673,78.899,31.826,8.9125,26.335,6.9499,18.991,1.0128,32.344,13.82,24.113,1.411,18.995,1.4412,5.1829,2.4402,0.030307,0.87506,0.061704,54.27,43.91,63.545,55.446,29.88,61.869,20.817,83.607,40.778,51.273,27.211,40.595,16.013,3
1316,0.32761,3684.7,4618.2,9.5451,26.928,42.47,2685.3,74.854,120.43,0.67705,81.517,50.155,2612.9,23.484,51.678,3088.1,22.808,63.343,141.01,339.36,94.496,79.507,31.945,8.9925,26.766,6.6748,18.851,1.0619,32.688,13.817,23.886,1.1117,18.979,1.3751,5.1521,2.4215,0.030307,0.87506,0.061704,54.27,43.91,62.695,55.619,32.056,62.943,20.965,81.454,38.557,50.417,27.441,41.574,17.25,3
1317,0.32657,3666.6,4637.8,9.6487,26.788,42.775,2686.5,74.162,120.39,0.674,81.478,48.521,2614.3,24.704,50.207,3089.6,23.667,63.414,143.49,339.71,94.583,79.082,31.945,8.9925,26.766,6.6748,18.851,1.0619,32.688,13.817,23.886,1.1117,18.979,1.3751,5.1521,2.4215,0.030307,0.87506,0.061704,54.27,43.91,63.006,55.384,32.159,61.756,20.849,81.826,33.748,47.013,27.424,40.62,15.235,3
1318,0.31919,3733.8,4660.9,9.5641,27.035,43.215,2689.7,74.74,120.44,0.67598,81.708,50.355,2617.8,25.827,50.825,3092.5,22.583,63.451,144.58,340.01,94.342,79.288,32.379,9.0997,26.523,6.9736,18.913,0.9969,32.67,13.948,24.188,1.305,19.223,1.4072,5.063,2.3132,0.030307,0.87506,0.061704,54.27,43.91,64.33,55.429,31.247,63.327,21.032,81.506,39.144,48.443,27.529,42.01,17.777,3
1319,0.31787,3740.8,4619.3,9.5409,27.305,42.445,2689.1,75.207,120.43,0.67734,81.707,49.589,2617.1,24.253,48.349,3093.1,23.482,63.519,143.51,339.94,94.269,79.223,32.379,9.0997,26.523,6.9736,18.913,0.9969,32.67,13.948,24.188,1.305,19.223,1.4072,5.063,2.3132,0.030307,0.87506,0.061704,54.27,43.91,64.208,55.926,31.376,61.658,21.0,81.34,36.891,42.712,27.823,41.065,15.628,3
1320,0.27629,3671.3,4618.2,9.6604,26.93,42.966,2686.8,75.353,120.41,0.69073,81.671,50.504,2614.7,26.285,48.069,3088.6,23.709,63.632,145.32,340.01,94.383,78.992,31.653,8.9508,26.712,6.7366,19.189,1.0123,32.323,13.78,24.536,1.307,18.802,1.4068,5.0088,2.3937,0.017919,0.84348,0.051468,53.307,43.476,62.837,55.768,27.252,62.451,21.354,83.294,39.583,42.065,28.506,41.83,15.095,3
1321,0.27538,3654.5,4674.7,9.5657,26.283,42.21,2684.5,75.414,120.38,0.69299,81.468,49.091,2612.6,25.885,49.281,3086.2,23.18,63.656,147.14,340.14,94.563,78.797,31.653,8.9508,26.712,6.7366,19.189,1.0123,32.323,13.78,24.536,1.307,18.802,1.4068,5.0088,2.3937,0.017919,0.84348,0.051468,53.307,43.476,63.126,55.091,27.341,63.504,20.972,83.018,35.426,44.87,28.823,41.515,16.373,3
1322,0.34699,3749.5,4638.3,9.522,26.604,42.707,2684.9,75.015,120.41,0.67136,81.288,48.717,2612.5,24.898,49.852,3087.7,21.776,63.605,148.08,340.26,94.525,78.851,31.861,8.9712,26.564,6.9681,19.031,0.98221,32.281,14.017,24.455,1.2349,18.929,1.3953,5.0977,2.447,0.017919,0.84348,0.051468,53.307,43.476,63.597,54.805,34.461,64.057,20.818,81.214,34.325,46.192,29.22,41.799,19.717,3
1323,0.34964,3730.4,4574.6,9.5551,27.214,42.698,2686.5,74.918,120.41,0.67632,81.377,50.06,2614.2,23.482,50.833,3088.2,22.963,63.616,150.92,340.68,94.395,79.018,31.861,8.9712,26.564,6.9681,19.031,0.98221,32.281,14.017,24.455,1.2349,18.929,1.3953,5.0977,2.447,0.017919,0.84348,0.051468,53.307,43.476,63.925,55.568,34.201,64.232,21.285,80.61,38.276,48.461,29.447,41.803,16.89,3
1324,0.33363,3666.7,4594.9,9.4828,27.057,42.613,2685.1,75.422,120.41,0.702,81.328,49.968,2613.5,24.491,48.302,3086.5,23.338,63.685,152.44,340.66,94.464,79.128,31.884,9.1093,26.062,6.7546,19.465,0.97314,32.62,13.801,24.067,1.2359,19.076,1.386,5.0846,2.502,0.017919,0.84348,0.051468,53.307,43.476,63.019,55.655,32.698,63.357,21.234,83.936,38.006,42.604,29.786,41.584,16.004,3
1325,0.33124,3651.7,4635.0,9.7464,26.84,42.798,2686.1,75.323,120.41,0.70166,81.41,47.872,2614.7,25.235,48.363,3088.3,22.895,63.73,150.87,340.8,94.454,79.34,31.884,9.1093,26.062,6.7546,19.465,0.97314,32.62,13.801,24.067,1.2359,19.076,1.386,5.0846,2.502,0.033418,0.84912,0.060733,54.202,44.787,63.276,55.174,32.934,61.382,21.176,83.977,31.837,42.744,29.635,41.303,17.035,3
1326,0.33228,3742.5,4589.2,9.502,26.957,42.675,2688.9,74.497,120.4,0.67868,81.556,46.7,2617.0,23.861,47.252,3090.0,23.488,63.753,151.7,341.62,94.46,79.3,32.38,8.9595,27.002,6.8105,18.749,1.0196,33.155,13.916,24.536,1.4064,18.5,1.4413,5.1473,2.451,0.033418,0.84912,0.060733,54.202,44.787,63.607,54.58,33.041,62.004,21.141,81.131,28.388,40.173,29.702,41.873,15.619,3
1327,0.33303,3738.9,4556.1,9.5782,26.748,42.683,2688.7,74.32,120.44,0.67747,81.487,51.438,2616.6,26.791,49.584,3089.6,23.084,63.831,151.61,341.6,94.271,79.221,32.38,8.9595,27.002,6.8105,18.749,1.0196,33.155,13.916,24.536,1.4064,18.5,1.4413,5.1473,2.451,0.033418,0.84912,0.060733,54.202,44.787,63.668,54.976,32.968,64.632,21.088,81.279,42.332,45.572,29.847,42.189,16.58,3
1328,0.28527,3711.8,4613.8,9.672,26.812,42.63,2688.2,74.771,120.4,0.68961,81.601,50.026,2616.8,25.112,48.723,3089.6,21.88,63.867,151.97,341.87,94.331,79.277,32.448,8.8892,26.33,6.7371,19.053,1.0433,32.609,13.908,24.448,1.3819,19.026,1.4309,5.0354,2.3824,0.033418,0.84912,0.060733,54.202,44.787,63.739,55.985,28.345,63.133,21.016,82.914,38.176,43.578,29.949,42.018,19.419,3
1329,0.2863,3692.1,4643.0,9.6168,26.866,42.726,2686.3,74.068,120.4,0.6911,81.404,50.48,2614.5,24.141,51.069,3087.2,23.5,63.887,152.25,341.71,94.391,78.823,32.448,8.8892,26.33,6.7371,19.053,1.0433,32.609,13.908,24.448,1.3819,19.026,1.4309,5.0354,2.3824,0.033418,0.84912,0.060733,54.202,44.787,64.077,55.636,28.243,62.477,21.438,82.731,39.514,49.009,30.059,41.259,15.606,3
1330,0.27882,3704.3,4618.1,9.6974,27.049,42.762,2685.3,73.746,120.41,0.69259,81.305,50.493,2613.3,26.727,50.265,3086.5,24.476,63.862,155.46,341.79,94.334,78.929,32.505,8.8691,26.497,6.9911,18.538,1.0004,33.336,13.881,24.405,1.1816,19.128,1.4023,5.1684,2.4462,0.019566,0.83714,0.077668,53.944,43.141,64.614,55.167,27.23,60.693,21.065,82.463,39.551,47.148,30.075,41.824,13.292,3
1331,0.27808,3739.3,4610.1,9.5755,26.732,42.61,2684.2,74.588,120.41,0.6949,81.327,51.849,2612.4,24.721,50.691,3084.7,23.613,63.866,155.03,341.79,94.38,78.989,32.505,8.8691,26.497,6.9911,18.538,1.0004,33.336,13.881,24.405,1.1816,19.128,1.4023,5.1684,2.4462,0.019566,0.83714,0.077668,53.944,43.141,64.011,55.263,27.303,63.627,21.17,82.182,43.541,48.133,30.32,42.026,15.34,3
1332,0.27201,3651.4,4714.5,9.6431,26.951,42.377,2687.0,75.042,120.39,0.6892,81.658,50.922,2615.2,22.883,50.416,3086.8,21.436,63.919,153.67,341.77,94.353,79.861,32.474,9.0957,26.088,7.0149,18.729,1.0295,32.97,13.963,24.422,1.3095,18.753,1.4439,5.0944,2.4435,0.019566,0.83714,0.077668,53.944,43.141,63.313,55.274,26.23,63.253,21.41,82.268,40.812,47.497,30.644,41.295,20.428,3
1333,0.26896,3647.2,4678.0,9.6686,26.601,42.501,2689.4,74.657,120.41,0.6881,81.843,48.211,2618.1,22.171,47.502,3089.8,22.322,64.053,154.74,341.96,94.482,79.477,32.474,9.0957,26.088,7.0149,18.729,1.0295,32.97,13.963,24.422,1.3095,18.753,1.4439,5.0944,2.4435,0.019566,0.83714,0.077668,53.944,43.141,63.384,55.711,26.53,61.954,21.293,82.402,32.836,40.753,30.747,41.722,18.325,3
1334,0.26838,3679.7,4622.2,9.5672,26.887,42.43,2687.4,74.444,120.35,0.69719,81.534,51.866,2614.8,24.566,50.678,3088.0,22.612,64.038,157.45,341.8,94.481,79.018,32.082,9.0247,26.83,6.8285,18.375,1.021,32.877,13.926,24.122,1.2075,19.115,1.418,5.0492,2.5137,0.019566,0.83714,0.077668,53.944,43.141,62.503,55.936,26.549,63.373,21.128,83.651,43.59,48.102,30.706,40.792,17.667,3
1335,0.26958,3647.2,4647.5,9.7408,26.704,42.416,2687.1,74.697,120.39,0.69893,81.336,50.604,2614.9,26.047,50.652,3087.5,22.642,64.065,155.13,341.73,94.615,78.928,32.082,9.0247,26.83,6.8285,18.375,1.021,32.877,13.926,24.122,1.2075,19.115,1.418,5.0492,2.5137,0.020023,0.82518,0.051977,53.905,44.614,63.061,55.633,26.43,61.848,21.096,83.438,39.878,48.043,30.819,41.24,17.615,3
1336,0.30743,3708.0,4738.0,9.5469,26.914,42.605,2688.8,74.534,120.41,0.6961,81.308,51.099,2616.7,22.477,50.722,3090.4,23.41,63.994,157.33,341.79,94.398,79.265,32.415,8.9047,26.631,6.9385,18.914,1.0191,33.373,14.125,24.382,1.2369,18.287,1.4057,5.1933,2.4717,0.020023,0.82518,0.051977,53.905,44.614,63.614,55.456,29.992,64.051,21.187,82.974,41.333,48.204,30.699,41.245,15.779,3
1337,0.30595,3691.0,4687.0,9.7227,26.979,43.222,2691.8,74.919,120.4,0.69547,81.483,49.416,2620.0,26.578,51.281,3091.7,24.129,64.002,154.46,342.24,94.419,79.166,32.415,8.9047,26.631,6.9385,18.914,1.0191,33.373,14.125,24.382,1.2369,18.287,1.4057,5.1933,2.4717,0.020023,0.82518,0.051977,53.905,44.614,63.907,56.066,30.138,60.666,21.479,83.051,36.381,49.498,31.029,41.103,14.063,3
1338,0.27363,3689.8,4628.8,9.671,26.976,42.449,2691.8,75.577,120.42,0.71965,81.544,50.164,2620.0,25.181,48.62,3092.3,22.979,64.021,155.99,342.52,94.402,79.288,32.344,9.0748,26.566,6.9174,18.194,1.0039,32.953,13.79,24.119,1.365,18.913,1.351,5.0952,2.4834,0.020023,0.82518,0.051977,53.905,44.614,62.961,55.462,26.842,62.969,21.686,85.71,38.584,43.341,30.969,41.627,16.776,3
1339,0.27266,3652.0,4632.1,9.6014,26.643,42.671,2691.5,75.131,120.39,0.71941,81.502,51.46,2619.6,24.333,50.888,3090.5,22.835,64.023,157.46,342.69,94.396,79.37,32.344,9.0748,26.566,6.9174,18.194,1.0039,32.953,13.79,24.119,1.365,18.913,1.351,5.0952,2.4834,0.020023,0.82518,0.051977,53.905,44.614,63.61,55.423,26.937,63.476,21.436,85.74,42.398,48.589,30.91,41.144,17.101,3
1340,0.27832,3703.2,4745.0,9.7189,27.181,42.821,2691.6,75.312,120.4,0.68429,81.401,51.109,2619.8,24.286,50.396,3093.2,22.04,64.028,156.98,341.98,94.427,79.048,31.975,9.1171,27.04,6.8935,18.464,0.97978,33.453,13.961,24.009,1.2327,18.214,1.4045,5.1104,2.3621,0.0068122,0.8291,0.064228,53.706,43.377,62.872,55.874,27.351,62.972,21.288,81.266,41.363,47.45,30.709,41.509,19.021,3
1341,0.2786,3658.3,4716.0,9.68,26.6,42.904,2693.3,74.299,120.41,0.685,81.346,50.687,2621.4,23.348,51.281,3093.2,22.609,64.001,154.5,342.66,94.537,79.346,31.975,9.1171,27.04,6.8935,18.464,0.97978,33.453,13.961,24.009,1.2327,18.214,1.4045,5.1104,2.3621,0.0068122,0.8291,0.064228,53.706,43.377,63.645,56.22,27.324,62.283,21.473,81.18,40.122,49.499,30.87,42.043,17.652,3
1342,0.31377,3712.4,4678.7,9.534,26.513,42.621,2694.8,75.252,120.38,0.70316,81.421,48.993,2623.2,25.23,49.136,3095.9,23.335,63.977,155.1,342.8,94.359,79.275,32.162,8.9998,26.719,6.7867,18.336,1.0187,33.404,13.899,24.318,1.1609,18.442,1.3744,5.2358,2.4279,0.0068122,0.8291,0.064228,53.706,43.377,62.9,56.082,30.935,64.56,21.637,83.604,35.135,44.535,30.756,41.183,15.928,3
1343,0.31431,3672.8,4684.1,9.6625,26.924,42.575,2696.4,73.995,120.42,0.70574,81.42,49.757,2624.6,24.52,49.45,3096.8,23.607,63.97,156.92,342.69,94.337,79.134,32.162,8.9998,26.719,6.7867,18.336,1.0187,33.404,13.899,24.318,1.1609,18.442,1.3744,5.2358,2.4279,0.0068122,0.8291,0.064228,53.706,43.377,63.581,56.017,30.883,61.919,21.7,83.289,37.386,45.261,30.531,41.573,15.282,3
1344,0.29784,3674.2,4680.1,9.6164,27.143,42.952,2698.7,74.538,120.43,0.69768,81.624,48.941,2627.1,24.619,49.347,3099.5,23.248,63.978,156.3,342.47,94.154,79.423,32.69,8.9133,26.503,6.9638,18.688,1.0007,33.133,13.743,23.744,1.2783,18.644,1.3644,5.1146,2.4245,0.0068122,0.8291,0.064228,53.706,43.377,64.535,56.442,29.196,63.432,21.766,82.775,34.985,45.023,30.525,42.296,16.097,3
1345,0.29711,3730.2,4720.5,9.7147,26.853,42.635,2698.7,73.803,120.4,0.70072,81.552,51.711,2627.6,25.634,48.857,3098.5,22.237,64.014,156.54,343.1,94.317,79.434,32.69,8.9133,26.503,6.9638,18.688,1.0007,33.133,13.743,23.744,1.2783,18.644,1.3644,5.1146,2.4245,0.018734,0.82125,0.065713,54.097,44.125,63.571,55.958,29.268,61.106,21.775,82.404,43.134,43.89,30.524,41.312,18.485,3
1346,0.24325,3658.8,4686.7,9.6178,26.905,42.466,2696.0,74.723,120.4,0.68135,81.368,52.285,2624.3,25.368,50.293,3095.4,23.242,64.038,155.91,343.14,94.223,78.997,32.179,9.041,26.902,6.9735,18.537,1.0059,33.325,13.847,23.974,1.2231,18.993,1.4063,5.1314,2.412,0.018734,0.82125,0.065713,54.097,44.125,63.252,55.543,24.035,65.202,21.721,80.58,44.824,47.212,30.554,42.07,16.129,3
1347,0.24405,3678.6,4694.8,9.6702,26.555,42.397,2693.9,74.515,120.38,0.68104,81.264,48.097,2622.9,25.031,51.255,3094.0,23.38,63.985,153.86,342.96,94.513,78.845,32.179,9.041,26.902,6.9735,18.537,1.0059,33.325,13.847,23.974,1.2231,18.993,1.4063,5.1314,2.412,0.018734,0.82125,0.065713,54.097,44.125,62.912,55.445,23.957,62.989,21.657,80.618,32.499,49.438,30.714,41.434,15.814,3
1348,0.29029,3674.8,4691.7,9.6683,26.801,42.262,2694.1,74.488,120.4,0.69383,81.142,49.894,2622.0,24.89,50.289,3093.2,23.262,63.907,155.95,343.09,94.469,78.93,32.434,8.8923,26.305,6.6773,19.034,0.9877,32.999,13.752,24.634,1.407,18.775,1.3721,5.137,2.4598,0.018734,0.82125,0.065713,54.097,44.125,62.81,55.881,28.617,63.308,21.686,81.8,37.789,47.203,30.509,41.892,16.111,3
1349,0.28857,3656.7,4728.7,9.5731,27.267,42.349,2694.2,74.692,120.37,0.68818,81.036,48.788,2622.9,24.505,49.799,3093.2,22.362,63.835,157.15,343.32,94.537,78.812,32.434,8.8923,26.305,6.6773,19.034,0.9877,32.999,13.752,24.634,1.407,18.775,1.3721,5.137,2.4598,0.018734,0.82125,0.065713,54.097,44.125,63.121,55.438,28.786,62.243,21.892,82.488,34.532,46.07,30.384,40.567,18.263,3
